Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31
Revenue,44421000.0,44000000.0,38154000.0,38000000.0,25153000.0,25000000.0,25899000.0,26000000.0,39559000.0,40000000.0,37779000.0
Revenue Growth,0.00956818181818182,0.153221156366305,0.00405263157894737,0.510754184391524,0.00612,-0.034711764933009,-0.00388461538461538,-0.342753861321065,-0.011025,0.0587892744646497,0.0
Cost of Revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Gross Profit,0.0,44000000.0,0.0,38000000.0,0.0,25000000.0,0.0,26000000.0,0.0,40000000.0,0.0
R&D Expenses,34443000.0,34000000.0,59839000.0,60000000.0,109713000.0,110000000.0,92873000.0,93000000.0,76430000.0,76000000.0,50048000.0
SG&A Expense,18172000.0,18000000.0,16761000.0,17000000.0,18827000.0,19000000.0,18583000.0,19000000.0,13753000.0,14000000.0,11630000.0
Operating Expenses,54466000.0,53000000.0,79127000.0,77000000.0,128540000.0,129000000.0,111456000.0,111000000.0,90183000.0,90000000.0,61678000.0
Operating Income,-10045000.0,-8000000.0,-40973000.0,-38000000.0,-103387000.0,-103000000.0,-85557000.0,-86000000.0,-50624000.0,-51000000.0,-23899000.0
Interest Expense,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Earnings before Tax,-8483000.0,-8000000.0,-40145000.0,-40000000.0,-103088000.0,-103000000.0,-85387000.0,-85000000.0,-50519000.0,-51000000.0,-24127000.0
Income Tax Expense,-382000.0,-0000000.0,-1083000.0,-1000000.0,14000.0,0000000.0,20000.0,0000000.0,-509000.0,-1000000.0,1944000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,-8101000.0,-8000000.0,-39062000.0,-39000000.0,-103102000.0,-103000000.0,-85407000.0,-85000000.0,-50010000.0,-50000000.0,-26071000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income Com,-8101000.0,-8000000.0,-39062000.0,-39000000.0,-103102000.0,-103000000.0,-85407000.0,-85000000.0,-50010000.0,-50000000.0,-26071000.0
EPS,-0.21,-0.21,-1.04,-1.04,-3.14,-3.14,-2.84,-2.84,-1.69,-1.69,-1.93
EPS Diluted,-0.21,-0.21,-1.04,-1.04,-3.14,-3.14,-2.84,-2.84,-1.69,-1.69,-1.93
Weighted Average Shs Out,38442994.0,38000000.0,37631348.0,38000000.0,32859554.0,33000000.0,30028684.0,30000000.0,29664326.0,30000000.0,13530239.0
Weighted Average Shs Out (Dil),38442994.0,38000000.0,37631348.0,38000000.0,32859554.0,33000000.0,30028684.0,30000000.0,29664326.0,30000000.0,13530239.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Gross Margin,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
EBITDA Margin,-0.188064203868,-0.15909090909091,-1.02906641505,-0.97368421052632,-4.04019401264,-4.08,-3.2400478783,-3.2307692307692,-1.24320635001,-1.225,-0.594801344662
EBIT Margin,-0.226131784516,-0.18181818181818,-1.07388478272,-1.0526315789474,-4.11032481215,-4.12,-3.30348662111,-3.2692307692308,-1.2797087894,-1.275,-0.632600121761
Profit Margin,-0.182368699489,-0.18181818181818,-1.02379829114,-1.0263157894737,-4.09899415577,-4.12,-3.29769489169,-3.2692307692308,-1.26418766905,-1.25,-0.690092379364
Free Cash Flow margin,-1.02467301502,,-2.24235990984,,-1.51449131316,,-2.95385922236,,-2.18205718041,,3.81129728156
EBITDA,-8354000.0,-7000000.0,-39263000.0,-37000000.0,-101623000.0,-102000000.0,-83914000.0,-84000000.0,-49180000.0,-49000000.0,-22471000.0
EBIT,-10045000.0,-8000000,-40973000.0,-40000000,-103387000.0,-103000000,-85557000.0,-85000000,-50624000.0,-51000000,-23899000.0
Consolidated Income,-8101000.0,-8000000.0,-39062000.0,-39000000.0,-103102000.0,-103000000.0,-85407000.0,-85000000.0,-50010000.0,-50000000.0,-26071000.0
Earnings Before Tax Margin,-0.190968235744,-0.18181818181818,-1.05218325733,-1.0526315789474,-4.09843756212,-4.12,-3.29692266111,-3.2692307692308,-1.27705452615,-1.275,-0.638635220625
Net Profit Margin,-0.182368699489,-0.18181818181818,-1.02379829114,-1.0263157894737,-4.09899415577,-4.12,-3.29769489169,-3.2692307692308,-1.26418766905,-1.25,-0.690092379364
