date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1999-01-02_FY,1998-01-03_FY,1996-12-28_FY,1995-12-30_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,1791000.0,2273700000.0,2239200000.0,2350000000.0,2494600000.0,2691600000.0,2761100000.0,2691100000.0,1640800000.0,1409068000.0,1248500000.0,1101100000.0,1220600000.0,1199000000.0,1141900000.0,1060999000.0,991900000.0,888900000.0,827100000.0,720100000.0,701300000.0,665600000.0,669300000.0,665100000.0,511000000.0,414000000.0,378500000.0,333100000.0,293100000.0,313800000.0,322200000.0,323600000.0,323700000.0,321100000.0,341700000.0,389500000.0
,costOfRevenue,1055000.0,1349900000.0,1317900000.0,1426600000.0,1534700000.0,1636900000.0,1673800000.0,1619000000.0,1008200000.0,852316000.0,754500000.0,663500000.0,734500000.0,727000000.0,700300000.0,655800000.0,617800000.0,562300000.0,532900000.0,463000000.0,477300000.0,457000000.0,456700000.0,461000000.0,355200000.0,290500000.0,253100000.0,227900000.0,201000000.0,208500000.0,219600000.0,222100000.0,224900000.0,221100000.0,240900000.0,270100000.0
,grossProfit,735000.0,923800000.0,921300000.0,923400000.0,959900000.0,1054700000.0,1087300000.0,1072100000.0,632600000.0,556752000.0,494000000.0,437600000.0,486000000.0,471900000.0,441500000.0,405199000.0,374100000.0,326600000.0,294200000.0,257000000.0,224000000.0,208600000.0,212600000.0,204100000.0,155800000.0,123500000.0,125400000.0,105200000.0,92100000.0,105300000.0,102600000.0,101500000.0,98800000.0,100000000.0,100800000.0,119400000.0
,grossProfitRatio,0.410385259631491,0.406298104411312,0.411441586280815,0.392936170212766,0.384791148881584,0.391848714519245,0.393792329144182,0.398387276578351,0.385543637250122,0.395120746479233,0.395674809771726,0.397420761057125,0.398164836965427,0.393577981651376,0.386636307907873,0.381903281718456,0.377154955136607,0.367420407244909,0.355700640793133,0.356894875711707,0.319406815913304,0.313401442307692,0.31764530106081,0.30687114719591,0.304892367906067,0.298309178743961,0.331307793923382,0.315821074752327,0.314227226202661,0.335564053537285,0.318435754189944,0.313658838071693,0.305220883534137,0.311429461227032,0.294995610184372,0.306546854942234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,639000.0,669300000.0,654100000.0,706000000.0,0.0,816000000.0,815200000.0,830700000.0,481900000.0,0.0,347500000.0,316400000.0,345200000.0,49000.0,-43000.0,0.0,-25000.0,48000.0,46000.0,22000.0,47000.0,148000000.0,143400000.0,137200000.0,107500000.0,86000000.0,90300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333151000.0,318243000.0,0.0,274125000.0,246652000.0,217154000.0,182178000.0,198953000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,47000.0,83500000.0,15300000.0,35300000.0,3500000.0,-3000000.0,0.0,64000000.0,317000.0,0.0,0.0,-182000.0,-839000.0,873000.0,1205000.0,0.0,0.0,0.0,-1046000.0,-431000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
