Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,1586222000.0,1152324000.0,789926000.0,805232000.0
Revenue Growth,0.3765,0.4588,-0.019,
Cost of Revenue,1209874000.0,829143000.0,519121000.0,559846000.0
Gross Profit,376348000.0,323181000.0,270805000.0,245386000.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,184651000.0,220955000.0,130437000.0,120691000.0
Operating Expenses,382597000.0,422713000.0,220569000.0,205076000.0
Operating Income,-6249000.0,-99532000.0,50236000.0,40310000.0
Interest Expense,153095000.0,128489000.0,109414000.0,108779000.0
Earnings before Tax,-154110000.0,-264531000.0,-59890000.0,-71716000.0
Income Tax Expense,8407000.0,-60246000.0,-11787000.0,-26812000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-162517000.0,-204285000.0,-48103000.0,-44904000.0
Preferred Dividends,3655000.0,18864000.0,0.0,0.0
Net Income Com,-166172000.0,-223149000.0,-48103000.0,-44904000.0
EPS,-1.09,-2.08,-0.75,-0.7
EPS Diluted,-1.09,-2.08,-0.75,-0.7
Weighted Average Shs Out,151648643.0,150578451.0,43750000.0,43750000.0
Weighted Average Shs Out (Dil),151648643.0,150578451.0,10414438.0,10261416.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.2373,0.2805,0.3428,0.3047
EBITDA Margin,0.091,-0.032,0.164,0.14
EBIT Margin,-0.0006,-0.1181,0.0627,0.046
Profit Margin,-0.105,-0.194,-0.061,-0.056
Free Cash Flow margin,0.0019,0.001,0.0648,-0.0078
EBITDA,144470000.0,-37152000.0,129163000.0,112471000.0
EBIT,-1015000.0,-136042000.0,49524000.0,37063000.0
Consolidated Income,-162517000.0,-204285000.0,-48103000.0,-44904000.0
Earnings Before Tax Margin,-0.0972,-0.2296,-0.0758,-0.0891
Net Profit Margin,-0.1025,-0.1773,-0.0609,-0.0558
