date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,420830000.0,421026000.0,337277000.0,286630000.0,276371000.0,248997000.0,197668000.0,85551000.0,39084000.0,15689000.0,14562000.0,15006000.0,13925000.0
,costOfRevenue,117328000.0,106712000.0,86845000.0,87915000.0,110104000.0,71837000.0,77440000.0,54772000.0,32139000.0,16739000.0,12276000.0,12301000.0,17463000.0
,grossProfit,303502000.0,314314000.0,250432000.0,198715000.0,166267000.0,177160000.0,120228000.0,30779000.0,6945000.0,-1050000.0,2286000.0,2705000.0,-3538000.0
,grossProfitRatio,0.721198583751158,0.746542968842779,0.742511348238985,0.693280535882497,0.601607983471493,0.711494515998185,0.608231984944452,0.359773702236093,0.177694197113908,-0.0669258716298043,0.156983930778739,0.180261228841797,-0.254075403949731
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,59421000.0,72119000.0,55688000.0,57290000.0,45678000.0,28662000.0,18731000.0,21560000.0,9937000.0,14873000.0,18628000.0,26233000.0,33214000.0
,GeneralAndAdministrativeExpenses,193516000.0,71119000.0,70159000.0,66691000.0,63395000.0,61310000.0,41652000.0,20959000.0,15974000.0,20159000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,129663000.0,107106000.0,94803000.0,89218000.0,77733000.0,65010000.0,41549000.0,30332000.0,0.0,0.0,0.0,0.0
,otherExpenses,2852000.0,-4976000.0,-888000.0,167000.0,-82000.0,-165000.0,-159000.0,-47000.0,-111000.0,0.0,0.0,0.0,0.0
,operatingExpenses,260803000.0,278604000.0,232953000.0,218784000.0,198291000.0,167705000.0,125393000.0,84068000.0,56243000.0,35032000.0,0.0,0.0,0.0
