date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2415000000.0,4781000000.0,4703000000.0,4905000000.0,4651000000.0,4010000000.0,963000000.0,4577000000.0,3259000000.0,4740000000.0,2777000000.0,-1423000000.0,-729000000.0,9241000000.0,7692000000.0,7509293140.0,5963405120.0,4036054490.0,4503736220.0,4584428890.0,12017720380.0,4936154930.0,1841998158.0
,depreciationAndAmortization,829000000.0,789000000.0,520000000.0,520000000.0,536000000.0,634000000.0,692000000.0,765000000.0,777000000.0,1514000000.0,1723000000.0,1701000000.0,1492000000.0,1382000000.0,1298000000.0,1276596720.0,498671680.0,624107580.0,993947710.0,592300570.0,610096020.0,541615550.0,344181474.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277000000.0,1296000000.0,-1131000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,96341000000.0,6626000000.0,2266000000.0,-12729000000.0,809000000.0,5128000000.0,9888000000.0,-12229000000.0,-17160000000.0,-1567000000.0,-19831000000.0,-38194000000.0,-11287000000.0,-20754000000.0,-11446000000.0,-4319489960.0,2721301520.0,-2172466080.0,-26147590860.0,-522618150.0,41408803340.0,30295688150.0,23074886016.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,40377000000.0,27224000000.0,29663000000.0,10993000000.0,32452000000.0,27609000000.0,21314000000.0,-7283000000.0,-15705000000.0,26136000000.0,1303000000.0,-46867000000.0,77260000000.0,54704000000.0,49372000000.0,0.0,3883147520.0,-1056059900.0,-25766402860.0,608035310.0,42384105180.0,31152335130.0,23787430758.0
,otherNonCashItems,1259000000.0,31000000.0,-1763000000.0,703000000.0,1495000000.0,-1275000000.0,-1313000000.0,-3876000000.0,1589000000.0,3047000000.0,8203000000.0,8713000000.0,22874000000.0,21259000000.0,11594000000.0,29256185810.0,3075387920.0,3805785790.0,10146271590.0,19953898140.0,-43861964300.0,-13009704890.0,-14359258368.0
,netCashProvidedByOperatingActivites,103179000000.0,13055000000.0,6915000000.0,-5253000000.0,8553000000.0,10577000000.0,12019000000.0,-8418000000.0,-9260000000.0,9187000000.0,-4775000000.0,-27400000000.0,12823000000.0,11708000000.0,9750000000.0,33722585710.0,76026038480.0,60073927710.0,39257599150.0,23464992980.0,-3514706740.0,23654189580.0,6619175199.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-287000000.0,-355000000.0,-286000000.0,-264000000.0,-351000000.0,-353000000.0,-375000000.0,-388000000.0,-423000000.0,-499000000.0,-527000000.0,-640000000.0,-708000000.0,-575000000.0,-568000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-54795000000.0,-29440000000.0,-28857000000.0,-25553000000.0,-29071000000.0,-54314000000.0,-113588000000.0,-188737000000.0,-212062000000.0,-281154000000.0,-216086000000.0,-231652000000.0,-295255000000.0,-339981000000.0,-339901000000.0,218925361450.0,-279058442560.0,-325868323940.0,-295388299020.0,-267415278030.0,-114101797360.0,-112689823260.0,-83434916565.0
,salesMaturitiesOfInvestments,46525000000.0,26492000000.0,34482000000.0,35717000000.0,34250000000.0,62638000000.0,106860000000.0,198679000000.0,212028000000.0,285029000000.0,212420000000.0,233226000000.0,287421000000.0,330218000000.0,311781000000.0,-261600166090.0,213088457840.0,273290833460.0,260960351830.0,240505500900.0,109622436180.0,101144964830.0,75864015045.0
,otherInvestingActivites,70000000.0,808000000.0,112000000.0,1854000000.0,1306000000.0,-3775000000.0,-316000000.0,-285000000.0,1033000000.0,3128000000.0,844000000.0,2305000000.0,-1461000000.0,-3595000000.0,-2632000000.0,-7592879830.0,-7579662000.0,-12866462120.0,7847707950.0,-289968780.0,-9773248460.0,-10838273740.0,0.0
,netCashUsedForInvestingActivites,-8487000000.0,-2495000000.0,5451000000.0,11754000000.0,6134000000.0,4196000000.0,-7419000000.0,9269000000.0,576000000.0,6504000000.0,-3349000000.0,3239000000.0,-10003000000.0,-13933000000.0,-31320000000.0,-50267684470.0,-73549646720.0,-65443952600.0,-26580239240.0,-27199745910.0,-14252609640.0,-22383132170.0,-7570901520.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-102093000000.0,-95701000000.0,-135816000000.0,-99180000000.0,-124790000000.0,-153429000000.0,-151846000000.0,-166208000000.0,-333175000000.0,-432353000000.0,-405120000000.0,-425182000000.0,-354015000000.0,-464982000000.0,-600000000.0,-176460790.0,0.0,-220740340.0,0.0,0.0,0.0,0.0,0.0
