date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,revenue,1415826000.0,788948000.0,718892000.0,671012000.0,483704000.0,414811000.0,583098000.0,547004000.0,451931000.0,516799000.0,459414000.0,186395000.0,328918000.0,384699000.0,410742000.0,325482000.0,395305000.0,262402000.0,238898000.0,193600000.0,359782000.0,183958000.0,124698000.0,141923000.0,98852000.0,94700000.0
,costOfRevenue,873957000.0,473296000.0,353285000.0,314631000.0,230557000.0,197941000.0,389069000.0,336868000.0,284185000.0,311642000.0,260215000.0,132028000.0,204136000.0,221890000.0,235524000.0,208401000.0,275626000.0,174455000.0,170138000.0,136168000.0,183329000.0,102101000.0,87985000.0,87538000.0,62038000.0,47700000.0
,grossProfit,541869000.0,315652000.0,365607000.0,356381000.0,253147000.0,216870000.0,194029000.0,210136000.0,167746000.0,205157000.0,199199000.0,54367000.0,124782000.0,162809000.0,175218000.0,117081000.0,119679000.0,87947000.0,68760000.0,57432000.0,176453000.0,81857000.0,36713000.0,54385000.0,36814000.0,47000000.0
,grossProfitRatio,0.382722876963695,0.400092274776031,0.508570132926782,0.531109726800713,0.523351057671634,0.522816415186675,0.332755385887106,0.384158068313943,0.371176130869535,0.396976387338211,0.433593664973205,0.291676278870141,0.379371150256295,0.423211393842979,0.426588953649736,0.359715744649474,0.302751040335943,0.335161317368008,0.287821580758315,0.296652892561983,0.490444213440361,0.444976570738973,0.294415307382636,0.383200749702303,0.372415327965039,0.496304118268215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,143961000.0,101503000.0,76008000.0,57999000.0,44445000.0,39551000.0,59032000.0,58314000.0,58076000.0,64984000.0,56604000.0,43262000.0,54952000.0,50393000.0,44848000.0,39720000.0,51541000.0,51647000.0,48995000.0,45151000.0,36996000.0,26517000.0,23849000.0,14751000.0,13760000.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45306000.0,48674000.0,29999000.0,23014000.0,16849000.0,14843000.0,23900000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-17876000.0,12806000.0,823000.0,-2579000.0,1219000.0,-334000.0,-515000.0,-19000.0,1825000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,352680000.0,256226000.0,189815000.0,155611000.0,126290000.0,110016000.0,151250000.0,149118000.0,132899000.0,148558000.0,134011000.0,85359000.0,108171000.0,113582000.0,107718000.0,95401000.0,117311000.0,106773000.0,121685000.0,101249000.0,85670000.0,56516000.0,45746000.0,34300000.0,28603000.0,25500000.0
,costAndExpenses,1226637000.0,729522000.0,543100000.0,470242000.0,356847000.0,307957000.0,540319000.0,485986000.0,417084000.0,460200000.0,394226000.0,217387000.0,312307000.0,335472000.0,343242000.0,303802000.0,392937000.0,281228000.0,291823000.0,237417000.0,268999000.0,158617000.0,133731000.0,121838000.0,90641000.0,73200000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,880000.0,230000.0,320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,20129000.0,12168000.0,5774000.0,4350000.0,4167000.0,4368000.0,8366000.0,6142000.0,5696000.0,3852000.0,2864000.0,613000.0,946000.0,12218000.0,16451000.0,18377000.0,21119000.0,1175000.0,23289000.0,17288000.0,11583000.0,7764000.0,6578000.0,3758000.0,2657000.0,1600000.0
,EBITDA,209318000.0,71594000.0,181566000.0,205120000.0,131024000.0,111222000.0,51145000.0,67160000.0,40543000.0,60451000.0,68052000.0,-30379000.0,17557000.0,61445000.0,83951000.0,40057000.0,23487000.0,-17651000.0,-29636000.0,-26529000.0,102366000.0,33105000.0,-2455000.0,23843000.0,10868000.0,23100000.0
,EBITDARatio,0.14784161330559,0.0907461581751903,0.252563667421532,0.305687528688012,0.270876403751054,0.268126930095875,0.0877125285972512,0.122777895591257,0.089710597414207,0.116971975564968,0.148127832412595,-0.162981839641621,0.0533780455919104,0.159722276377116,0.204388642992438,0.123069785733159,0.0594148821795829,-0.0672670177818767,-0.124052943097054,-0.137029958677686,0.284522294055845,0.179959555985605,-0.0196875651574203,0.167999549051246,0.109942135718043,0.243928194297782
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
