date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY,2004-08-31_FY,2003-08-31_FY,2002-08-31_FY,2001-08-31_FY
,revenue,44327039000.0,43215013000.0,40992534000.0,36176841000.0,34797661000.0,32914424000.0,31875000000.0,30394000000.0,29778000000.0,27353000000.0,23094000000.0,23170968000.0,25313826000.0,21452747000.0,18228366000.0,17094420000.0,15113582000.0,13397240000.0,13105024000.0,13061872000.0
,costOfRevenue,30350881000.0,29900325000.0,28499170000.0,25105349000.0,24520234000.0,23105185000.0,22190000000.0,21010000000.0,20790000000.0,18966000000.0,15843000000.0,16329854000.0,18128241000.0,15411274000.0,13234327000.0,12002221000.0,10497265000.0,9087300000.0,8427730000.0,7817365000.0
,grossProfit,13976158000.0,13314688000.0,12493364000.0,11071492000.0,10277427000.0,9809239000.0,9685000000.0,9384000000.0,8988000000.0,8387000000.0,7251000000.0,6841114000.0,7185585000.0,6041473000.0,4994039000.0,5092199000.0,4616317000.0,4309940000.0,4677294000.0,5244507000.0
,grossProfitRatio,0.315296449194362,0.308103297342523,0.304771693303956,0.306038108744763,0.29534821320318,0.298022502231848,0.303843137254902,0.3087451470685,0.301833568406206,0.306620845976675,0.313977656534165,0.295245067016622,0.28386009289943,0.281617687469115,0.27397074427845,0.297886620312359,0.305441621979488,0.321703574766146,0.356908465028374,0.401512662197272
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2836585000.0,2562158000.0,2396028000.0,2125777000.0,1886543000.0,1803943000.0,1819167000.0,1836109000.0,1810522000.0,1820535000.0,1667942000.0,1788514000.0,4151131000.0,3522488000.0,3200946000.0,3070218000.0,1340467000.0,2758705000.0,3181319000.0,3581641000.0
,SellingAndMarketingExpenses,4625929000.0,4447456000.0,4198557000.0,3754313000.0,3580439000.0,3505045000.0,3582833000.0,3481891000.0,3303478000.0,3094465000.0,2658058000.0,2159462000.0,0.0,0.0,0.0,0.0,1488333000.0,0.0,0.0,0.0
,otherExpenses,224427000.0,-799734000.0,1239199000.0,1210979000.0,1271531000.0,1240952000.0,1232771000.0,1116381000.0,1356044000.0,1342656000.0,1159810000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
