Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,0.0,500000.0,0.0,0.0,0.0,0.0
Revenue Growth,-1.0,0.0,0.0,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,500000.0,0.0,0.0,0.0,0.0
R&D Expenses,17042000.0,18682000.0,25450000.0,23030000.0,15686000.0,13994000.0
SG&A Expense,9329000.0,8912000.0,10108000.0,8629000.0,5995000.0,4125000.0
Operating Expenses,26371000.0,27594000.0,35558000.0,31659000.0,21681000.0,18119000.0
Operating Income,-26371000.0,-27094000.0,-35558000.0,-31659000.0,-21681000.0,-18119000.0
Interest Expense,100000.0,462000.0,837000.0,978000.0,206000.0,0.0
Earnings before Tax,-25870000.0,-27364000.0,-36060000.0,-32630000.0,-21884000.0,-18118000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-25870000.0,-27364000.0,-36060000.0,-32630000.0,-21884000.0,-18118000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-25870000.0,-27364000.0,-36060000.0,-32630000.0,-21884000.0,-18118000.0
EPS,-5.12,-12.62,-22.2,-40.6,-515.6,-478.0
EPS Diluted,-5.12,-12.62,-22.2,-40.6,-515.6,-478.0
Weighted Average Shs Out,7103842.0,2308318.0,1865230.0,1529779.0,,
Weighted Average Shs Out (Dil),5054823.0,2168153.0,1623019.0,804195.0,42448.0,37903.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,1.0,0.0,0.0,0.0,0.0
EBITDA Margin,-53.196,,,,,
EBIT Margin,0.0,-53.804,0.0,0.0,0.0,0.0
Profit Margin,-54.728,,,,,
Free Cash Flow margin,0.0,-53.726,0.0,0.0,0.0,0.0
EBITDA,-25651000.0,-26598000.0,-34828000.0,-31450000.0,-21430000.0,-17798000.0
EBIT,-25770000.0,-26902000.0,-35223000.0,-31652000.0,-21678000.0,-18118000.0
Consolidated Income,-25870000.0,-27364000.0,-36060000.0,-32630000.0,-21884000.0,-18118000.0
Earnings Before Tax Margin,0.0,-54.728,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,-54.728,0.0,0.0,0.0,0.0
