date,,2021-08-25_FY,2020-08-26_FY,2019-08-28_FY,2018-08-29_FY,2017-08-30_FY
,revenue,41947000.0,214022000.0,323470000.0,365196000.0,376031000.0
,costOfRevenue,14109000.0,78266000.0,109666000.0,119927000.0,116221000.0
,grossProfit,27838000.0,135756000.0,213804000.0,245269000.0,259810000.0
,grossProfitRatio,0.663646983097719,0.634308622478063,0.660970105419359,0.671609218063725,0.690927077820712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,24571000.0,157677000.0,184756000.0,186754000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,4267000.0,-3113000.0,170490000.0,208331000.0,217614000.0
,operatingExpenses,4267000.0,36588000.0,222802000.0,267455000.0,277279000.0
,costAndExpenses,43718000.0,237953000.0,332468000.0,387382000.0,393500000.0
,interestExpense,-1212000.0,6388000.0,5977000.0,3348000.0,2443000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2142000.0,11514000.0,13998000.0,17453000.0,20438000.0
,EBITDA,-2031000.0,-11191000.0,5218000.0,-5037000.0,2057000.0
,EBITDARatio,-0.0484182420673707,-0.0522890170169422,0.0161313259343989,-0.0137925935661946,0.00547029367259614
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-1771000.0,-23931000.0,-8998000.0,-22186000.0,-17469000.0
,operatingIncomeRatio,-0.0422199442153193,-0.11181560774126,-0.0278171082326027,-0.0607509392216782,-0.0464562762112698
,totalOtherIncomeExpensesNet,-1174000.0,-5133000.0,-5752000.0,-3038000.0,-2889000.0
,incomeBeforeTax,-2945000.0,-29064000.0,-14750000.0,-25224000.0,-20358000.0
,incomeBeforeTaxRatio,-0.0702076429780437,-0.135799123454598,-0.0455992827773828,-0.0690697598002169,-0.0541391534208616
,incomeTaxExpense,58000.0,357000.0,469000.0,7730000.0,2438000.0
,netIncome,-3019000.0,-29450000.0,-15226000.0,-33568000.0,-23262000.0
,netIncomeRatio,-0.071971773905166,-0.137602676360374,-0.0470708257334529,-0.0919177647071709,-0.0618619209586444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.0993157444568722,-0.97,-0.51,-1.12,-0.79
,EPSDiluted,-0.0993157444568722,-0.97,-0.51,-1.12,-0.79
,weightedAverageShsOut,30398000.0,30294000.0,29786000.0,29901000.0,29476000.0
,weightedAverageShsOutDil,30398000.0,30294000.0,29786000.0,29901000.0,29476000.0
