date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,111515000.0,171040000.0,189589000.0,139445000.0,113747000.0,92258000.0,88615000.0,81755000.0,83223000.0,27115000.0,-7239000.0,-5723000.0,2755000.0,33199000.0,33806000.0,26857000.0,19782028.0,14313153.0,15495772.0,10783529.0,10457063.0,3971801.0
,depreciationAndAmortization,0.0,0.0,0.0,-14903000.0,-1569000.0,-4530000.0,-13134000.0,-13434000.0,-21363000.0,8687000.0,10977000.0,5006000.0,2817000.0,3143000.0,4527000.0,4023000.0,3300685.0,1623559.0,-125234.0,-425881.0,-183610.0,414752.0
,deferredIncomeTax,-17998000.0,1535000.0,2742000.0,34740000.0,5750000.0,-1376000.0,0.0,0.0,0.0,139000.0,0.0,0.0,-9884000.0,-482000.0,-620000.0,-405000.0,-1027522.0,-2783460.0,-318836.0,1211105.0,-1178107.0,282768.0
,stockBasedCompensation,8127000.0,5282000.0,3659000.0,3161000.0,2967000.0,1046000.0,705000.0,1215000.0,2561000.0,103000.0,376000.0,1492000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-84387000.0,-222667000.0,-928660000.0,-691468000.0,-4553915000.0,-716226000.0,-607000000.0,-761000000.0,-529000000.0,-1765000000.0,267000000.0,-478000000.0,-181000000.0,-341000000.0,-231000000.0,-222000000.0,-230000000.0,-242000000.0,-282000000.0,1261412.0,386508.0,-2404097.0
,accountsReceivables,-28658000.0,1453000.0,-2246000.0,-3099000.0,-2459000.0,-1561000.0,-231000.0,60000.0,1322000.0,457000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-19104000.0,2436000.0,15413000.0,5098000.0,2247000.0,152000.0,1034000.0,466000.0,-2164000.0,-2122000.0,-7844000.0,4125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-426000.0,-13328936000.0,-13106269000.0,-12177609000.0,-11486141000.0,-6932226000.0,-6216000000.0,-5609000000.0,-4848000000.0,-4319000000.0,-2554000000.0,-2821000000.0,-2343000000.0,-2162000000.0,-1821000000.0,-1590000000.0,-1368000000.0,-1138000000.0,-896000000.0,-614000000.0,0.0,0.0
,otherNonCashItems,38305000.0,9764000.0,4420000.0,30357000.0,17180000.0,27130000.0,22973000.0,27314000.0,4432000.0,-64508000.0,-44745000.0,-3167000.0,51851000.0,7713000.0,4878000.0,1430000.0,3557961.0,-11876387.0,-30511844.0,4411133.0,-1419546.0,7658753.0
,netCashProvidedByOperatingActivites,165916000.0,183855000.0,219947000.0,203921000.0,130605000.0,122886000.0,135529000.0,134203000.0,104470000.0,96582000.0,135739000.0,57530000.0,32192000.0,35475000.0,31171000.0,28923000.0,24521709.0,-10505964.0,-17385060.0,16252726.0,8062053.0,8896771.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4973000.0,-6619000.0,-6846000.0,-14777000.0,-14320000.0,-10924000.0,-6426000.0,-9194000.0,-6835000.0,-1168000.0,-2973000.0,-1650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,67000000.0,0.0,326000000.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1296702000.0,-247241000.0,-417199000.0,-584870000.0,-561914000.0,-457451000.0,-192693000.0,-208352000.0,-184279000.0,-236033000.0,-192545000.0,-789834000.0,-273520000.0,-165947000.0,-39885000.0,-81905000.0,-74839685.0,-89321058.0,-109132834.0,-51807319.0,-33038414.0,-22625503.0
,salesMaturitiesOfInvestments,733632000.0,414352000.0,221595000.0,393521000.0,469149000.0,168917000.0,118566000.0,180950000.0,214865000.0,333403000.0,445423000.0,399923000.0,141827000.0,65874000.0,58021000.0,42477000.0,66570911.0,66687811.0,72385564.0,59633094.0,3790662.0,6766292.0
,otherInvestingActivites,5585000.0,11085000.0,10982000.0,6990000.0,30929000.0,20669000.0,8894000.0,1905000.0,10807000.0,9242000.0,10363000.0,5162000.0,-119509000.0,-304974000.0,-263369000.0,-226537000.0,-226644908.0,-228177660.0,-196237152.0,-153764219.0,-59573065.0,-79762004.0
,netCashUsedForInvestingActivites,-1834632000.0,-36823000.0,-1147465000.0,-767335000.0,-463356000.0,-949788000.0,-552969000.0,-377410000.0,-474949000.0,190305000.0,159487000.0,-554050000.0,-252101000.0,-406859000.0,-251331000.0,-268944000.0,-237000291.0,-254012522.0,-233784563.0,-148193433.0,-89993893.0,-96204237.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1738584000.0,-1350000000.0,-465000000.0,-1015000000.0,-806610000.0,-300000000.0,-45464000.0,-215869000.0,-756545000.0,-140982000.0,-35000000.0,-50000000.0,-193000000.0,-144000000.0,-55000000.0,0.0,0.0,0.0,-4300000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,60393000.0,1150000.0,81972000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-36777000.0,-13223000.0,-150000000.0,0.0,0.0,0.0,0.0,0.0,-122000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
