date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,revenue,811020000.0,725625000.0,806338000.0,747950000.0,520753000.0,450557000.0,486270000.0,353886000.0,324279000.0,321914000.0,290691000.0,175727000.0,242680000.0,225737000.0,238424000.0,216875000.0,207957000.0,150092000.0,114107000.0,140729000.0,250726000.0,152100000.0,121800000.0,155300000.0,122800000.0,104500000.0,62500000.0,43400000.0,28600000.0,31500000.0,23600000.0,15900000.0
,costOfRevenue,206421000.0,189754000.0,206052000.0,168698000.0,115590000.0,102571000.0,121020000.0,84080000.0,79495000.0,77919000.0,77588000.0,56387000.0,68427000.0,64484000.0,64943000.0,62899000.0,57371000.0,50139000.0,39859000.0,62345000.0,53791000.0,35900000.0,28600000.0,36500000.0,33800000.0,19300000.0,12100000.0,9000000.0,5600000.0,5200000.0,3800000.0,3600000.0
,grossProfit,604599000.0,535871000.0,600286000.0,579252000.0,405163000.0,347986000.0,365250000.0,269806000.0,244784000.0,243995000.0,213103000.0,119340000.0,174253000.0,161253000.0,173481000.0,153976000.0,150586000.0,99953000.0,74248000.0,78384000.0,196935000.0,116200000.0,93200000.0,118800000.0,89000000.0,85200000.0,50400000.0,34400000.0,23000000.0,26300000.0,19800000.0,12300000.0
,grossProfitRatio,0.745479766220315,0.738495779500431,0.744459519457101,0.774452837756535,0.778032963804337,0.77234622922294,0.751125917700043,0.762409363467331,0.754856157814721,0.757950881291277,0.733091151772845,0.679121592014887,0.718036096917752,0.714340139188525,0.727615508505855,0.709975792507205,0.724120851906885,0.66594488713589,0.650687512597825,0.556985411677764,0.785459026985634,0.763971071663379,0.765188834154351,0.764971023824855,0.724755700325733,0.815311004784689,0.8064,0.792626728110599,0.804195804195804,0.834920634920635,0.838983050847458,0.773584905660377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,130982000.0,119427000.0,116445000.0,99205000.0,78269000.0,69791000.0,59920000.0,48087000.0,41549000.0,40946000.0,33080000.0,31132000.0,36262000.0,34335000.0,32607000.0,27640000.0,27063000.0,24719000.0,25630000.0,30094000.0,33341000.0,27700000.0,24700000.0,22500000.0,19400000.0,13200000.0,9900000.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,267593000.0,273842000.0,262699000.0,220728000.0,166110000.0,156674000.0,161667000.0,135351000.0,119828000.0,117694000.0,104235000.0,96350000.0,112629000.0,99819000.0,96678000.0,82332000.0,70674000.0,55724000.0,58026000.0,61590000.0,61915000.0,43700000.0,38000000.0,35800000.0,26300000.0,24000000.0,16800000.0,18400000.0,15200000.0,13100000.0,10500000.0,7400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-309000.0,1212000.0,-219000.0,-338000.0,871000.0,645000.0,-283000.0,-440000.0,-367000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,398575000.0,393269000.0,379144000.0,319933000.0,244379000.0,226465000.0,221587000.0,183438000.0,161377000.0,158640000.0,137315000.0,127482000.0,148891000.0,134154000.0,129285000.0,109972000.0,97737000.0,80443000.0,83656000.0,105724000.0,107249000.0,80700000.0,71400000.0,64100000.0,50800000.0,40400000.0,28500000.0,19700000.0,16100000.0,13800000.0,11000000.0,7800000.0
,costAndExpenses,604996000.0,583023000.0,585196000.0,488631000.0,359969000.0,329036000.0,342607000.0,267518000.0,240872000.0,236559000.0,214903000.0,183869000.0,217318000.0,198638000.0,194228000.0,172871000.0,155108000.0,130582000.0,123515000.0,168069000.0,161040000.0,116600000.0,100000000.0,100600000.0,84600000.0,59700000.0,40600000.0,28700000.0,21700000.0,19000000.0,14800000.0,11400000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
