Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,7095000.0,7000000.0,22591000.0,23000000.0,31462000.0,31000000.0,47990000.0,48000000.0,48131000.0,48000000.0,0.0,0.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,48131000.0,,0.0,0.0
Cash and short-term investments,7095000.0,,22591000.0,,31462000.0,,47990000.0,,96262000.0,,0.0,0.0
Receivables,0.0,0000000.0,0.0,0000000.0,0.0,0000000.0,0.0,1000000.0,0.0,0000000.0,0.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,7684000.0,0000000.0,24801000.0,0000000.0,35246000.0,0000000.0,50505000.0,3000000.0,49671000.0,1000000.0,0.0,0.0
Property Plant & Equipment Net,289000.0,0000000.0,253000.0,0000000.0,299000.0,0000000.0,502000.0,1000000.0,400000.0,0000000.0,727000.0,0.0
Goodwill and Intangible Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current assets,381000.0,15000000.0,253000.0,18000000.0,380000.0,5000000.0,3458000.0,8000000.0,753000.0,9000000.0,0.0,0.0
Total assets,8065000.0,8000000.0,25054000.0,25000000.0,35626000.0,36000000.0,53963000.0,54000000.0,50424000.0,50000000.0,0.0,0.0
Payables,903000.0,1000000.0,711000.0,1000000.0,1789000.0,2000000.0,2706000.0,3000000.0,619000.0,1000000.0,0.0,0.0
Short-term debt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current liabilities,5466000.0,5000000.0,5848000.0,6000000.0,7516000.0,8000000.0,6769000.0,7000000.0,7277000.0,7000000.0,0.0,0.0
Long-term debt,15008000.0,15000000.0,13219000.0,13000000.0,0.0,000000.0,97000.0,000000.0,132000.0,9000000.0,144000.0,0.0
Total debt,15008000.0,15000000.0,13219000.0,13000000.0,0.0,000000.0,97000.0,000000.0,132000.0,9000000.0,144000.0,0.0
Deferred revenue,1900000.0,0000000.0,5000000.0,5000000.0,5000000.0,5000000.0,790000.0,8000000.0,4379000.0,000000.0,0.0,0.0
Tax Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,15098000.0,15000000.0,18219000.0,18000000.0,5000000.0,5000000.0,7942000.0,8000000.0,264000.0,9000000.0,288000.0,0.0
Total liabilities,20596000.0,21000000.0,24067000.0,24000000.0,12516000.0,13000000.0,14848000.0,15000000.0,16741000.0,17000000.0,1441000.0,0.0
Other comprehensive income,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Retained earnings (deficit),-455170000.0,-455000000.0,-438419000.0,-438000000.0,-405481000.0,-405000000.0,-388272000.0,-388000000.0,-392924000.0,-393000000.0,0.0,0.0
Total shareholders equity,-12531000.0,-13000000.0,987000.0,1000000.0,23110000.0,23000000.0,39115000.0,39000000.0,33683000.0,34000000.0,-1441000.0,0.0
Investments,0.0,,0.0,,0.0,,0.0,,48131000.0,,0.0,0.0
Net Debt,7913000.0,8000000,-9372000.0,-10000000,-31462000.0,-31000000,-47893000.0,-48000000,-47999000.0,-39000000,144000.0,0.0
Other Assets,0.0,0,0.0,1000000,0.0,0,0.0,3000000,0.0,0,0.0,0.0
Other Liabilities,32000.0,0,0.0,0,0.0,0,137000.0,0,9200000.0,0,1153000.0,0.0
