date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,4034000000.0,3856000000.0,3503000000.0,3275000000.0,3060313000.0,2659288000.0,2193531000.0,1644275000.0,1019061000.0,840390000.0
,costOfRevenue,262000000.0,3172000000.0,2839000000.0,2679000000.0,2604196000.0,2263070000.0,1820571000.0,1333246000.0,813588000.0,710482000.0
,grossProfit,3772000000.0,684000000.0,664000000.0,596000000.0,456117000.0,396218000.0,372960000.0,311029000.0,205473000.0,129908000.0
,grossProfitRatio,0.935052057511155,0.177385892116183,0.189551812731944,0.181984732824427,0.149042597930342,0.148994016443499,0.17002723006878,0.189158747776376,0.201629735609546,0.15458061138281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,43000000.0,49000000.0,45000000.0,31438000.0,27558000.0,26101000.0,19948000.0,16718000.0,15646000.0
,GeneralAndAdministrativeExpenses,152000000.0,137000000.0,142000000.0,114000000.0,91659000.0,69626000.0,53926000.0,52455000.0,37879000.0,31421000.0
,SellingAndMarketingExpenses,186000000.0,190000000.0,182000000.0,187000000.0,173714000.0,166759000.0,139997000.0,109183000.0,59931000.0,38087000.0
,otherExpenses,3328000000.0,0.0,0.0,3000000.0,751000.0,1142000.0,478000.0,471000.0,57000.0,127000.0
,operatingExpenses,3666000000.0,416000000.0,413000000.0,379000000.0,332159000.0,317901000.0,286169000.0,0.0,0.0,0.0
,costAndExpenses,3666000000.0,3588000000.0,3252000000.0,3058000000.0,2936355000.0,2580971000.0,2106740000.0,1577938000.0,957233000.0,817225000.0
,interestExpense,21000000.0,21000000.0,22000000.0,20000000.0,20257000.0,19449000.0,54193000.0,45724000.0,9709000.0,751000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,67000000.0,46000000.0,40000000.0,33000000.0,35348000.0,53958000.0,66145000.0,63106000.0,29117000.0,21589000.0
,EBITDA,435000000.0,314000000.0,291000000.0,250000000.0,159306000.0,132275000.0,152936000.0,129443000.0,90945000.0,44754000.0
,EBITDARatio,0.107833415964303,0.0814315352697095,0.0830716528689695,0.0763358778625954,0.0520554596866399,0.0497407576764909,0.0697213761738494,0.0787234495446321,0.0892439216101882,0.0532538464284439
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,368000000.0,268000000.0,251000000.0,217000000.0,123958000.0,78317000.0,86791000.0,66337000.0,61828000.0,23165000.0
,operatingIncomeRatio,0.0912245909766981,0.0695020746887967,0.0716528689694547,0.0662595419847328,0.0405050071675675,0.0294503641576241,0.0395667989191855,0.040344224658284,0.0606715397802487,0.0275645831102226
,totalOtherIncomeExpensesNet,4000000.0,0.0,0.0,3000000.0,751000.0,1142000.0,478000.0,471000.0,57000.0,-2231000.0
,incomeBeforeTax,357000000.0,270000000.0,241000000.0,200000000.0,104452000.0,60010000.0,33076000.0,21084000.0,52176000.0,20183000.0
,incomeBeforeTaxRatio,0.0884977689638076,0.0700207468879668,0.0687981729945761,0.0610687022900763,0.0341311493301502,0.0225661906495272,0.0150788842282147,0.0128226726064679,0.0512000753634964,0.0240162305596211
,incomeTaxExpense,0.0,58000000.0,49000000.0,22000000.0,43046000.0,28315000.0,17579000.0,7937000.0,20344000.0,5421000.0
,netIncome,272000000.0,212000000.0,192000000.0,178000000.0,61406000.0,31695000.0,15497000.0,13147000.0,31832000.0,14762000.0
