date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-42527000.0,17828000.0,96499000.0,15578000.0,27494000.0,48047000.0,9362000.0,3947000.0,46625000.0,-59503000.0,-17585000.0,-24474000.0,-202276000.0,-550402000.0,8693000.0
,depreciationAndAmortization,53078000.0,66239000.0,31483000.0,21551000.0,6187000.0,3157000.0,3381000.0,3648000.0,4463000.0,5914000.0,8876000.0,11513000.0,51403000.0,44527000.0,35728000.0
,deferredIncomeTax,-9628000.0,-8555000.0,-63901000.0,-6370000.0,6367000.0,-29969000.0,106000.0,64000.0,-92000.0,-11551000.0,-1270000.0,-382000.0,-13274000.0,2764000.0,206000.0
,stockBasedCompensation,53733000.0,52167000.0,44365000.0,23361000.0,9647000.0,8508000.0,7446000.0,5627000.0,4587000.0,0.0,3640000.0,3892000.0,11237000.0,0.0,0.0
,changeInWorkingCapital,225846000.0,-13498000.0,-318307000.0,216609000.0,-117641000.0,110534000.0,8478000.0,4639000.0,51280000.0,-44323000.0,-5330000.0,-8493000.0,91259000.0,-95950000.0,240097000.0
,accountsReceivables,21861000.0,-22457000.0,-16820000.0,-11381000.0,-8361000.0,-16598000.0,-1228000.0,-3614000.0,-6011000.0,-1964000.0,2520000.0,-23000.0,4605000.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-8013000.0,-2322000.0,0.0,31108000.0,4769000.0,13689000.0,-1935000.0,6832000.0,-6595000.0,-4376000.0,-10481000.0,15206000.0,-23329000.0,0.0,0.0
,otherWorkingCapital,184566000.0,-41280000.0,-27782000.0,290525000.0,73916000.0,191557000.0,81023000.0,72545000.0,67906000.0,16626000.0,60949000.0,66279000.0,74772000.0,-16487000.0,79463000.0
,otherNonCashItems,0.0,30017000.0,1458000.0,31188000.0,1415000.0,624000.0,-157000.0,-604000.0,-562000.0,3180000.0,317000.0,1613000.0,1933000.0,492940000.0,11927000.0
,netCashProvidedByOperatingActivites,111299000.0,143919000.0,110712000.0,98731000.0,48251000.0,28953000.0,-508000.0,6813000.0,222025000.0,-109775000.0,-24978000.0,13217000.0,-41920000.0,232985000.0,74914000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-20041000.0,-14907000.0,-8045000.0,-33985000.0,-7237000.0,-3856000.0,-2750000.0,-2632000.0,-6110000.0,-7226000.0,-3865000.0,-4131000.0,-9421000.0,-13251000.0
,acquisitionsNet,0.0,-105000000.0,-368000000.0,-41000000.0,-86000000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,-6000000.0,-14000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-2000.0,2452000.0,12175000.0,7300000.0,3397000.0,-1085000.0,-1981000.0,2191000.0,4040000.0,-143000.0,33000.0,-100000.0
,netCashUsedForInvestingActivites,-122149000.0,-101060000.0,-383038000.0,-74437000.0,-117215000.0,4901000.0,2704000.0,647000.0,-3717000.0,-8091000.0,-5285000.0,-5551000.0,-18761000.0,-10947000.0,-16410000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-16568000.0,-50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1842764000.0,-2472811000.0,-2017224000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,91484000.0,0.0,0.0,0.0,0.0,0.0,3364000.0,11000.0,0.0,0.0
,commonStockRepurchased,0.0,-5470000.0,-93704000.0,-19901000.0,-48547000.0,-218000.0,-2610000.0,-6127000.0,-1694000.0,-962000.0,-9102000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,-131000.0,-229000.0,0.0,-11428000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-23802000.0,-28670000.0,-71986000.0,5752000.0,3386000.0,0.0,144000.0,1199000.0,-2325000.0,-50000.0,-875000.0,111659000.0,-4896000.0,-10564000.0
,netCashUsedProvidedByFinancingActivities,193290000.0,-87678000.0,4843000.0,253125000.0,-46880000.0,86909000.0,-7651000.0,-5983000.0,-209582000.0,93749000.0,12989000.0,4784000.0,88384000.0,-275596000.0,-45915000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,109710000.0,-44819000.0,-267483000.0,277419000.0,-115844000.0,120763000.0,-5455000.0,11477000.0,34649000.0,-23278000.0,-17274000.0,12450000.0,27703000.0,-53558000.0,12589000.0
