date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,11264300000.0,14034600000.0,14362300000.0,12826553000.0,11594553000.0,12699411000.0,17209919000.0,18083335000.0,19655436000.0,18919216000.0,15592117000.0
,costOfRevenue,9821400000.0,12908100000.0,13273600000.0,11764615000.0,10578439000.0,11740898000.0,16092587000.0,17116484000.0,18726832000.0,17987670000.0,14771158000.0
,grossProfit,1442900000.0,1126500000.0,1088700000.0,1061938000.0,1016114000.0,958513000.0,1117332000.0,966851000.0,928604000.0,931546000.0,820959000.0
,grossProfitRatio,0.128094954857381,0.0802659142405199,0.075802622142693,0.0827921577995273,0.0876371861856166,0.0754769650340476,0.0649237221860254,0.0534664098187641,0.047244131343614,0.0492380868213567,0.052652183151268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,171100000.0,144600000.0,136200000.0,141171000.0,122669000.0,129277000.0,120901000.0,132999000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,300000.0,500000.0,50600000.0,2180000.0,3080000.0,-463000.0,11160000.0,169000.0,92000.0,311000.0,207000.0
,operatingExpenses,883500000.0,858200000.0,813500000.0,774795000.0,716249000.0,703749000.0,722861000.0,701928000.0,0.0,0.0,0.0
,costAndExpenses,10704900000.0,13766300000.0,14087100000.0,12539410000.0,11294688000.0,12444647000.0,16815448000.0,17818412000.0,19447462000.0,18607975000.0,15360886000.0
,interestExpense,51200000.0,54900000.0,52900000.0,46660000.0,39704000.0,33531000.0,36646000.0,14509000.0,505000.0,408000.0,3835000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,161000000.0,152200000.0,134000000.0,116966000.0,98610000.0,86568000.0,79234000.0,74130000.0,76622000.0,64879000.0,60698000.0
,EBITDA,720400000.0,420500000.0,409200000.0,404109000.0,398475000.0,341332000.0,473705000.0,339053000.0,284596000.0,376120000.0,291929000.0
,EBITDARatio,0.0639542625817849,0.0299616661678993,0.0284912583639111,0.031505658613035,0.0343674309824622,0.0268777819695732,0.027525115022331,0.0187494729263159,0.0144792514396526,0.0198803163936603,0.0187228584803462
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
