date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY
,revenue,3063117000.0,2244044000.0,2941324000.0,2951328000.0,3578995000.0,3391814000.0,3308989000.0,3368545000.0,2766207000.0,2563515000.0,2066200000.0,1246301000.0,503976000.0
,costOfRevenue,2513905000.0,1851867000.0,2392377000.0,2247349000.0,2659728000.0,2564709000.0,2446235000.0,2515796000.0,1794456000.0,1378669000.0,1021618000.0,567908000.0,252573000.0
,grossProfit,549212000.0,392177000.0,548947000.0,703979000.0,919267000.0,827105000.0,862754000.0,852749000.0,971751000.0,1184846000.0,1044582000.0,678393000.0,251403000.0
,grossProfitRatio,0.179298407471866,0.174763507310908,0.186632618507856,0.238529570417114,0.256850596326622,0.243853289124934,0.260730392273894,0.253150544226068,0.351293666742944,0.462195852179527,0.5055570612719,0.544325167034288,0.498839230439545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,96611000.0,84472000.0,88573000.0,124762000.0,130593000.0,143969000.0,134300000.0,132460000.0,140523000.0,94797000.0,78161000.0,33517000.0,15107000.0
,GeneralAndAdministrativeExpenses,205471000.0,176857000.0,202699000.0,261994000.0,255192000.0,253827000.0,270261000.0,280928000.0,446161000.0,341146000.0,272898000.0,174039000.0,82248000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,17545000.0,39737000.0,23965000.0,40252000.0,-5502000.0,-5203000.0,-4921000.0,945000.0,0.0,0.0,-2985000.0,32498000.0,-1219000.0
,operatingExpenses,347997000.0,352064000.0,333915000.0,387777000.0,402603000.0,402942000.0,407329000.0,421211000.0,586684000.0,435943000.0,351059000.0,240054000.0,97355000.0
,costAndExpenses,2861902000.0,2203931000.0,2726292000.0,2635126000.0,3062331000.0,2967651000.0,2853564000.0,2937007000.0,2381140000.0,1814612000.0,1372677000.0,807962000.0,349928000.0
,interestExpense,27066000.0,25921000.0,25765000.0,20538000.0,6975000.0,1982000.0,1884000.0,13888000.0,100000.0,6000.0,5258000.0,509000.0,2294000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,205475000.0,130736000.0,115313000.0,230940000.0,257825000.0,245798000.0,234370000.0,262716000.0,235231000.0,156093000.0,0.0,0.0,0.0
,EBITDA,406690000.0,170849000.0,330345000.0,547142000.0,774489000.0,669961000.0,689795000.0,694254000.0,620298000.0,904996000.0,679615000.0,438339000.0,137181000.0
,EBITDARatio,0.132769985606165,0.076134425171699,0.112311666446811,0.185388408201325,0.216398458226402,0.197522918414748,0.208460952877148,0.206099072448194,0.224241352870555,0.353029336672499,0.328920240054206,0.351711986109295,0.272197485594552
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,201215000.0,40113000.0,215032000.0,316202000.0,516664000.0,424163000.0,455425000.0,431538000.0,385067000.0,748903000.0,679615000.0,438339000.0,137181000.0
,operatingIncomeRatio,0.065689622694791,0.0178753179527674,0.0731072129421988,0.107138887985341,0.144360078737187,0.125054911619564,0.137632672698519,0.128108129771162,0.139203971358615,0.292139113677899,0.328920240054206,0.351711986109295,0.272197485594552
,totalOtherIncomeExpensesNet,-343164000.0,39167000.0,-22856000.0,-792547000.0,-12370000.0,-8220000.0,-92076000.0,-470278000.0,-452071000.0,-1195000.0,0.0,-934000.0,-1219000.0
,incomeBeforeTax,-120129000.0,113147000.0,202115000.0,-471690000.0,519835000.0,431991000.0,378217000.0,-39804000.0,-53713000.0,762077000.0,686314000.0,463776000.0,2392000.0
,incomeBeforeTaxRatio,-0.0392178947131304,0.0504210256126885,0.0687156532228343,-0.159822967830075,0.145246081651413,0.127362821192436,0.114299866212913,-0.011816377694227,-0.0194175634722926,0.297278151288368,0.33216242377311,0.372121983373198,0.00474625775830595
,incomeTaxExpense,-5480000.0,3441000.0,371996000.0,58219000.0,-6156000.0,30124000.0,25179000.0,56534000.0,-14220000.0,97876000.0,46176000.0,115446000.0,2392000.0
,netIncome,-114933000.0,144326000.0,-165615000.0,-357964000.0,546421000.0,396918000.0,353038000.0,-96338000.0,-39493000.0,664201000.0,640138000.0,348330000.0,0.0
,netIncomeRatio,-0.0375215834067063,0.0643151382058462,-0.056306275677212,-0.121289128148413,0.152674423965387,0.117022336720115,0.106690593410858,-0.0285992913854498,-0.0142769503511487,0.25909776225222,0.309814151582615,0.279491069974268,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.09,1.38,-1.59,-3.48,5.42,3.97,3.77,-1.11,-0.46,7.82,7.66632,4.34445857966026,0.0
,EPSDiluted,-1.09,1.36,-1.59,-3.48,5.37,3.91,3.7,-1.11,-0.46,7.68,7.66632,4.24151283425065,0.0
,weightedAverageShsOut,105310000.0,104745000.0,104328000.0,102866000.0,100886000.0,100048000.0,93697000.0,86860000.0,86067000.0,84891000.0,83500000.0,80178000.0,73537000.0
,weightedAverageShsOutDil,105310000.0,106113000.0,104328000.0,102866000.0,101815000.0,101643000.0,95468000.0,86860000.0,86067000.0,86491000.0,83500000.0,82124000.0,76856000.0
