date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY
,revenue,1299592000.0,1217638000.0,1661256000.0,1454673000.0,1162594000.0,1007029000.0,910549000.0,869290000.0,768285000.0,680758000.0
,costOfRevenue,432791000.0,355630000.0,798291000.0,680048000.0,457056000.0,396910000.0,307625000.0,237413000.0,189719000.0,119875000.0
,grossProfit,866801000.0,862008000.0,862965000.0,774625000.0,705538000.0,610119000.0,602924000.0,631877000.0,578566000.0,560883000.0
,grossProfitRatio,0.666979328897069,0.707934542121714,0.51946539245005,0.532507993205346,0.606865337340465,0.605860407197807,0.662154370604987,0.726888610245143,0.753061689347052,0.823909524383114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,2376000.0,1224000.0,1423000.0,3107000.0,2925000.0,2937000.0,3389000.0,9370000.0,12583000.0,8685000.0
,GeneralAndAdministrativeExpenses,459859000.0,438985000.0,443639000.0,405471000.0,403611000.0,332004000.0,294421000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,4153000.0,3119000.0,-16324000.0,614000.0,-1692000.0,-823000.0,1907000.0,0.0,-188000.0,0.0
,operatingExpenses,493181000.0,493494000.0,323335000.0,456905000.0,439590000.0,344077000.0,300872000.0,259210000.0,256477000.0,255011000.0
,costAndExpenses,925972000.0,849124000.0,1121626000.0,1136953000.0,896646000.0,740987000.0,608497000.0,496623000.0,446196000.0,374886000.0
,interestExpense,11313000.0,2471000.0,5300000.0,4512000.0,1021000.0,-866000.0,-1019000.0,0.0,-874000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
