date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,1083707000.0,817219000.0,725246000.0,711857000.0,575276000.0,468198000.0,360772000.0,319039000.0,256770000.0,152350000.0,121834000.0,88761000.0,49172000.0
,costOfRevenue,0.0,346168000.0,297303000.0,289277000.0,227491000.0,184590000.0,149374000.0,133667000.0,109037000.0,0.0,0.0,0.0,0.0
,grossProfit,1083707000.0,471051000.0,427943000.0,422580000.0,347785000.0,283608000.0,211398000.0,185372000.0,147733000.0,152350000.0,121834000.0,88761000.0,49172000.0
,grossProfitRatio,1.0,0.576407303305479,0.590065991401538,0.593630462297905,0.604553292680383,0.605743723809158,0.585960107768896,0.581032412965186,0.575351481870935,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,50876000.0,50763000.0,42503000.0,34025000.0,30036000.0,27443000.0,23998000.0,21432000.0,23420000.0,51162000.0,42459000.0,32177000.0,17008000.0
,SellingAndMarketingExpenses,0.0,8534000.0,7951000.0,7819000.0,5607000.0,4599000.0,3693000.0,3873000.0,2755000.0,0.0,0.0,0.0,0.0
,otherExpenses,69582000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,69582000.0,226341000.0,204963000.0,179174000.0,152153000.0,138324000.0,117175000.0,114842000.0,90314000.0,94866000.0,80358000.0,0.0,0.0
,costAndExpenses,69582000.0,572509000.0,502266000.0,468451000.0,379644000.0,322914000.0,266549000.0,248509000.0,199351000.0,94866000.0,80358000.0,58473000.0,32461000.0
,interestExpense,-8550000.0,14359000.0,10130000.0,9745000.0,9851000.0,9918000.0,10311000.0,3743000.0,1649000.0,823000.0,1334000.0,1684000.0,2679000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,169011000.0,152472000.0,142134000.0,131246000.0,111427000.0,98173000.0,80138000.0,75955000.0,53925000.0,22514000.0,16959000.0,12917000.0,7804000.0
,EBITDA,499277000.0,397182000.0,365114000.0,374652000.0,307059000.0,243457000.0,174361000.0,146485000.0,111344000.0,79998000.0,58435000.0,43205000.0,24515000.0
,EBITDARatio,0.460712166664975,0.486016600201415,0.503434696640864,0.526302333193324,0.533759447639046,0.519987270342889,0.48329970175069,0.459144493306461,0.433633212602718,0.525093534624221,0.479628018451335,0.48675657101655,0.498556088831042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,330266000.0,244710000.0,222980000.0,243406000.0,195632000.0,145284000.0,94223000.0,70530000.0,57419000.0,57484000.0,41476000.0,30288000.0,16711000.0
,operatingIncomeRatio,0.304755805766688,0.299442377135138,0.307454298265692,0.341931033901472,0.34006633337737,0.310304614714288,0.261170489949331,0.221070151298117,0.22362036063403,0.377315392189038,0.340430421721359,0.341230946023591,0.339847880907834
,totalOtherIncomeExpensesNet,18255000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10922000.0,0.0
,incomeBeforeTax,84313000.0,230351000.0,212850000.0,233661000.0,185781000.0,135366000.0,83912000.0,66787000.0,55770000.0,56661000.0,40142000.0,39526000.0,14032000.0
,incomeBeforeTaxRatio,0.0778005494104956,0.281871811595178,0.293486623849011,0.328241486703088,0.322942378962446,0.289121269206618,0.232590112314703,0.209338043311319,0.217198270826031,0.371913357400722,0.329481097230658,0.445308187154268,0.285365655250956
,incomeTaxExpense,84313000.0,57121000.0,51908000.0,21827000.0,71470000.0,52771000.0,32490000.0,25257000.0,21998000.0,21797000.0,31915000.0,10869000.0,5332000.0
,netIncome,0.0,173373000.0,161439000.0,211127000.0,113897000.0,82128000.0,51422000.0,41530000.0,33772000.0,34864000.0,8227000.0,28657000.0,8700000.0
,netIncomeRatio,0.0,0.212149986723265,0.222598952631245,0.296586252576009,0.197986705511789,0.175412966309126,0.142533234286475,0.130172173307965,0.131526268645091,0.228841483426321,0.0675263062856017,0.322855758722863,0.176929960139917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,7.85,5.61,5.35,7.03,3.87,2.76,1.6,1.23,1.32,1.61,0.547235714650133,2.0,0.9
,EPSDiluted,7.85,5.45,5.04,6.56,3.65,2.65,1.58,1.21,1.31,1.6,0.547138542568436,2.0,0.9
,weightedAverageShsOut,30444000.0,29913000.0,30191000.0,30014000.0,29432000.0,29754000.0,32210000.0,33764233.0,25545028.0,21621534.0,15033741.0,14306873.0,9710521.0
,weightedAverageShsOutDil,30444000.0,30815000.0,32043000.0,32205000.0,31172000.0,30949000.0,32624000.0,34335914.0,25845015.0,21747672.0,15036411.0,14306873.0,9710521.0
