date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-171140000.0,-114659000.0,-61754000.0,-18313000.0,-93112000.0,-4009000.0,-15238000.0
,depreciationAndAmortization,73791000.0,41265000.0,23539000.0,11568000.0,4658000.0,2800000.0,1705000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,25088000.0,33063000.0,24095000.0,5611000.0,555000.0,490000.0,0.0
,changeInWorkingCapital,-232936000.0,-291460000.0,-146832000.0,-33181000.0,-129747000.0,-19609000.0,-16381000.0
,accountsReceivables,-42995000.0,-9741000.0,-19212000.0,-8715000.0,-3492000.0,-2711000.0,-450000.0
,inventory,-263321000.0,-344861000.0,-183068000.0,-40839000.0,-117468000.0,-41667000.0,-17387000.0
,accountsPayables,94179000.0,97912000.0,68550000.0,16904000.0,-1630000.0,25558000.0,1625000.0
,otherWorkingCapital,1456010000.0,494552000.0,333343000.0,183687000.0,78823000.0,48410000.0,-169000.0
,otherNonCashItems,-72908000.0,-2832911000.0,-1696408000.0,-549204000.0,-306204000.0,-80070000.0,-24012000.0
,netCashProvidedByOperatingActivites,-608412000.0,-757134000.0,-414340000.0,-199924000.0,-240225000.0,-53508000.0,-30161000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-359801000.0,-230538000.0,-143668000.0,-78490000.0,-39539000.0,-13950000.0,-3768000.0
,acquisitionsNet,0.0,0.0,-7000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,13875000.0,2799000.0,0.0,-4177000.0,-8151000.0,-2115000.0,0.0
,netCashUsedForInvestingActivites,-345926000.0,-227739000.0,-150338000.0,-82667000.0,-47690000.0,-16065000.0,-3768000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5611794000.0,-4235098000.0,-1935402000.0,-902924000.0,-287835000.0,-100149000.0,0.0
,commonStockIssued,1058940000.0,297611000.0,172287000.0,206198000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-12000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,-4619000.0,0.0,0.0,-33533000.0,0.0
,otherFinancingActivites,-52539000.0,-17275000.0,-13899000.0,-2759000.0,-1208000.0,-620000.0,22243000.0
,netCashUsedProvidedByFinancingActivities,1164990000.0,1014623000.0,466264000.0,416087000.0,283965000.0,105778000.0,39614000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,210652000.0,29750000.0,-98414000.0,133496000.0,-3950000.0,36205000.0,5685000.0
,cashAtEndOfPeriod,329111000.0,118459000.0,88709000.0,172680000.0,39184000.0,43134000.0,6929000.0
,cashAtBeginningOfPeriod,118459000.0,88709000.0,187123000.0,39184000.0,43134000.0,6929000.0,1244000.0
,operatingCashFlow,-608412000.0,-757134000.0,-414340000.0,-199924000.0,-240225000.0,-53508000.0,-30161000.0
,capitalExpenditure,-359801000.0,-230538000.0,-143668000.0,-78490000.0,-39539000.0,-13950000.0,-3768000.0
,freeCashFlow,-968213000.0,-987672000.0,-558008000.0,-278414000.0,-279764000.0,-67458000.0,-33929000.0
