date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY
,revenue,900844600000.0,791746400000.0,667627800000.0,567757600000.0,462121700000.0,389195400000.0,315997800000.0,263406600000.0,222253900000.0,178987500000.0,155404400000.0,124276500000.0,106484900000.0,75148000000.0,52620206520.0,36115320755.0,24222706164.0,17301519260.0,12004740621.0,8878061222.0,1627100000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,103647900000.0,263946300000.0,213613000000.0,191756600000.0,167300700000.0,150540200000.0,117349000000.0,96986500000.0,91209000000.0,74800800000.0,62253200000.0,49474500000.0,47501800000.0,19160000000.0,11457207528.0,5431779889.0,3253274940.0,2151843920.0,1658767950.0,1184066343.0,918500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186700000.0,445500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,13853000000.0,12462000000.0,10920000000.0,9497000000.0,8101000000.0,6846000000.0,6188000000.0,5999000000.0,5036000000.0,4172000000.0,3656000000.0,3335000000.0,2625000000.0,1597000000.0,955000000.0,635000000.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,559786600000.0,618455500000.0,534209300000.0,420314700000.0,373758700000.0,333067100000.0,264610900000.0,229639200000.0,196802000000.0,151148000000.0,93849700000.0,77720000000.0,86114900000.0,49388000000.0,33226765874.0,19655111641.0,13240173984.0,11978308595.0,11872039185.0,10739433004.0,7573400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,13850100000.0,12800300000.0,12248800000.0,9679900000.0,8879900000.0,7434500000.0,7124800000.0,8518800000.0,8990700000.0,7917600000.0,7697200000.0,7903200000.0,7002400000.0,2816000000.0,7940553332.0,5850637403.0,2772925620.0,3279826620.0,2009478888.0,1305883868.0,553700000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.462443688955898,0.462072198875802,0.509204380045289,0.488071670022559,0.475990415511758,0.476847362533062,0.487423013704526,0.462214690140642,0.413827608874355,0.41252433829178,0.406845623418642,0.299543356950027,0.21538358959815,0.258849204236972,0.308210180623974,0.364836520666255,0.402379664683613,0.381143430290873,0.43505724437426,0.478046103183315,1.97019236678754
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,416589900000.0,365844000000.0,339959000000.0,277106400000.0,219965500000.0,185586800000.0,154024600000.0,121750400000.0,91974800000.0,73836700000.0,63225600000.0,37226200000.0,22935100000.0,19452000000.0,16218083356.0,13176187967.0,9746724384.0,6594360400.0,5222749374.0,4244122571.0,3205700000.0
,incomeBeforeTaxRatio,0.462443688955898,0.462072198875802,0.509204380045289,0.488071670022559,0.475990415511758,0.476847362533062,0.487423013704526,0.462214690140642,0.413827608874355,0.41252433829178,0.406845623418642,0.299543356950027,0.21538358959815,0.258849204236972,0.308210180623974,0.364836520666255,0.402379664683613,0.381143430290873,0.43505724437426,0.478046103183315,1.97019236678754
,incomeTaxExpense,105424600000.0,105480000000.0,119393500000.0,98272500000.0,79224900000.0,67536900000.0,54519900000.0,42304200000.0,29840100000.0,23828700000.0,21698300000.0,12338400000.0,7737400000.0,6304000000.0,5154015302.0,3974690452.0,3131004204.0,1839479480.0,1725118668.0,1291265765.0,1065100000.0
,netIncome,311165300000.0,260269900000.0,220103800000.0,178514900000.0,140529800000.0,117915300000.0,99237700000.0,79319700000.0,61819400000.0,49783400000.0,41196900000.0,24570700000.0,15104300000.0,13148000000.0,11064068054.0,9201497515.0,6615720180.0,4754880920.0,3497630706.0,2952856806.0,2140600000.0
