date,,2020-05-31_FY,2019-05-31_FY,2018-05-31_FY,2017-05-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY,1994-05-31_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY,1989-05-31_FY,1988-05-31_FY,1987-05-31_FY,1986-05-31_FY
,revenue,7085120000.0,6892303000.0,6476632000.0,5323381000.0,4905458000.0,4476886000.0,4551812000.0,4316471000.0,4102000000.0,3810384000.0,3547339000.0,3774685000.0,3937900000.0,3706900000.0,3403608000.0,3067283000.0,2814059000.0,2686585000.0,2271052000.0,2160700000.0,1901991000.0,1751600000.0,1198300000.0,839900000.0,730100000.0,615100000.0,523200000.0,452700000.0,401600000.0,322500000.0,284500000.0,243600000.0,204500000.0,163400000.0,123700000.0
,costOfRevenue,3851372000.0,3763715000.0,3568109000.0,2943086000.0,2775588000.0,2555549000.0,2637426000.0,2529404000.0,2363392000.0,2201097000.0,2049522000.0,2223814000.0,2256300000.0,2125545000.0,1948816000.0,1762524000.0,1627567000.0,1567377000.0,1313682000.0,1264433000.0,1022926000.0,976500000.0,653000000.0,452900000.0,393700000.0,333600000.0,278200000.0,246500000.0,223900000.0,177100000.0,159500000.0,137500000.0,114200000.0,90200000.0,70000000.0
,grossProfit,3233748000.0,3128588000.0,2908523000.0,2380295000.0,2129870000.0,1921337000.0,1914386000.0,1787067000.0,1738608000.0,1609287000.0,1497817000.0,1550871000.0,1681600000.0,1581355000.0,1454792000.0,1304759000.0,1186492000.0,1119208000.0,957370000.0,896267000.0,879065000.0,775100000.0,545300000.0,387000000.0,336400000.0,281500000.0,245000000.0,206200000.0,177700000.0,145400000.0,125000000.0,106100000.0,90300000.0,73200000.0,53700000.0
,grossProfitRatio,0.4564140056908,0.453924907247984,0.449079552458747,0.447139703132276,0.434183719440672,0.429168176272525,0.420576684625815,0.414011121585202,0.42384397854705,0.422342472569694,0.422236780865883,0.410861038735683,0.42702963508469,0.42659769618819,0.427426425134739,0.425379399292468,0.421630107968596,0.416591323185382,0.421553535542119,0.414803998704124,0.462181471941771,0.442509705412195,0.455061336893933,0.460769139183236,0.460758800164361,0.457649162737766,0.468272171253823,0.455489286503203,0.442480079681275,0.450852713178295,0.439367311072056,0.435550082101806,0.441564792176039,0.447980416156671,0.434114793856103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2071052000.0,1980644000.0,1916792000.0,1527380000.0,1348122000.0,1224930000.0,1302752000.0,1221856000.0,1198981000.0,1168944000.0,1109888000.0,1082709000.0,1104145000.0,1003958000.0,907954000.0,810232000.0,727618000.0,695437000.0,580469000.0,528354000.0,455794000.0,403600000.0,287200000.0,188900000.0,164500000.0,137700000.0,119400000.0,106100000.0,95100000.0,78900000.0,69800000.0,59300000.0,51800000.0,39600000.0,27500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,2071052000.0,1980644000.0,1916792000.0,1527380000.0,1348122000.0,1224930000.0,1302752000.0,1221856000.0,1198981000.0,1168944000.0,1109888000.0,1082709000.0,1104145000.0,1003958000.0,907954000.0,810232000.0,727618000.0,695437000.0,580469000.0,528354000.0,555307000.0,493800000.0,344400000.0,236600000.0,207600000.0,175400000.0,154500000.0,129200000.0,114500000.0,95300000.0,82100000.0,69400000.0,60000000.0,46100000.0,32800000.0
,costAndExpenses,5922424000.0,5744359000.0,5484901000.0,4470466000.0,4123710000.0,3780479000.0,3940178000.0,3751260000.0,3562373000.0,3370041000.0,3159410000.0,3306523000.0,3360445000.0,3129503000.0,2856770000.0,2572756000.0,2355185000.0,2262814000.0,1894151000.0,1792787000.0,1578233000.0,1470300000.0,997400000.0,689500000.0,601300000.0,509000000.0,432700000.0,375700000.0,338400000.0,272400000.0,241600000.0,206900000.0,174200000.0,136300000.0,102800000.0
,interestExpense,105393000.0,101736000.0,110175000.0,86524000.0,64522000.0,65161000.0,65822000.0,65712000.0,70625000.0,49704000.0,48612000.0,50236000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,379053000.0,360093000.0,279416000.0,196595000.0,165279000.0,155082000.0,190862000.0,189377000.0,155831000.0,150886000.0,152059000.0,200106000.0,191903000.0,175926000.0,160653000.0,148175000.0,143259000.0,143061000.0,120025000.0,112089000.0,99513000.0,90200000.0,57200000.0,47700000.0,43100000.0,37700000.0,35100000.0,23100000.0,19400000.0,16400000.0,12300000.0,10100000.0,8200000.0,6500000.0,5300000.0
,EBITDA,1541749000.0,1508037000.0,1271147000.0,1049510000.0,947027000.0,851489000.0,802496000.0,754588000.0,695458000.0,591229000.0,539988000.0,668268000.0,769358000.0,753323000.0,707491000.0,642702000.0,602133000.0,566832000.0,496926000.0,480002000.0,423271000.0,371500000.0,258100000.0,198100000.0,171900000.0,143800000.0,125600000.0,100100000.0,82600000.0,66500000.0,55200000.0,46800000.0,38500000.0,33600000.0,26200000.0
,EBITDARatio,0.217603794995709,0.218800160120645,0.196266670701686,0.197151021127362,0.193055775831737,0.190196712625696,0.17630253622074,0.174815954978036,0.16954119941492,0.155162576790161,0.152223399004155,0.177039408586412,0.195372660555118,0.203221829561089,0.207865006781039,0.209534627225463,0.213973125652305,0.210986065953618,0.218808728289797,0.222151154718378,0.222541010972187,0.212091801781229,0.215388466994909,0.235861412072866,0.235447199013834,0.233783124695172,0.240061162079511,0.221117738016346,0.205677290836653,0.206201550387597,0.19402460456942,0.192118226600985,0.188264058679707,0.20563035495716,0.211802748585287
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1162696000.0,1147944000.0,991731000.0,852915000.0,781748000.0,696407000.0,611634000.0,565211000.0,539627000.0,440343000.0,387929000.0,468162000.0,577455000.0,577397000.0,546838000.0,494527000.0,458874000.0,423771000.0,376901000.0,367913000.0,323758000.0,281300000.0,200900000.0,150400000.0,128800000.0,106100000.0,90500000.0,77000000.0,63200000.0,50100000.0,42900000.0,36700000.0,30300000.0,27100000.0,20900000.0
