Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Revenue,17099000.0,16866000.0,17082000.0,15831000.0,14952000.0,13009000.0,13441000.0,12140000.0,9388000.0,6539000.0,3881000.0
Revenue Growth,0.0138,-0.0126,0.079,0.0588,0.1494,-0.0321,0.1072,0.2931,0.4357,0.6849,0.2001
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,17099000.0,16866000.0,17082000.0,15831000.0,14952000.0,13009000.0,13441000.0,12140000.0,9388000.0,6539000.0,3881000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,9483000.0,9503000.0,10180000.0,9361000.0,8633000.0,7795000.0,7657000.0,7146000.0,5495000.0,4414000.0,2013000.0
Operating Expenses,11073000.0,11046000.0,11672000.0,10810000.0,9936000.0,8933000.0,8683000.0,8170000.0,6512000.0,5196000.0,3113000.0
Operating Income,6026000.0,5820000.0,5410000.0,5021000.0,5016000.0,4076000.0,4758000.0,3970000.0,2876000.0,1343000.0,768000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,6026000.0,5820000.0,5410000.0,5021000.0,5016000.0,4076000.0,4758000.0,3970000.0,2876000.0,1343000.0,768000.0
Income Tax Expense,1283000.0,2252000.0,1758000.0,1644000.0,1661000.0,1332000.0,1628000.0,1127000.0,938000.0,673000.0,253000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,4743000.0,3568000.0,3652000.0,3377000.0,3355000.0,2744000.0,3130000.0,2843000.0,1938000.0,670000.0,515000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,4743000.0,3568000.0,3652000.0,3377000.0,3355000.0,2744000.0,3130000.0,2843000.0,1938000.0,670000.0,515000.0
EPS,2.68,1.98,2.01,1.8,1.7,1.33,1.34,1.02,0.67,0.21,0.16
EPS Diluted,2.5,1.87,1.91,1.74,1.65,1.29,1.31,1.01,0.67,0.21,0.16
Weighted Average Shs Out,1849990.0,1908581.0,1952266.0,1988580.0,2115484.0,2238181.0,2351950.0,2947972.0,3045913.0,3348237.0,3377600.0
Weighted Average Shs Out (Dil),1849990.0,1908581.0,1952266.0,1988580.0,2115484.0,2238181.0,2351950.0,2947972.0,3045913.0,3348237.0,
Dividend per Share,0.56,0.48,0.36,0.32,0.28,0.3,0.24,0.24,0.24,0.24,0.24
Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,0.384,0.375,0.346,0.345,0.361,0.337,0.371,0.344,0.326,0.225,0.216
EBIT Margin,0.3524,0.3451,0.3167,0.3172,0.3355,0.3133,0.354,0.327,0.3063,0.2054,0.1979
Profit Margin,0.277,0.212,0.214,0.213,0.224,0.211,0.233,0.234,0.206,0.102,0.133
Free Cash Flow margin,0.163,0.7464,0.1583,0.28,-0.1895,-0.3868,0.711,0.0339,0.73,-2.1607,0.0345
EBITDA,6562000.0,6323000.0,5915000.0,5462000.0,5400000.0,4379000.0,4980000.0,4175000.0,3062000.0,1469000.0,839000.0
EBIT,6026000.0,5820000.0,5410000.0,5021000.0,5016000.0,4076000.0,4758000.0,3970000.0,2876000.0,1343000.0,768000.0
Consolidated Income,4743000.0,3568000.0,3652000.0,3377000.0,3355000.0,2744000.0,3130000.0,2843000.0,1938000.0,670000.0,515000.0
Earnings Before Tax Margin,0.3524,0.3451,0.3167,0.3172,0.3355,0.3133,0.354,0.327,0.3063,0.2054,0.1979
Net Profit Margin,0.2774,0.2115,0.2138,0.2133,0.2244,0.2109,0.2329,0.2342,0.2064,0.1025,0.1327
