date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-5269000000.0,-1733000000.0,1389000000.0,626000000.0,878000000.0,772000000.0,-239000000.0,777000000.0,573000000.0,947705000.0,647211000.0,365732000.0,418370000.0,370027000.0,334479000.0,337244000.0,344707000.0,801624000.0,343031000.0,231474000.0,239800000.0,228800000.0,256000000.0,129100000.0,114800000.0,100200000.0,69000000.0,44300000.0,37400000.0,31100000.0,22200000.0
,depreciationAndAmortization,4829000000.0,5120000000.0,3936000000.0,3916000000.0,4189000000.0,4428000000.0,4541000000.0,4780000000.0,4026000000.0,1433553000.0,974710000.0,523786000.0,536255000.0,523506000.0,531934000.0,500904000.0,470641000.0,411626000.0,473384000.0,388056000.0,348800000.0,328600000.0,159500000.0,132000000.0,113800000.0,103600000.0,86200000.0,70800000.0,57300000.0,52100000.0,46500000.0
,deferredIncomeTax,440000000.0,522000000.0,-931000000.0,6000000.0,350000000.0,291000000.0,391000000.0,394000000.0,395000000.0,131768000.0,153950000.0,67518000.0,1018000.0,49685000.0,69530000.0,74374000.0,128706000.0,71112000.0,56645000.0,41820000.0,-17100000.0,17700000.0,16200000.0,7900000.0,9600000.0,7400000.0,6900000.0,-1400000.0,-300000.0,1200000.0,700000.0
,stockBasedCompensation,162000000.0,186000000.0,111000000.0,80000000.0,73000000.0,79000000.0,0.0,0.0,0.0,38168000.0,55153000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-33000000.0,680000000.0,-826000000.0,-126000000.0,-399000000.0,-348000000.0,22000000.0,-63000000.0,-205000000.0,-507579000.0,-45378000.0,-74325000.0,29545000.0,-6651000.0,14796000.0,47342000.0,137456000.0,68273000.0,36827000.0,-30961000.0,-100300000.0,-52400000.0,57600000.0,6300000.0,-4600000.0,11800000.0,4700000.0,23100000.0,-1200000.0,4500000.0,-12200000.0
,accountsReceivables,-5000000.0,25000000.0,31000000.0,-266000000.0,-132000000.0,-163000000.0,-212000000.0,-154000000.0,-102000000.0,0.0,-23778000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-261000000.0,124000000.0,-123000000.0,109000000.0,-168000000.0,70000000.0,-76000000.0,-72000000.0,-58000000.0,-95068000.0,-32209000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,213000000.0,456000000.0,-788000000.0,74000000.0,-131000000.0,-171000000.0,282000000.0,177000000.0,-76000000.0,-423480000.0,160682000.0,-15612000.0,15719000.0,10269000.0,48044000.0,12831000.0,0.0,0.0,20916000.0,3605000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-16000000.0,18000000.0,138000000.0,26000000.0,16000000.0,-41000000.0,-16000000.0,-20000000.0,101000000.0,0.0,-128013000.0,-4914000.0,75019000.0,-6071000.0,18910000.0,3034000.0,-7386000.0,58181000.0,-28906000.0,-30545000.0,100000.0,15100000.0,-100000.0,9400000.0,900000.0,8400000.0,9300000.0,-100000.0,700000.0,2000000.0,1000000.0
,netCashProvidedByOperatingActivites,6680000000.0,7032000000.0,3878000000.0,4608000000.0,5152000000.0,5188000000.0,5559000000.0,6065000000.0,4201000000.0,2044704000.0,1573715000.0,853300000.0,1029986000.0,840719000.0,964739000.0,955831000.0,1067964000.0,795402000.0,665362000.0,562466000.0,408700000.0,467800000.0,297300000.0,264700000.0,215700000.0,199800000.0,166800000.0,146300000.0,93900000.0,86800000.0,58200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3628000000.0,-3175000000.0,-3106000000.0,-2981000000.0,-2872000000.0,-3047000000.0,-3048000000.0,-2919000000.0,-2411000000.0,-863769000.0,-756544000.0,-286817000.0,-326045000.0,-314071000.0,-414872000.0,-385316000.0,-377939000.0,-386267000.0,-506727000.0,-449537000.0,-411000000.0,-536500000.0,-181200000.0,-222900000.0,-196600000.0,-200800000.0,-204200000.0,-140100000.0,-95700000.0,-65400000.0,-62400000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2667000.0,-5222000.0,0.0,-25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5300000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0
,otherInvestingActivites,-35000000.0,-61000000.0,0.0,-4000000.0,-8000000.0,0.0,-20000000.0,38000000.0,16000000.0,4716000.0,794000.0,-117987000.0,8098000.0,119697000.0,8933000.0,-995000.0,-456000.0,2766000.0,111947000.0,46822000.0,-3700000.0,28600000.0,-1524600000.0,-18900000.0,-31200000.0,-79500000.0,-62300000.0,-146100000.0,-28500000.0,-9600000.0,-65100000.0
