date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,474560000.0,342958000.0,442575000.0,410561000.0,266980000.0,301495000.0,203051000.0,195632000.0,203385000.0,319416000.0,275212000.0,133022000.0,250214000.0,404800000.0,461717000.0,372540000.0,507976000.0,321973000.0,309705000.0,365264000.0,680401000.0,397267000.0
,costOfRevenue,275976000.0,198806000.0,262939000.0,260314000.0,167382000.0,199789000.0,132887000.0,127697000.0,145214000.0,204679000.0,189374000.0,104958000.0,187599000.0,251939000.0,270203000.0,218109000.0,296448000.0,217622000.0,205740000.0,234239000.0,372557000.0,230382000.0
,grossProfit,198584000.0,144152000.0,179636000.0,150247000.0,99598000.0,101706000.0,70164000.0,67935000.0,58171000.0,114737000.0,85838000.0,28064000.0,62615000.0,152861000.0,191514000.0,154431000.0,211528000.0,104351000.0,103965000.0,131025000.0,307844000.0,166885000.0
,grossProfitRatio,0.418459204315577,0.4203196892914,0.405888267525278,0.3659553635148,0.373054161360402,0.337338927677076,0.345548655263948,0.347259139609062,0.286014209504142,0.359208680842538,0.311897737017281,0.210972621070199,0.250245789604099,0.37762104743083,0.414786546737504,0.41453535190852,0.416413373860182,0.324098604541375,0.335690415072408,0.358713149940865,0.452444955254328,0.420082715151271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,61833000.0,53931000.0,51876000.0,43071000.0,34402000.0,32586000.0,33533000.0,34756000.0,40401000.0,47176000.0,39524000.0,32661000.0,63262000.0,72044000.0,72384000.0,70908000.0,63209000.0,63284000.0,72069000.0,76538000.0,68768000.0,51599000.0
,GeneralAndAdministrativeExpenses,39964000.0,31726000.0,33193000.0,30802000.0,24452000.0,25059000.0,23958000.0,25471000.0,26554000.0,31174000.0,32132000.0,34087000.0,43056000.0,91692000.0,92156000.0,90457000.0,93742000.0,87259000.0,88754000.0,107453000.0,116625000.0,83871000.0
,SellingAndMarketingExpenses,38746000.0,34290000.0,34608000.0,28532000.0,23839000.0,23325000.0,20713000.0,21159000.0,25889000.0,29255000.0,27549000.0,25209000.0,44573000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,2318000.0,-1083000.0,-2472000.0,396000.0,-764000.0,-601000.0,1531000.0,-1073000.0,-1495000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,140543000.0,119947000.0,119677000.0,102405000.0,82693000.0,80970000.0,78204000.0,81386000.0,92844000.0,107605000.0,99205000.0,91957000.0,153515000.0,171018000.0,167091000.0,163813000.0,-330601000.0,152498000.0,162283000.0,193270000.0,203207000.0,154552000.0
,costAndExpenses,416519000.0,318753000.0,382616000.0,362719000.0,250075000.0,280759000.0,211091000.0,209083000.0,238058000.0,312284000.0,288579000.0,196915000.0,341114000.0,422957000.0,437294000.0,381922000.0,-34153000.0,370120000.0,368023000.0,427509000.0,575764000.0,384934000.0
,interestExpense,5211000.0,5155000.0,5110000.0,5121000.0,5073000.0,4976000.0,1069000.0,457000.0,0.0,0.0,0.0,1676000.0,6744000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,9939000.0,7880000.0,5772000.0,5002000.0,4258000.0,4869000.0,4589000.0,5075000.0,6877000.0,8497000.0,7045000.0,7436000.0,2624000.0,2624000.0,2551000.0,2448000.0,2448000.0,1955000.0,1460000.0,9279000.0,17814000.0,19082000.0
,EBITDA,67980000.0,32085000.0,65731000.0,52844000.0,21163000.0,25605000.0,-3451000.0,-8376000.0,-27796000.0,15629000.0,-6322000.0,-56457000.0,-88276000.0,-15533000.0,26974000.0,-6934000.0,544577000.0,-46192000.0,-56858000.0,-52966000.0,122451000.0,31415000.0
,EBITDARatio,0.143248482805125,0.093553729611206,0.148519459978535,0.128711689614942,0.0792681099707843,0.0849267815386656,-0.0169957301367637,-0.0428150813772798,-0.136666912505839,0.0489299221078468,-0.0229713820618287,-0.42441851723775,-0.352802001486727,-0.0383720355731225,0.0584210674504079,-0.0186127664143448,1.07205261665905,-0.143465445860367,-0.183587607562035,-0.145007446668711,0.179968871297955,0.0790777990620917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,58041000.0,24205000.0,59959000.0,47842000.0,16905000.0,20736000.0,-8040000.0,-13451000.0,-34673000.0,7132000.0,-13367000.0,-63893000.0,-90900000.0,-18157000.0,24423000.0,-9382000.0,542129000.0,-48147000.0,-58318000.0,-62245000.0,104637000.0,12333000.0
,operatingIncomeRatio,0.122304871881322,0.0705771552201727,0.135477602666215,0.116528359975741,0.0633193497640273,0.0687772599877278,-0.0395959635756534,-0.0687566451296311,-0.170479632224599,0.0223282490545245,-0.048569829803933,-0.480319044970005,-0.363289024594947,-0.0448542490118577,0.0528960380492813,-0.0251838728727117,1.06723349134605,-0.14953738356943,-0.188301771040183,-0.170410990406939,0.153787251929377,0.0310446123136329
,totalOtherIncomeExpensesNet,2318000.0,-1083000.0,-2472000.0,396000.0,-1046000.0,-619000.0,-1090000.0,-2240000.0,2240000.0,297000.0,-3990000.0,-11215000.0,-99773000.0,3099000.0,19062000.0,8575000.0,42079000.0,8228000.0,10687000.0,16444000.0,33834000.0,7220000.0
,incomeBeforeTax,55886000.0,20922000.0,54705000.0,43831000.0,11024000.0,15205000.0,-10167000.0,-16104000.0,-32388000.0,7471000.0,-17261000.0,-76603000.0,-195803000.0,-11808000.0,42783000.0,-1982000.0,75139000.0,-44341000.0,-49743000.0,-40401000.0,144272000.0,19553000.0
,incomeBeforeTaxRatio,0.117763823331086,0.0610045544935531,0.123606168446026,0.106758800762859,0.041291482508053,0.0504320137979071,-0.0500711643872722,-0.0823178212153431,-0.159244782063574,0.0233895609487314,-0.062718922140023,-0.575867149794771,-0.7825421439248,-0.0291699604743083,0.0926606557696598,-0.00532023406882482,0.147918405593965,-0.137716516602324,-0.160614132803797,-0.110607670068772,0.212039664844702,0.0492187873646691
,incomeTaxExpense,5904000.0,3888000.0,8820000.0,-83128000.0,23000.0,527000.0,1099000.0,1040000.0,1646000.0,2394000.0,312000.0,865000.0,861000.0,-410000.0,2013000.0,1873000.0,964000.0,69535000.0,-23593000.0,-20238000.0,45157000.0,5125000.0
,netIncome,49982000.0,17034000.0,45885000.0,126959000.0,11001000.0,14678000.0,-11266000.0,-17144000.0,-34034000.0,5077000.0,-17573000.0,-77468000.0,-196664000.0,-11398000.0,40770000.0,-3855000.0,74175000.0,-113876000.0,-26150000.0,-20163000.0,99115000.0,14428000.0
,netIncomeRatio,0.105322825354012,0.0496678893625459,0.10367734282325,0.309232976342127,0.0412053337328639,0.048684057778736,-0.0554835977168298,-0.0876339249202584,-0.167337807606264,0.0158946327046861,-0.0638525936369054,-0.582369833561366,-0.785983198382185,-0.0281571146245059,0.0883008422908405,-0.0103478821066194,0.146020678142274,-0.353681830464045,-0.0844351883243732,-0.0552011695650269,0.145671449630439,0.036318143716946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.53512085752019,0.52,1.42,4.11,0.38,0.52,-0.4,-0.64,-1.28,0.191162904531506,-0.68,-3.0,-7.64,-0.44,1.6137267707653,-0.16,3.0,-4.64,-1.08,-0.84,4.50200424695956,0.6
,EPSDiluted,1.53512085752019,0.5,1.35,3.8,0.36,0.48,-0.4,-0.64,-1.28,0.186144567269794,-0.68,-3.0,-7.64,-0.44,1.60890283245035,-0.16,2.92,-4.64,-1.08,-0.84,4.501953125,0.6
