date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,192787000.0,131258000.0,24284000.0,-138469000.0,112630000.0,117047000.0,-23470000.0,-41529000.0,-59114000.0,-59547000.0
,depreciationAndAmortization,222352000.0,242465000.0,273685000.0,179936000.0,59204000.0,56014000.0,54543000.0,58473000.0,78811000.0,64136000.0
,deferredIncomeTax,-3839000.0,-40069000.0,240000.0,14431000.0,-22260000.0,4134000.0,-14837000.0,3646000.0,-45195000.0,-36508000.0
,stockBasedCompensation,58491000.0,55193000.0,34323000.0,59696000.0,14020000.0,5074000.0,3370000.0,2419000.0,1248000.0,1176000.0
,changeInWorkingCapital,114978000.0,56939000.0,-273853000.0,206715000.0,108448000.0,7758000.0,45477000.0,6225000.0,59112000.0,5006000.0
,accountsReceivables,16316000.0,0.0,-97621000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-2561000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,160681000.0,45703000.0,-11236000.0,262617000.0,55902000.0,-52546000.0,43993000.0,9200000.0,23680000.0,18428000.0
,otherNonCashItems,0.0,20026000.0,-8741000.0,-7064000.0,1258000.0,2901000.0,4847000.0,7073000.0,8569000.0,12853000.0
,netCashProvidedByOperatingActivites,425493000.0,318481000.0,303448000.0,198258000.0,109332000.0,204740000.0,131447000.0,37270000.0,42999000.0,-18533000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-50010000.0,-63973000.0,-54595000.0,-43896000.0,-31353000.0,-21111000.0,-25551000.0,-17714000.0,-9591000.0,-4763000.0
,acquisitionsNet,-438000000.0,-1000000.0,-91000000.0,-1678000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-197000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-504084000.0,-81661000.0,-145485000.0,-1722907000.0,-31353000.0,-21111000.0,-27853000.0,-17714000.0,-12974000.0,-369670000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-9570000.0,-892941000.0,-424369000.0,-865667000.0,-105000000.0,-490453000.0,-503160000.0,-6827000.0,-13420000.0,-329290000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,156113000.0,0.0,375000.0,162345000.0
,commonStockRepurchased,-70151000.0,-56716000.0,-74985000.0,0.0,-64500000.0,-286423000.0,-3422000.0,-1390000.0,-2755000.0,-2606000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,-375000.0,-500000.0,-500000.0,-4500000.0
,otherFinancingActivites,0.0,-15949000.0,-29523000.0,-32300000.0,-1707000.0,-8179000.0,-5364000.0,-1266000.0,-2663000.0,-23338000.0
,netCashUsedProvidedByFinancingActivities,178265000.0,-215469000.0,-319356000.0,1734368000.0,-53316000.0,-211399000.0,-67698000.0,-6841000.0,-18932000.0,422053000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,8810000.0,-13594000.0,-4651000.0,9072000.0,-7203000.0,-13672000.0,-6415000.0,2894000.0,-690000.0,-3627000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,108484000.0,7757000.0,-166044000.0,218791000.0,17460000.0,-41442000.0,29481000.0,15609000.0,10403000.0,30223000.0
,cashAtEndOfPeriod,272173000.0,163689000.0,155932000.0,321262000.0,102471000.0,85011000.0,126453000.0,96972000.0,81363000.0,70960000.0
,cashAtBeginningOfPeriod,163689000.0,155932000.0,321976000.0,102471000.0,85011000.0,126453000.0,96972000.0,81363000.0,70960000.0,40737000.0
,operatingCashFlow,425493000.0,318481000.0,303448000.0,198258000.0,109332000.0,204740000.0,131447000.0,37270000.0,42999000.0,-18533000.0
,capitalExpenditure,-50010000.0,-63973000.0,-54595000.0,-43896000.0,-31353000.0,-21111000.0,-25551000.0,-17714000.0,-9591000.0,-4763000.0
,freeCashFlow,375483000.0,254508000.0,248853000.0,154362000.0,77979000.0,183629000.0,105896000.0,19556000.0,33408000.0,-23296000.0
