date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,6559900000.0,6160100000.0,6023000000.0,4403700000.0,4298100000.0,4160200000.0,4240500000.0,4478100000.0,4337100000.0,4206300000.0,4095000000.0,4095800000.0,4079400000.0
,costOfRevenue,5459700000.0,5067500000.0,5077000000.0,3684200000.0,3506200000.0,3371100000.0,3453300000.0,3752500000.0,3617500000.0,3568800000.0,3501800000.0,3567200000.0,3596900000.0
,grossProfit,1100200000.0,1092600000.0,946000000.0,719500000.0,791900000.0,789100000.0,787200000.0,725600000.0,719600000.0,637500000.0,593200000.0,528600000.0,482500000.0
,grossProfitRatio,0.16771597128005,0.177367250531647,0.157064585754607,0.163385335059155,0.184244200925991,0.189678380847075,0.185638486027591,0.162033005069114,0.165917318023564,0.151558376720633,0.144859584859585,0.129059036085746,0.118277197627102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200000.0,8000000.0
,GeneralAndAdministrativeExpenses,512600000.0,511800000.0,465700000.0,342700000.0,355700000.0,347700000.0,365500000.0,384300000.0,378100000.0,342400000.0,320400000.0,305300000.0,332700000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-151500000.0,-39500000.0,14900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
