date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-175727000.0,1004000.0,47057000.0,107264000.0,151081000.0,116197000.0,196565000.0,297523000.0,275470000.0,287096000.0,231598000.0,222026000.0,177725000.0,168186000.0,236425000.0,113457000.0,72811000.0,38703000.0,12207000.0,12450000.0,24300000.0,46700000.0,47400000.0,37500000.0,31100000.0,29700000.0,24800000.0,30500000.0,22900000.0,17500000.0
,depreciationAndAmortization,0.0,18665000.0,21255000.0,28796000.0,32789000.0,36400000.0,50323000.0,45967000.0,37573000.0,35689000.0,26671000.0,19655000.0,16571000.0,16087000.0,18828000.0,24001000.0,27026000.0,23512000.0,15044000.0,3243000.0,6332000.0,6400000.0,3200000.0,18400000.0,200000.0,2000000.0,3000000.0,3000000.0,3100000.0,1000000.0
,deferredIncomeTax,0.0,-28643000.0,-11824000.0,1693000.0,8534000.0,-15994000.0,6795000.0,24659000.0,37744000.0,-1051000.0,-4400000.0,26614000.0,-233000.0,3824000.0,1387000.0,707000.0,1107000.0,93000.0,87000.0,1720000.0,854000.0,2300000.0,7700000.0,-700000.0,-1700000.0,-3700000.0,-2500000.0,-4300000.0,-5100000.0,-1100000.0
,stockBasedCompensation,0.0,3527000.0,5321000.0,10615000.0,12455000.0,9166000.0,10056000.0,9242000.0,8639000.0,7119000.0,6138000.0,6210000.0,7763000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2439588000.0,-123000000.0,78600000.0,-87166000.0,-342221000.0,205467000.0,-187059000.0,-14668000.0,291851000.0,262949000.0,-65291000.0,-32917000.0,162469000.0,34444000.0,-38854000.0,-500400000.0,-248500000.0,-219200000.0,-266400000.0,-1742600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0
,accountsReceivables,0.0,11926000.0,-23381000.0,-14605000.0,-26768000.0,-28645000.0,15241000.0,12121000.0,75022000.0,730000.0,8216000.0,-11042000.0,12556000.0,37334000.0,-33080000.0,7481000.0,35813000.0,-10700000.0,-113673000.0,4706000.0,23123000.0,5800000.0,-7000000.0,-107600000.0,-22200000.0,-21300000.0,-16800000.0,-12900000.0,0.0,400000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,-113000.0,12663000.0,-26377000.0,-13269000.0,-36583000.0,-29642000.0,0.0,0.0,0.0,-33188000.0,114047000.0,216288000.0,251506000.0,240161000.0,262758000.0,34724000.0,-14275000.0,-15900000.0,-11600000.0,116900000.0,67900000.0,42200000.0,31200000.0,30300000.0,0.0,0.0
,otherWorkingCapital,-392908000.0,-2832496000.0,-2709496000.0,-2788096000.0,-2700930000.0,-2358709000.0,-2564176000.0,-2377117000.0,-2362449000.0,-2654300000.0,-2917249000.0,-2851958000.0,-2819041000.0,-2981510000.0,-3015954000.0,-2977100000.0,-2476700000.0,-2228200000.0,-2009000000.0,-1742600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,2175000.0,1168000.0,108000.0,1772000.0,252000.0,-8784000.0,-35328000.0,-344000.0,1476000.0,-8179000.0,741000.0,131000.0,51863000.0,-99206000.0,-4001000.0,-14722000.0,-227015000.0,-97208000.0,-30108000.0,-11961000.0,13200000.0,118700000.0,-128900000.0,-88200000.0,-58000000.0,-18500000.0,-24200000.0,33200000.0,21500000.0
,netCashProvidedByOperatingActivites,0.0,148166000.0,177265000.0,148996000.0,169120000.0,111960000.0,96002000.0,38602000.0,91250000.0,159364000.0,139191000.0,75409000.0,164775000.0,244106000.0,182830000.0,323590000.0,373541000.0,282801000.0,176961000.0,61261000.0,36335000.0,46400000.0,71000000.0,43200000.0,74800000.0,47200000.0,38000000.0,35600000.0,50100000.0,39100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7300000.0,-4200000.0,0.0,0.0,-200000.0,-400000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000000.0,-125000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-769830000.0,-1054552000.0,-874690000.0,-1090774000.0,-885551000.0,-793041000.0,-641464000.0,-776730000.0,-933647000.0,-869736000.0,-964336000.0,-953009000.0,-1431943000.0,-2410757000.0,-955547000.0,-1202052000.0,-1154702000.0,-1040701000.0,-677699000.0,-145574000.0,-193800000.0,-390900000.0,-227500000.0,-195500000.0,-202300000.0,-114700000.0,-135200000.0,-122300000.0,-270000000.0
,salesMaturitiesOfInvestments,0.0,597589000.0,1274181000.0,1107965000.0,852927000.0,1171271000.0,998186000.0,920818000.0,1035488000.0,893800000.0,1036911000.0,1113802000.0,908769000.0,1286904000.0,2327342000.0,642245000.0,781640000.0,1297876000.0,920876000.0,706505000.0,154763000.0,179400000.0,325700000.0,184400000.0,135200000.0,161000000.0,84000000.0,102800000.0,93900000.0,178100000.0
