date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,0.0,247002000.0,88095000.0,370023000.0,334544000.0,-224974000.0,361669000.0,427471000.0,326476000.0,310425000.0,241057000.0,240359000.0,118659000.0,161820000.0,133839000.0,82999000.0,68572000.0,48489000.0,20668000.0,14818000.0
,depreciationAndAmortization,0.0,282080000.0,169436000.0,164345000.0,159194000.0,134888000.0,115147000.0,137412000.0,90187000.0,75458000.0,62962000.0,47079000.0,42891000.0,35328000.0,24874000.0,19857000.0,19279000.0,14040000.0,13377000.0,13325000.0
,deferredIncomeTax,0.0,46437000.0,34530000.0,48000000.0,38271000.0,32759000.0,36639000.0,61099000.0,39867000.0,0.0,0.0,3816000.0,4649000.0,2352000.0,-328000.0,-885000.0,-519000.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,6149000.0,7145000.0,7422000.0,7539000.0,4034000.0,4688000.0,5967000.0,7014000.0,7661000.0,4032000.0,5278000.0,5593000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,0.0,102392000.0,-59389000.0,152819000.0,160052000.0,-43757000.0,-228622000.0,223551000.0,103444000.0,89619000.0,-10950000.0,35909000.0,-30427000.0,22914000.0,15419000.0,1784000.0,3583000.0,0.0,0.0,0.0
,accountsReceivables,0.0,-16978000.0,-3055000.0,-3353000.0,-9824000.0,17154000.0,11054000.0,-2091000.0,-164000.0,-53961000.0,-6144000.0,-3756000.0,-7636000.0,-13549000.0,-16978000.0,-11700000.0,2287000.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,-3571000.0,11404000.0,25142000.0,19463000.0,-33714000.0,22632000.0,-19186000.0,10314000.0,35016000.0,11375000.0,3775000.0,-393000.0,9282000.0,3674000.0,-313000.0,1114000.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,12512000.0,17502000.0,10933000.0,80712000.0,7081000.0,-52425000.0,855000.0,4889000.0,-12118000.0,-10839000.0,48917000.0,-48142000.0,6115000.0,6755000.0,-14240000.0,-2701000.0,0.0,0.0,0.0
,otherNonCashItems,0.0,33027000.0,12222000.0,17284000.0,24024000.0,7208000.0,10132000.0,17544000.0,21106000.0,40958000.0,17628000.0,-50005000.0,56740000.0,15397000.0,15780000.0,16839000.0,6866000.0,0.0,42166000.0,19672000.0
,netCashProvidedByOperatingActivites,-39515000.0,784883000.0,436759000.0,727332000.0,594590000.0,316863000.0,383561000.0,830265000.0,538026000.0,498289000.0,292801000.0,282436000.0,198105000.0,221941000.0,193468000.0,119089000.0,98633000.0,73479000.0,55543000.0,32997000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-62397000.0,-118997000.0,-109945000.0,-88345000.0,-81788000.0,-280307000.0,-94177000.0,-177554000.0,-306327000.0,-348729000.0,-202670000.0,-215913000.0,-304013000.0,-193330000.0,-63296000.0,-65764000.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-711045000.0,-711840000.0,-854119000.0,-553037000.0,-383005000.0,-464384000.0,-989674000.0,-399733000.0,-319652000.0,-340268000.0,-217905000.0,-240407000.0,-17995000.0,-55894000.0,-48294000.0,-11391000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,589602000.0,775504000.0,567007000.0,485944000.0,435110000.0,605017000.0,603105000.0,117568000.0,153722000.0,234768000.0,268314000.0,132586000.0,17495000.0,22906000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-27166000.0,-64081000.0,-162427000.0,-18329000.0,78105000.0,6370000.0,-88659000.0,-194886000.0,0.0,0.0,0.0,0.0,-32599000.0,-35791000.0,-32501000.0,-16314000.0,-151802000.0,-150203000.0,-39473000.0
,netCashUsedForInvestingActivites,-93761000.0,-192868000.0,-149596000.0,-578159000.0,-179909000.0,32384000.0,-152853000.0,-569405000.0,-654605000.0,-468250000.0,-445432000.0,-151451000.0,-322780000.0,-334758000.0,-258980000.0,-163570000.0,-90268000.0,-151802000.0,-150203000.0,-39473000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-529896000.0,-401333000.0,-246349000.0,-326965000.0,-221912000.0,-147227000.0,-146268000.0,-149353000.0,-93562000.0,-138697000.0,-175374000.0,-84471000.0,-87291000.0,-104750000.0,-46929000.0,-67800000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-117962000.0,-18426000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-110438000.0,-147604000.0,-106792000.0,-86116000.0,-147592000.0,-170767000.0,-64696000.0,-192612000.0,-72410000.0,-47908000.0,-16255000.0,-16207000.0,-13561000.0,-8311000.0,-10069000.0,-10000000.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4132000.0,176000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105298000.0,100400000.0,14466000.0
