Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,29611000.0,25000000.0,30177000.0,24000000.0,18093000.0,11000000.0,18148000.0,11000000.0,17865000.0,10000000.0,15891000.0,11925000.0
Stock-based compensation,36425000.0,36000000.0,33689000.0,34000000.0,26028000.0,26000000.0,19765000.0,20000000.0,16518000.0,17000000.0,10372000.0,5823000.0
Operating Cash Flow,121864000.0,122000000.0,74770000.0,75000000.0,71255000.0,71000000.0,71755000.0,72000000.0,59258000.0,59000000.0,38086000.0,25163000.0
Capital Expenditure,8657000.0,-17000000.0,7037000.0,-14000000.0,6094000.0,-11000000.0,10157000.0,-14000000.0,5470000.0,-10000000.0,11903000.0,2922000.0
Acquisitions and disposals,-0.0,,-274569000.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,-10800000.0,0,0.0,0,-38455000.0,-160000000,-9182000.0,-180000000,0.0,-140000000,0.0,0.0
Investing Cash flow,-16985000.0,-17000000.0,-248587000.0,-249000000.0,129174000.0,129000000.0,-73500000.0,-74000000.0,-129090000.0,-129000000.0,-16742000.0,-8506000.0
Issuance (repayment) of debt,-0.0,-0000000.0,-0.0,-0000000.0,-0.0,-0000000.0,-0.0,-0000000.0,-0.0,-0000000.0,-0.0,-0.0
Issuance (buybacks) of shares,11624000.0,,-127621000.0,,-29254000.0,,3579000.0,,-101583000.0,,-167587000.0,-130899000.0
Dividend payments,-17587000.0,,-16582000.0,,-13955000.0,,-11825000.0,,-7422000.0,,-0.0,-0.0
Financing Cash Flow,-14582000.0,-15000000.0,2847000.0,3000000.0,-21777000.0,-22000000.0,2306000.0,2000000.0,14604000.0,15000000.0,14885000.0,13408000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,90297000.0,90000000.0,-170970000.0,-171000000.0,178652000.0,179000000.0,561000.0,1000000.0,-55228000.0,-55000000.0,36229000.0,145002000.0
Free Cash Flow,113207000.0,105000000.0,67733000.0,61000000.0,65161000.0,60000000.0,61598000.0,58000000.0,53788000.0,49000000.0,26183000.0,22241000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
