date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,673000000.0,737000000.0,707000000.0,-512000000.0,52000000.0,143000000.0,62223000.0,52929000.0,9790000.0,20818000.0,54970000.0,30868000.0,62398000.0,58330000.0,45727000.0,27596000.0,55773000.0,42517000.0,30508000.0
,depreciationAndAmortization,88000000.0,89000000.0,127000000.0,178000000.0,182000000.0,126000000.0,134404000.0,93866000.0,78764000.0,74383000.0,60765000.0,38110000.0,33688000.0,27967000.0,21475000.0,15125000.0,8869000.0,6333000.0,4112000.0
,deferredIncomeTax,-19000000.0,10000000.0,-6000000.0,-94000000.0,22000000.0,-7000000.0,-2352000.0,-31047000.0,-9887000.0,13836000.0,-4092000.0,-1000.0,-1688000.0,-9057000.0,-399000.0,1705000.0,2175000.0,-101000.0,-1332000.0
,stockBasedCompensation,57000000.0,39000000.0,27000000.0,46000000.0,26000000.0,23000000.0,21727000.0,28694000.0,20018000.0,17052000.0,9531000.0,7485000.0,7811000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,213000000.0,482000000.0,262000000.0,536000000.0,-66000000.0,413376000.0,324936000.0,224599000.0,74841000.0,53857000.0,71218000.0,-19582000.0,-66916000.0,149062000.0,69377000.0,-12953000.0,19969000.0,182216000.0,33062000.0
,accountsReceivables,-100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12096000.0,-37478000.0,-6968000.0,16744000.0,-23041000.0,-11351000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,78000000.0,2000000.0,45000000.0,-12000000.0,-4000000.0,84000000.0,11097000.0,60996000.0,23345000.0,0.0,0.0,0.0,0.0,47367000.0,67181000.0,64612000.0,5196000.0,14074000.0,27882000.0
,otherWorkingCapital,2911000000.0,2698000000.0,2216000000.0,1954000000.0,1418000000.0,1484000000.0,1070624000.0,745688000.0,521089000.0,446248000.0,392391000.0,321173000.0,340755000.0,407671000.0,258609000.0,189232000.0,202185000.0,182216000.0,0.0
,otherNonCashItems,12000000.0,0.0,43000000.0,113000000.0,47000000.0,49000000.0,33601000.0,24112000.0,7031000.0,25616000.0,5114000.0,4782000.0,323000.0,8230000.0,6390000.0,4170000.0,4661000.0,1761000.0,-20624000.0
,netCashProvidedByOperatingActivites,1890000000.0,427000000.0,-314000000.0,804000000.0,673000000.0,1125000000.0,1060257000.0,190083000.0,347784000.0,225395000.0,161646000.0,155371000.0,40431000.0,158626000.0,102317000.0,97258000.0,91049000.0,45551000.0,45726000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-74000000.0,-57000000.0,-30000000.0,-86000000.0,-176000000.0,-132000000.0,-114934000.0,-98049000.0,-78145000.0,-60581000.0,-48538000.0,-35870000.0,-34690000.0,-22299000.0,-20297000.0,-13960000.0,-10765000.0,-8352000.0,-6206000.0
,acquisitionsNet,-755000000.0,0.0,0.0,0.0,-48000000.0,-450000000.0,-44000000.0,-62000000.0,9000000.0,-84000000.0,-131000000.0,-11000000.0,-1000000.0,-70000000.0,6000000.0,-41000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-670000000.0,-2536000000.0,-1444000000.0,-2718000000.0,-1929000000.0,-1923000000.0,-953355000.0,-770083000.0,-306437000.0,-350032000.0,-302842000.0,-186764000.0,-263229000.0,-272480000.0,-148795000.0,-63774000.0,-441270000.0,-196762000.0,0.0
,salesMaturitiesOfInvestments,1097000000.0,2302000000.0,2445000000.0,1771000000.0,1966000000.0,1126000000.0,632800000.0,399595000.0,298006000.0,302667000.0,225106000.0,206293000.0,246524000.0,103718000.0,171225000.0,48227000.0,450039000.0,98027000.0,0.0
,otherInvestingActivites,2000000.0,-2000000.0,-18000000.0,-40000000.0,-15000000.0,-41000000.0,-56107000.0,-13253000.0,-16170000.0,-44728000.0,-32055000.0,-10078000.0,-12125000.0,4960000.0,-4007000.0,-2201000.0,3743000.0,-11524000.0,-2919000.0
,netCashUsedForInvestingActivites,-400000000.0,-293000000.0,1143000000.0,-1073000000.0,-202000000.0,-1420000000.0,-535729000.0,-543311000.0,-93584000.0,-236927000.0,-289072000.0,-37713000.0,-64520000.0,-256273000.0,3946000.0,-72574000.0,-50019000.0,-118611000.0,-9125000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-950000000.0,-240000000.0,-662000000.0,0.0,0.0,0.0,-10449000.0,-87471000.0,-21129000.0,0.0,-105000000.0,-9653000.0,0.0,-52049000.0,-55459000.0,-11624000.0,-74000.0,-13737000.0,-51000.0
,commonStockIssued,0.0,0.0,0.0,19000000.0,18000000.0,391000000.0,14040000.0,9402000.0,8205000.0,0.0,111131000.0,0.0,0.0,4257000.0,2416000.0,0.0,47282000.0,120847000.0,0.0
,commonStockRepurchased,-606000000.0,-47000000.0,0.0,0.0,0.0,0.0,0.0,-52662000.0,-3000000.0,-7000000.0,0.0,-27712000.0,-49940000.0,0.0,0.0,0.0,0.0,-40000000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,2000000.0,29000000.0,18000000.0,-8000000.0,1000000.0,5000000.0,-47576000.0,1674000.0,3667000.0,526000.0,-1376000.0,31000.0,43000.0,853000.0,1227000.0,1872000.0,-2017000.0,0.0,0.0
