date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-12962000.0,-57713000.0,-16951000.0,37513000.0,7967000.0,4418000.0,-31783000.0,-51969323.0,-42221497.0,4097849.0,-2774863.0,6694308.0,-142944613.0,24579509.0,16636389.0,14752386.0,20658695.0,25820785.0,29782705.0,8672042.0,4598196.0,11545000.0
,depreciationAndAmortization,12671000.0,14075000.0,11780000.0,10174000.0,9182000.0,8066000.0,7441000.0,6179765.0,8947927.0,10284085.0,11894415.0,12791056.0,10802509.0,8511167.0,7165998.0,7547896.0,7547268.0,8124955.0,6671956.0,17736635.0,15024781.0,5285000.0
,deferredIncomeTax,-932000.0,31159000.0,-3410000.0,-33812000.0,-5322000.0,-1544000.0,-857000.0,45900296.0,-18520360.0,3052909.0,5378275.0,9237802.0,-68223408.0,11347518.0,7038932.0,4645908.0,5513405.0,4600370.0,3978365.0,0.0,0.0,0.0
,stockBasedCompensation,5403000.0,3396000.0,3575000.0,4080000.0,3379000.0,2460000.0,1387000.0,2099941.0,2594523.0,2895012.0,2656904.0,1962551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-8204000.0,-11627000.0,-4780000.0,5780000.0,35820000.0,8512000.0,25157217.0,-33752197.0,14325164.0,-9054305.0,-4140215.0,-33447210.0,6368140.0,18625573.0,9235202.0,-1059535.0,-7602753.0,1384376.0,8982142.0,34790236.0,34375165.0,0.0
,accountsReceivables,-4745000.0,-6642000.0,2820000.0,9708000.0,-30781000.0,-28708000.0,-16119000.0,2036387.0,-4255411.0,-7973162.0,5456796.0,47737783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,7239000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,89688000.0,97892000.0,109519000.0,114299000.0,108519000.0,72699000.0,64187000.0,39029783.0,72781980.0,58456816.0,67511121.0,71651336.0,105098546.0,98730406.0,80104833.0,70869631.0,71929166.0,79531919.0,78147543.0,69165401.0,34375165.0,0.0
,otherNonCashItems,4537000.0,5502000.0,3679000.0,719000.0,2503000.0,1906000.0,1178000.0,245146.0,1427859.0,4699486.0,113549.0,489449.0,246658518.0,1995431.0,7421113.0,0.0,0.0,0.0,0.0,0.0,0.0,13194000.0
,netCashProvidedByOperatingActivites,27204000.0,5542000.0,20997000.0,45508000.0,30145000.0,18235000.0,-4072000.0,8659012.0,10146130.0,18296200.0,31521573.0,72319282.0,50993173.0,35963949.0,32917670.0,30790330.0,43268361.0,51798566.0,41420880.0,19702441.0,10397021.0,18479000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4615000.0,-2940000.0,-4597000.0,-5111000.0,-6522000.0,-2362000.0,-4571000.0,-1750663.0,-2218877.0,-3998129.0,-2391101.0,-2452769.0,-4688610.0,-8277884.0,-9310075.0,-7627184.0,-4615679.0,-3569150.0,-7240897.0,-5662456.0,-1992109.0,0.0
,acquisitionsNet,0.0,0.0,-2000000.0,-86000000.0,-3000000.0,-21000000.0,-41000000.0,17000000.0,0.0,0.0,-13000000.0,-8000000.0,-125000000.0,-27000000.0,-19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2652335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,-338000.0,-44631000.0,-28700000.0,-258832.0,-197907.0,-981324.0,0.0,0.0,0.0,0.0,0.0,0.0,44651.0,456641.0,-1711971.0,108075.0,1168000.0
,netCashUsedForInvestingActivites,-4615000.0,-2940000.0,-6678000.0,-91380000.0,-9780000.0,-24070000.0,-45452000.0,15204656.0,174626.0,-4196036.0,-16198609.0,-10004800.0,-129560640.0,-35328095.0,-27847519.0,-7596489.0,-4646067.0,-109476447.0,-18565541.0,-42321164.0,-9584034.0,1168000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-440326000.0,-166476000.0,-16124000.0,-45500000.0,-98371000.0,-59708000.0,-66227000.0,-88699059.0,-60578832.0,-14280039.0,-14965021.0,-90826796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013873.0,1899214.0,1292797.0,1781564.0,4579112.0,1012461.0,4401762.0,138972196.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-5000000.0,-1774000.0,0.0,-543000.0,0.0,0.0,-374248.0,-2234585.0,0.0,0.0,-10775405.0,-10881876.0,-2764293.0,-4291324.0,-445852.0,-7708962.0,-6014833.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,-119000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
