date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY
,revenue,2053903000.0,2302468000.0,2457769000.0,2853111000.0,2885374000.0,2688515000.0,2153611000.0,1734683000.0,1378247000.0,1130257000.0,917337000.0,1135306000.0,1056371000.0,900432000.0,738557000.0,619967000.0,544058000.0,466459000.0,395954000.0,412880000.0,403543000.0,206000000.0,104300000.0,65400000.0
,costOfRevenue,1588133000.0,1857255000.0,1942321000.0,2311739000.0,2271243000.0,2069898000.0,1586418000.0,1259823000.0,995777000.0,810773000.0,666152000.0,876344000.0,772062000.0,639002000.0,525205000.0,449010000.0,383794000.0,323456000.0,291915000.0,234643000.0,222006000.0,122000000.0,61800000.0,40800000.0
,grossProfit,465770000.0,445213000.0,515448000.0,541372000.0,614131000.0,618617000.0,567193000.0,474860000.0,382470000.0,319484000.0,251185000.0,258962000.0,284309000.0,261430000.0,213352000.0,170957000.0,160264000.0,143003000.0,104039000.0,178237000.0,181537000.0,84000000.0,42500000.0,24600000.0
,grossProfitRatio,0.226773124144616,0.193363382248961,0.209721906330497,0.189747962837758,0.212842771855572,0.230096168330844,0.263368361324306,0.273744540068704,0.277504685299515,0.282664916032371,0.273819763075075,0.228098856167412,0.269137452656311,0.290338415338415,0.288876823318986,0.275751773884739,0.294571534652555,0.306571424283806,0.262755269551514,0.431692017050959,0.449857883794292,0.407766990291262,0.407478427612656,0.376146788990826
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,324376000.0,375439000.0,348724000.0,361325000.0,303763000.0,348517000.0,311288000.0,274750000.0,237595000.0,212544000.0,172746000.0,215008000.0,207553000.0,177453000.0,147878000.0,128119000.0,114386000.0,97279000.0,87920000.0,132385000.0,163766000.0,54400000.0,30400000.0,19700000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-3956000.0,-1023000.0,2087000.0,-388000.0,-6791000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
