date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,301385000.0,310046000.0,298595000.0,294112000.0,315223000.0,304874644.0,238337610.0
,costOfRevenue,76173000.0,76140000.0,73588000.0,62280000.0,53453000.0,54919458.0,47696734.0
,grossProfit,225212000.0,233906000.0,225007000.0,231832000.0,261770000.0,249955186.0,190640876.0
,grossProfitRatio,0.747256830963718,0.754423537152552,0.753552470737956,0.788243934283538,0.830427982729687,0.819862166038314,0.799877434367157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,15940000.0,11204000.0,8448000.0,6716000.0,11011000.0,10335424.0,6146603.0
,SellingAndMarketingExpenses,4938000.0,5142000.0,5368000.0,5812000.0,6995000.0,6697412.0,5472823.0
,otherExpenses,-403000.0,0.0,-3517000.0,-102000.0,-1797000.0,0.0,0.0
,operatingExpenses,192601000.0,192426000.0,177825000.0,153371000.0,133088000.0,134492982.0,120481694.0
,costAndExpenses,268774000.0,268566000.0,251413000.0,215651000.0,186541000.0,189412440.0,168178428.0
,interestExpense,48611000.0,44908000.0,37691000.0,32321000.0,28085000.0,30321411.0,28767858.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,76173000.0,76140000.0,73588000.0,62280000.0,53453000.0,45808750.0,36608168.0
,EBITDA,108784000.0,117620000.0,120770000.0,140741000.0,182135000.0,161270954.0,106767350.0
,EBITDARatio,0.360946961527614,0.379363062255278,0.404460891843467,0.478528587748885,0.577797305399669,0.528974636539469,0.447966856762556
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,32611000.0,41480000.0,47182000.0,78461000.0,128682000.0,115462204.0,70159182.0
,operatingIncomeRatio,0.108203792491332,0.13378659940783,0.158013362581423,0.266772522032423,0.408225288129356,0.378720258546657,0.294368908037636
,totalOtherIncomeExpensesNet,-49000.0,-2832000.0,-4303000.0,-606000.0,-1855000.0,-2259116.0,-203793.0
,incomeBeforeTax,-15129000.0,-5406000.0,5707000.0,45815000.0,98894000.0,85371027.0,41490099.0
,incomeBeforeTaxRatio,-0.0501982514060089,-0.0174361223818401,0.0191128451581574,0.155773990860625,0.313727107476295,0.280020095734823,0.174081207745601
,incomeTaxExpense,352000.0,333000.0,397000.0,1177000.0,800000.0,903526.0,506263.0
,netIncome,-16706000.0,-5739000.0,5310000.0,44638000.0,98094000.0,84467501.0,40983836.0
,netIncomeRatio,-0.0554307613185792,-0.0185101565574141,0.0177832850516586,0.151772114024589,0.311189221598678,0.277056497358304,0.171957065441749
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.3,-0.1,0.0956602080233009,0.81,1.77,1.53,0.89
,EPSDiluted,-0.3,-0.1,0.0950225811948272,0.8,1.76,1.52,0.89
,weightedAverageShsOut,55792711.0,55629023.0,55508974.0,55418626.0,55360004.0,55336402.0,46031386.0
,weightedAverageShsOutDil,55792711.0,55629023.0,55881454.0,55794481.0,55704104.0,55483478.0,46031386.0
