date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY
,revenue,187802000.0,195892000.0,213312000.0,236707000.0,189482000.0,66227000.0,19099000.0,13678903.0,2539000.0
,costOfRevenue,45465000.0,60897000.0,61916000.0,57186000.0,55306000.0,15647000.0,11714000.0,7380825.0,3166000.0
,grossProfit,142337000.0,134995000.0,151396000.0,179521000.0,134176000.0,50580000.0,7385000.0,6298078.0,-627000.0
,grossProfitRatio,0.757909926411859,0.689129724542095,0.709739723972397,0.758410186433016,0.708120032509684,0.763736844489408,0.386669459133986,0.460422740039899,-0.246947617172115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,30785000.0,36810000.0,44419000.0,32607000.0,30262000.0,27855000.0,16816000.0,9795542.0,12805000.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,73066000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-8262000.0,700000.0,0.0,0.0,0.0,0.0,35000.0,3202.0,12000.0
,operatingExpenses,109383000.0,113180000.0,104928000.0,104023000.0,82575000.0,48020000.0,26142000.0,0.0,0.0
,costAndExpenses,154848000.0,174077000.0,166844000.0,161209000.0,137881000.0,63667000.0,37856000.0,22134027.0,22370000.0
,interestExpense,2577000.0,2686000.0,2736000.0,1136000.0,8000.0,11000.0,8000.0,1399999.0,309000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,4766000.0,4651000.0,3670000.0,3747000.0,1589000.0,112000.0,104000.0,134994.0,240000.0
,EBITDA,37720000.0,26466000.0,50138000.0,79245000.0,53190000.0,2672000.0,-18653000.0,-8320130.0,-19591000.0
,EBITDARatio,0.200849831205205,0.135105057889041,0.235045379537954,0.334780973946694,0.280712679832385,0.0403460824135171,-0.976647992041468,-0.608245412662112,-7.71602993304451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,32954000.0,21815000.0,46468000.0,75498000.0,51601000.0,2560000.0,-18757000.0,-8455124.0,-19831000.0
,operatingIncomeRatio,0.175472039701388,0.111362383354093,0.217840534053405,0.318951277317528,0.272326658996633,0.0386549292584595,-0.98209330331431,-0.618114186495803,-7.81055533674675
,totalOtherIncomeExpensesNet,-8262000.0,700000.0,-9852000.0,-1508000.0,1750000.0,0.0,-538000.0,3001152.0,-39000.0
,incomeBeforeTax,22677000.0,21998000.0,34038000.0,72945000.0,53427000.0,2574000.0,-19272000.0,-6947176.0,-20164000.0
,incomeBeforeTaxRatio,0.120749512784741,0.112296571580259,0.159569081908191,0.308165791463708,0.281963458270443,0.0388663234028417,-1.00905806586732,-0.507875229468328,-7.94170933438362
,incomeTaxExpense,10688000.0,7685000.0,2135000.0,21002000.0,-28026000.0,3000.0,-1295000.0,-898703.0,-781000.0
,netIncome,11989000.0,14313000.0,31903000.0,51943000.0,81453000.0,2571000.0,-17977000.0,-6048473.0,-19383000.0
,netIncomeRatio,0.0638385107719833,0.073065770935005,0.149560268526853,0.219440067256144,0.429871966730349,0.038821024657617,-0.941253468767998,-0.442175297244231,-7.63410791650256
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.89,1.04,2.16,3.44,5.24,0.17,-1.97,-0.63,-2.206128
,EPSDiluted,0.87,1.01,2.09,3.27,4.96,0.16,-1.97,-0.63,-2.206128
,weightedAverageShsOut,13481525.0,13754516.0,14768625.0,15102890.0,15533681.0,15250154.0,9955937.0,9646934.0,10568742.0
,weightedAverageShsOutDil,13771393.0,14138733.0,15278651.0,15908211.0,16434104.0,16253781.0,9955937.0,9646934.0,10568742.0
