date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-01-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,987679000.0,1006625000.0,820364000.0,800799000.0,817852000.0,796468000.0,777121000.0,707727000.0,662714000.0,0.0,619169000.0,583424000.0,546552000.0,561012000.0,652345000.0,632708000.0,569302000.0,578800000.0,519886000.0,382153000.0,309354000.0,263496000.0,225756000.0,168114000.0,169424173.0,155354418.0,190549112.0,171900000.0,155100000.0,129100000.0,101700000.0,92200000.0,89000000.0,103100000.0,104400000.0,108500000.0,69200000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,983626000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,10265000.0,12686000.0,9427000.0,11340000.0,10170000.0,9837000.0,10222000.0,8746000.0,7867000.0,-7766000.0,0.0,0.0,0.0,0.0,9474000.0,8069000.0,6780000.0,5536000.0,3886000.0,3505000.0,2636000.0,3388000.0,2091000.0,3915000.0,4172039.0,3277630.0,2093034.0,2800000.0,1700000.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,66828000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,806000000.0,784000000.0,759000000.0,722000000.0,663000000.0,601000000.0,591000000.0,533000000.0,521000000.0,521000000.0,436000000.0,405000000.0,413000000.0,453000000.0,398000000.0,454000000.0,429000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,797838000.0,773891000.0,752783000.0,716210000.0,660770000.0,599786000.0,587634000.0,532061000.0,519982000.0,-7766000.0,429440000.0,404934000.0,414115000.0,454414000.0,397869000.0,445815000.0,425426000.0,478458000.0,425608000.0,333425000.0,268336000.0,225203000.0,182721000.0,130393000.0,127902005.0,120114388.0,182280659.0,53300000.0,31200000.0,23000000.0,13700000.0,17100000.0,18500000.0,0.0,0.0,0.0,0.0
,interestExpense,7603000.0,7588000.0,7437000.0,7426000.0,7426000.0,7426000.0,7438000.0,8095000.0,6050000.0,0.0,6050000.0,6050000.0,6050000.0,6704000.0,6997000.0,6581000.0,7118000.0,6894000.0,1010000.0,1860000.0,3211000.0,5275000.0,4104000.0,2280000.0,1547542.0,2808470.0,3347378.0,3400000.0,1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,7432000.0,8164000.0,7042000.0,6944000.0,6430000.0,5406000.0,4557000.0,3765000.0,3145000.0,235000.0,3177000.0,3037000.0,3284000.0,3596000.0,3567000.0,3503000.0,3228000.0,3033000.0,3234000.0,3546000.0,3277000.0,3092000.0,2700000.0,2100000.0,2300000.0,2500000.0,3500000.0,3200000.0,3100000.0,3000000.0,2900000.0,2600000.0,2400000.0,0.0,0.0,0.0,0.0
,EBITDA,197273000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5863000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.200556918991568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,189841000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6098000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.192209209672373,0.231202284862784,0.08237928529287,0.105630751287152,0.192066535265549,0.246942752251189,0.243832041599699,0.248211527891404,0.215374958126733,0.0,0.30642522477708,0.305935306055287,0.242313631639807,0.190010195860338,0.390094198621895,0.295385865201641,0.252723510544491,0.173362128541811,0.181343602251263,0.127509139009768,0.132592434557174,0.145326684276042,0.190626162759794,0.224377505740153,0.245078180195691,0.226836355564732,0.0433927658503074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34595388.0,31700000.0,29100000.0,25900000.0,24900000.0,19600000.0,18600000.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,189841000.0,232734000.0,67581000.0,84589000.0,157082000.0,196682000.0,189487000.0,175666000.0,142732000.0,-6098000.0,189729000.0,178490000.0,132437000.0,106598000.0,254476000.0,186893000.0,143876000.0,100342000.0,94278000.0,48728000.0,41018000.0,38293000.0,43035000.0,37721000.0,41522168.0,35240030.0,8268453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.192209209672373,0.231202284862784,0.08237928529287,0.105630751287152,0.192066535265549,0.246942752251189,0.243832041599699,0.248211527891404,0.215374958126733,0.0,0.30642522477708,0.305935306055287,0.242313631639807,0.190010195860338,0.390094198621895,0.295385865201641,0.252723510544491,0.173362128541811,0.181343602251263,0.127509139009768,0.132592434557174,0.145326684276042,0.190626162759794,0.224377505740153,0.245078180195691,0.226836355564732,0.0433927658503074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,32750000.0,41092000.0,3402000.0,-20439000.0,42162000.0,59138000.0,54042000.0,49411000.0,39386000.0,0.0,59138000.0,51058000.0,38592000.0,27922000.0,78609000.0,52254000.0,36742000.0,27306000.0,22987000.0,12876000.0,10771000.0,9600000.0,11584000.0,9482000.0,11350685.0,9544309.0,318912.0,-6900000.0,4000000.0,3400000.0,3700000.0,3100000.0,1400000.0,1400000.0,5400000.0,5300000.0,2400000.0
,netIncome,157091000.0,191642000.0,64179000.0,105028000.0,114920000.0,137544000.0,135445000.0,126255000.0,103346000.0,-6098000.0,130591000.0,127432000.0,93845000.0,78676000.0,175867000.0,134639000.0,107134000.0,73036000.0,71291000.0,35852000.0,31047000.0,28693000.0,31451000.0,28239000.0,30171483.0,25695721.0,7949541.0,-5000000.0,15800000.0,13100000.0,12600000.0,11600000.0,8200000.0,7300000.0,13000000.0,9800000.0,4100000.0
