date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,7024000.0,7982200000.0,7932900000.0,7824100000.0,7683900000.0,5997800000.0,4673300000.0,4623400000.0,4471700000.0,4451800000.0,4220200000.0,4095400000.0,4121100000.0,3897500000.0,3495400000.0,3286100000.0,2980900000.0,1901000000.0,1372400000.0,1178600000.0,1040600000.0,939000000.0,861000000.0
,costOfRevenue,2128000.0,2252600000.0,2271900000.0,2132900000.0,2381800000.0,1800600000.0,1249800000.0,1286100000.0,1125200000.0,1122000000.0,1012400000.0,990800000.0,997300000.0,875900000.0,780100000.0,739400000.0,779900000.0,516200000.0,344800000.0,325900000.0,290900000.0,269000000.0,265000000.0
,grossProfit,4896000.0,5729600000.0,5661000000.0,5691200000.0,5302100000.0,4197200000.0,3423500000.0,3337300000.0,3346500000.0,3329800000.0,3207800000.0,3104600000.0,3123800000.0,3021600000.0,2715300000.0,2546700000.0,2201000000.0,1384800000.0,1027600000.0,852700000.0,749700000.0,670000000.0,596000000.0
,grossProfitRatio,0.697038724373576,0.717797098544261,0.713610407291155,0.727393566033154,0.690027199729304,0.699789922971756,0.732565852823487,0.721828091880434,0.748373101952278,0.747967114425626,0.760106156106346,0.75807002978952,0.758001504452695,0.775266196279666,0.776820964696458,0.774991631417181,0.738367607098527,0.72845870594424,0.748761294083358,0.723485491260818,0.720449740534307,0.713525026624068,0.692218350754936
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,372000.0,449300000.0,391700000.0,369900000.0,365600000.0,268800000.0,192800000.0,205000000.0,225600000.0,238600000.0,220000000.0,205400000.0,194000000.0,209600000.0,188300000.0,175500000.0,166700000.0,105800000.0,80700000.0,71600000.0,52000000.0,45000000.0,36000000.0
,GeneralAndAdministrativeExpenses,3177000.0,3343800000.0,3379300000.0,3369700000.0,3283400000.0,2660500000.0,2050000000.0,1966900000.0,1912300000.0,1991900000.0,1832400000.0,1732100000.0,1771300000.0,1489700000.0,1355700000.0,1259600000.0,1190000000.0,737500000.0,546000000.0,532800000.0,429700000.0,394000000.0,349000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,3563000.0,-4800000.0,-15600000.0,-18300000.0,-71300000.0,-36900000.0,-39600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
