Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,17315000.0,14299000.0,14606000.0,13973000.0
Revenue Growth,0.2109,-0.021,0.0453,
Cost of Revenue,0.0,0.0,0.0,0.0
Gross Profit,17315000.0,14299000.0,14606000.0,13973000.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,9580000.0,9554000.0,9122000.0,8796000.0
Operating Expenses,13400000.0,12301000.0,12388000.0,11751000.0
Operating Income,3915000.0,1998000.0,2218000.0,2222000.0
Interest Expense,0.0,0.0,0.0,0.0
Earnings before Tax,3915000.0,1998000.0,1996000.0,1988000.0
Income Tax Expense,963000.0,1594000.0,877000.0,1164000.0
Net Income - Non-Controlling int,0.0,0.0,222000.0,234000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,2952000.0,404000.0,1119000.0,824000.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,2952000.0,404000.0,1119000.0,824000.0
EPS,0.46,0.09,0.24,0.18
EPS Diluted,0.46,0.09,0.24,0.18
Weighted Average Shs Out,7156987.0,4656880.0,4650558.0,4646000.0
Weighted Average Shs Out (Dil),6380227.0,4655369.0,4649405.0,4645408.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0
EBITDA Margin,0.255,0.174,0.165,0.175
EBIT Margin,0.2261,0.1397,0.1367,0.1423
Profit Margin,0.17,0.028,0.077,0.059
Free Cash Flow margin,0.2595,0.1953,0.1527,0.1615
EBITDA,4409000.0,2483000.0,2413000.0,2441000.0
EBIT,3915000.0,1998000.0,1996000.0,1988000.0
Consolidated Income,2952000.0,404000.0,1341000.0,1058000.0
Earnings Before Tax Margin,0.2261,0.1397,0.1367,0.1423
Net Profit Margin,0.1705,0.0283,0.0766,0.059
