Date,2018-12-31,2017-12-31
Cash and cash equivalents,83499000.0,20969000.0
Short-term investments,0.0,0.0
Cash and short-term investments,83499000.0,20969000.0
Receivables,50108000.0,48940000.0
Inventories,0.0,0.0
Total current assets,201432000.0,121460000.0
Property Plant & Equipment Net,5630000.0,5083000.0
Goodwill and Intangible Assets,624739000.0,627682000.0
Long-term investments,0.0,0.0
Tax assets,1829000.0,1711000.0
Total non-current assets,655591000.0,654763000.0
Total assets,857023000.0,776223000.0
Payables,1766000.0,1790000.0
Short-term debt,2500000.0,0.0
Total current liabilities,62059000.0,51973000.0
Long-term debt,241051000.0,165206000.0
Total debt,243551000.0,165206000.0
Deferred revenue,35367000.0,33810000.0
Tax Liabilities,39112000.0,35886000.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,285859000.0,203570000.0
Total liabilities,347918000.0,255543000.0
Other comprehensive income,-787000.0,114000.0
Retained earnings (deficit),-6152000.0,7332000.0
Total shareholders equity,509105000.0,520680000.0
Investments,0.0,0.0
Net Debt,160052000.0,144237000.0
Other Assets,67825000.0,51551000.0
Other Liabilities,57793000.0,50183000.0
