date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-20870218.0,-19297664.0,-16453918.0,-18960017.0,-26039550.0,-21397791.0
,depreciationAndAmortization,1346560.0,1735804.0,1468121.0,1241873.0,1473778.0,662562.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1811509.0,1222805.0,1947014.0,1436087.0,1002128.0,405426.0
,changeInWorkingCapital,-156573.0,1484952.0,26377281.0,-506901.0,-23425253.0,-891665.0
,accountsReceivables,1575409.0,1848502.0,1332030.0,-4978827.0,-661195.0,40025.0
,inventory,-256940.0,-116787.0,-171909.0,77176.0,-33218.0,-746241.0
,accountsPayables,-23801.0,-155974.0,-150176.0,1225954.0,10073.0,-312275.0
,otherWorkingCapital,-543396.0,32468723.0,30983771.0,4606490.0,5113391.0,28538644.0
,otherNonCashItems,895590.0,-34148.0,-356549.0,458979.0,799984.0,745562.0
,netCashProvidedByOperatingActivites,-16292377.0,-16695936.0,-13173918.0,-16572308.0,-22234208.0,-19243273.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-453552.0,-1103176.0,-949514.0,-1020531.0,-1946515.0,-1338124.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-12465341.0,-34601208.0,-53970921.0,0.0,-3381271.0,-38346765.0
,salesMaturitiesOfInvestments,31650000.0,32200000.0,31700000.0,4300000.0,29750000.0,7500000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,18731107.0,-3504384.0,-23220435.0,3279469.0,24422214.0,-32184889.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-611230.0,-44043.0,-6023699.0,-6458924.0,-4579475.0,-29242.0
,commonStockIssued,7586814.0,20863892.0,38281022.0,20175503.0,2000000.0,47654190.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-2925.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-10237829.0,-1548999.0,-1444345.0,-1074937.0,-593380.0,-1078453.0
,netCashUsedProvidedByFinancingActivities,9049478.0,19391804.0,38129745.0,15753780.0,2025670.0,51108753.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,19609.0,-4336.0,-1145.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,11507817.0,-812852.0,1734247.0,2460941.0,4213676.0,-319409.0
,cashAtEndOfPeriod,22397812.0,10889995.0,11702847.0,9968600.0,7507659.0,3293983.0
,cashAtBeginningOfPeriod,10889995.0,11702847.0,9968600.0,7507659.0,3293983.0,3613392.0
,operatingCashFlow,-16292377.0,-16695936.0,-13173918.0,-16572308.0,-22234208.0,-19243273.0
,capitalExpenditure,-453552.0,-1103176.0,-949514.0,-1020531.0,-1946515.0,-1338124.0
,freeCashFlow,-16745929.0,-17799112.0,-14123432.0,-17592839.0,-24180723.0,-20581397.0
