Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,751412000.0,445942000.0,426612000.0,453335000.0
Revenue Growth,0.685,0.0453,-0.0589,
Cost of Revenue,462028000.0,280372000.0,258419000.0,290395000.0
Gross Profit,289384000.0,165570000.0,168193000.0,162940000.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,254871000.0,162351000.0,139093000.0,139355000.0
Operating Expenses,283123000.0,223892000.0,171383000.0,172404000.0
Operating Income,6261000.0,-58322000.0,-3190000.0,-9464000.0
Interest Expense,98433000.0,119308000.0,94671000.0,92028000.0
Earnings before Tax,-87640000.0,-148638000.0,-55438000.0,-105656000.0
Income Tax Expense,-38600000.0,-936000.0,-24502000.0,-34069000.0
Net Income - Non-Controlling int,-4532000.0,-2110000.0,0.0,0.0
Net Income - Discontinued ops,0.0,-14650000.0,-32195000.0,2634000.0
Net Income,-49040000.0,-147702000.0,-30936000.0,-71587000.0
Preferred Dividends,2135000.0,0.0,0.0,0.0
Net Income Com,-51175000.0,-147702000.0,-30936000.0,-71587000.0
EPS,-0.59,-7.47,-2.13,-4.92
EPS Diluted,-0.59,-7.47,-2.13,-4.92
Weighted Average Shs Out,108327575.0,62204329.0,62500000.0,62500000.0
Weighted Average Shs Out (Dil),87209605.0,19760189.0,14545833.0,14545833.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.3851,0.3713,0.3943,0.3594
EBITDA Margin,0.196,0.176,0.372,0.272
EBIT Margin,0.0144,-0.0658,0.092,-0.0301
Profit Margin,-0.068,-0.331,-0.073,-0.158
Free Cash Flow margin,-0.129,-0.1997,0.0382,-0.1061
EBITDA,147260000.0,78546000.0,158562000.0,123264000.0
EBIT,10793000.0,-29330000.0,39233000.0,-13628000.0
Consolidated Income,-53572000.0,-149812000.0,-30936000.0,-71587000.0
Earnings Before Tax Margin,-0.1166,-0.3333,-0.1299,-0.2331
Net Profit Margin,-0.0653,-0.3312,-0.0725,-0.1579
