Date,2017-10-31,2017-10,2016-10-31,2016-10,2015-10-31,2015-10,2014-10-31,2014-10,2013-10-31,2013-10,2012-10-31,2011-10-31
Depreciation & Amortization,3196210.0,3000000.0,3359953.0,3000000.0,3465311.0,3000000.0,3744234.0,4000000.0,4023270.0,4000000.0,0.0,0.0
Stock-based compensation,0.0,000000.0,0.0,0000000.0,0.0,-0000000.0,0.0,0000000.0,0.0,000000.0,0.0,0.0
Operating Cash Flow,2233800.0,2000000.0,8077037.0,8000000.0,2551176.0,3000000.0,3498081.0,3000000.0,4514868.0,5000000.0,0.0,0.0
Capital Expenditure,2623899.0,-3000000.0,2628937.0,-3000000.0,2515132.0,-3000000.0,2318965.0,-2000000.0,2238530.0,-2000000.0,0.0,0.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,0.0,0,0.0,0,0.0,0,-5369.0,0,-16431.0,0,0.0,0.0
Investing Cash flow,-2622619.0,-3000000.0,-2587821.0,-3000000.0,-2499354.0,-2000000.0,-2670031.0,-3000000.0,-3079513.0,-3000000.0,0.0,0.0
Issuance (repayment) of debt,-6099996.0,-6000000.0,-3026872.0,-3000000.0,-2646065.0,-3000000.0,-1571424.0,-2000000.0,-4673414.0,-5000000.0,-0.0,-0.0
Issuance (buybacks) of shares,-1065000.0,000000.0,-5553815.0,000000.0,0.0,000000.0,-5369.0,-0000000.0,-16431.0,-0000000.0,0.0,0.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,-4099996.0,-4000000.0,-3026872.0,-3000000.0,1198605.0,1000000.0,-1076793.0,-1000000.0,-2416845.0,-2000000.0,0.0,0.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,-4488815.0,-4000000.0,2462344.0,2000000.0,1250427.0,1000000.0,-248743.0,-0000000.0,-981490.0,-1000000.0,0.0,0.0
Free Cash Flow,-390099.0,-0000000.0,5448100.0,5000000.0,36044.0,0000000.0,1179116.0,1000000.0,2276338.0,2000000.0,0.0,0.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
