date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,17911100000.0,19893000000.0,18329700000.0,16882400000.0,20563100000.0,19913800000.0,19118000000.0,18260400000.0,16090540000.0,13202602000.0,11184938000.0,12697456000.0,11025917000.0,9596404000.0,7984704000.0,6889301000.0,5293876000.0,4577232000.0,3782444000.0,3777777000.0,3197200000.0,2910000000.0,2051000000.0,1811900000.0,1486800000.0,1288700000.0,1067100000.0,949000000.0,831600000.0,840000000.0,749100000.0,714600000.0,615000000.0,446000000.0,298000000.0
,costOfRevenue,7927400000.0,8785900000.0,8137200000.0,7547800000.0,9800600000.0,9471300000.0,9160400000.0,8846100000.0,7913876000.0,6575812000.0,5904718000.0,6757262000.0,5985022000.0,5353021000.0,4539689000.0,3996636000.0,3154809000.0,2791175000.0,2338027000.0,2166010000.0,1834400000.0,1712400000.0,1306400000.0,1171200000.0,981100000.0,889700000.0,753000000.0,670300000.0,601900000.0,573300000.0,499100000.0,462000000.0,406400000.0,342400000.0,239700000.0
,grossProfit,9983700000.0,11107100000.0,10192500000.0,9334600000.0,10762500000.0,10442500000.0,9957600000.0,9414300000.0,8176664000.0,6626790000.0,5280220000.0,5940194000.0,5040895000.0,4243383000.0,3445015000.0,2892665000.0,2139067000.0,1786057000.0,1444417000.0,1611767000.0,1362800000.0,1197600000.0,744600000.0,640700000.0,505700000.0,399000000.0,314100000.0,278700000.0,229700000.0,266700000.0,250000000.0,252600000.0,208600000.0,103600000.0,58300000.0
,grossProfitRatio,0.557402951242526,0.558342130397627,0.556064747377207,0.552919016253613,0.523388983178606,0.524385099780052,0.520849461240716,0.515558257212328,0.508165916122144,0.501930604285428,0.472083081730091,0.467825523474939,0.457186010016219,0.442184697517945,0.431451810862369,0.419877865693486,0.404064432185416,0.390204604005215,0.381873994697608,0.426644293720884,0.4262479669711,0.411546391752577,0.363042418332521,0.353606711187152,0.340126446058649,0.309614340032591,0.294349170649424,0.293677555321391,0.276214526214526,0.3175,0.333733813910025,0.353484466834593,0.339186991869919,0.232286995515695,0.195637583892617
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1126000000.0,1231200000.0,1128800000.0,975100000.0,1239100000.0,1314200000.0,1249900000.0,1137900000.0,1018526000.0,809481000.0,632651000.0,725443000.0,601424000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,5588300000.0,6472100000.0,6042500000.0,5608600000.0,6054300000.0,5697000000.0,5432800000.0,5181200000.0,4607692000.0,3673703000.0,3190211000.0,3345274000.0,2713097000.0,2741769000.0,2175751000.0,1795673000.0,1315572000.0,1091208000.0,872680000.0,909897000.0,778400000.0,722100000.0,401600000.0,345900000.0,266900000.0,208500000.0,180200000.0,180600000.0,161600000.0,165500000.0,136900000.0,130400000.0,110600000.0,61300000.0,31600000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,12000000.0,37200000.0,72800000.0,223400000.0,12400000.0,156500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,6714300000.0,7703300000.0,7171300000.0,6583700000.0,7293400000.0,7011200000.0,6682700000.0,6319100000.0,5626218000.0,4483184000.0,3737744000.0,4070717000.0,3300186000.0,2725390000.0,2180347000.0,1787532000.0,1293072000.0,1091208000.0,872680000.0,1059618000.0,904800000.0,830800000.0,477700000.0,414500000.0,325400000.0,253100000.0,221100000.0,217700000.0,194800000.0,191100000.0,156000000.0,148000000.0,124100000.0,70600000.0,38400000.0
,costAndExpenses,14641700000.0,16489200000.0,15308500000.0,14131500000.0,17094000000.0,16482500000.0,15843100000.0,15165200000.0,13540094000.0,11058996000.0,9642462000.0,10827979000.0,9285208000.0,8078411000.0,6720036000.0,5784168000.0,4447881000.0,3882383000.0,3210707000.0,3225628000.0,2739200000.0,2543200000.0,1784100000.0,1585700000.0,1306500000.0,1142800000.0,974100000.0,888000000.0,796700000.0,764400000.0,655100000.0,610000000.0,530500000.0,413000000.0,278100000.0
,interestExpense,108600000.0,157400000.0,162700000.0,184400000.0,162800000.0,122700000.0,145900000.0,157500000.0,141637000.0,120775000.0,122656000.0,130174000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1189500000.0,1307700000.0,1238300000.0,1128100000.0,1051300000.0,938500000.0,895000000.0,839800000.0,634934000.0,397082000.0,341587000.0,339287000.0,268492000.0,217190000.0,176972000.0,156128000.0,133436000.0,129565000.0,178390000.0,149721000.0,126400000.0,108700000.0,76100000.0,68600000.0,58500000.0,44600000.0,40900000.0,37100000.0,33200000.0,25600000.0,19100000.0,17600000.0,13500000.0,9300000.0,6800000.0
,EBITDA,4458900000.0,4711500000.0,4259500000.0,3879000000.0,4520400000.0,4369800000.0,4169900000.0,3935000000.0,3185380000.0,2540688000.0,1884063000.0,2208764000.0,2009201000.0,1735183000.0,1441640000.0,1261261000.0,979431000.0,824414000.0,750127000.0,701870000.0,584400000.0,475500000.0,343000000.0,294800000.0,238800000.0,190500000.0,133900000.0,98100000.0,68100000.0,101200000.0,113100000.0,122200000.0,98000000.0,42300000.0,26700000.0
,EBITDARatio,0.248946184209792,0.236842105263158,0.232382417606398,0.229765910060181,0.219830667554989,0.219435768160773,0.21811381943718,0.215493636503034,0.197966009841808,0.192438429939795,0.168446441097841,0.17395327063941,0.182225296997973,0.180815959811613,0.180550212005354,0.183075322155325,0.185012078106854,0.180111910429709,0.198318071596037,0.185789155897767,0.182784936819717,0.16340206185567,0.167235494880546,0.162702135879464,0.160613397901534,0.147823387910297,0.125480273638834,0.103371970495258,0.0818903318903319,0.12047619047619,0.150981177412895,0.171004757906521,0.159349593495935,0.0948430493273543,0.0895973154362416
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,3269400000.0,3403800000.0,3021200000.0,2750900000.0,3469100000.0,3431300000.0,3274900000.0,3095200000.0,2550446000.0,2143606000.0,1542476000.0,1869477000.0,1740709000.0,1517993000.0,1264668000.0,1105133000.0,845995000.0,694849000.0,571737000.0,552149000.0,458000000.0,366800000.0,266900000.0,226200000.0,180300000.0,145900000.0,93000000.0,61000000.0,34900000.0,75600000.0,94000000.0,104600000.0,84500000.0,33000000.0,19900000.0
,operatingIncomeRatio,0.182534852689115,0.171105413964711,0.164825392668729,0.162944841965597,0.168705107692906,0.172307645954062,0.171299299089863,0.169503406278066,0.15850592957104,0.162362388868497,0.137906531086717,0.147232406239486,0.157874306508928,0.158183523744936,0.158386334671893,0.160412935942268,0.159806349827612,0.151805501665635,0.15115544341172,0.146157118326466,0.143250344051045,0.126048109965636,0.130131643100926,0.124841326784039,0.121267150928168,0.113214867696128,0.087152094461625,0.0642781875658588,0.041967291967292,0.09,0.12548391403017,0.146375594738315,0.13739837398374,0.0739910313901345,0.0667785234899329
,totalOtherIncomeExpensesNet,5500000.0,37200000.0,72800000.0,44600000.0,12400000.0,156500000.0,431300000.0,69900000.0,33893000.0,313805000.0,0.0,0.0,14335000.0,16379000.0,-4596000.0,8141000.0,22500000.0,6273000.0,-69726000.0,0.0,-11800000.0,-40800000.0,0.0,0.0,0.0,0.0,8400000.0,6500000.0,5800000.0,5300000.0,7300000.0,1100000.0,1900000.0,8000000.0,6800000.0
,incomeBeforeTax,3305300000.0,3292800000.0,2938800000.0,2611300000.0,3324000000.0,3481800000.0,3566000000.0,3010800000.0,2447849000.0,2342705000.0,1424854000.0,1749307000.0,1637099000.0,1446172000.0,1234442000.0,1057717000.0,797035000.0,657468000.0,476264000.0,522924000.0,429500000.0,301100000.0,253800000.0,209800000.0,173100000.0,136600000.0,91000000.0,56700000.0,26300000.0,62100000.0,79100000.0,73000000.0,43400000.0,17800000.0,14100000.0
,incomeBeforeTaxRatio,0.184539196364266,0.165525561755391,0.16032995630043,0.154675875467943,0.161648778637462,0.174843575811749,0.186525787216236,0.164881382664126,0.152129698568227,0.17744267380021,0.12739042451554,0.137768305714152,0.148477355670281,0.150699366137566,0.154600846819118,0.153530379932594,0.150557927688522,0.143638775574408,0.12591435590322,0.138421087321989,0.134336294257475,0.103470790378007,0.123744514870795,0.115790054638777,0.116424535916061,0.105998292853263,0.0852778558710524,0.0597471022128556,0.0316257816257816,0.0739285714285714,0.105593378721132,0.102155051777218,0.0705691056910569,0.0399103139013453,0.0473154362416107
,incomeTaxExpense,873000000.0,641900000.0,469000000.0,457900000.0,725300000.0,883400000.0,871000000.0,711500000.0,512562000.0,549705000.0,273150000.0,431676000.0,423101000.0,324143000.0,336642000.0,311717000.0,260201000.0,223327000.0,178599000.0,198711000.0,167900000.0,118200000.0,99000000.0,81800000.0,67300000.0,54900000.0,37300000.0,25100000.0,13000000.0,26400000.0,32000000.0,33000000.0,22900000.0,9100000.0,8500000.0
,netIncome,3008200000.0,2650900000.0,2492100000.0,2553700000.0,3357400000.0,2598400000.0,2695000000.0,2392200000.0,2172264000.0,1793000000.0,1151704000.0,1317631000.0,1369904000.0,1122029000.0,897800000.0,746000000.0,536834000.0,290391000.0,297665000.0,324213000.0,261600000.0,182900000.0,154800000.0,207800000.0,108400000.0,81700000.0,17700000.0,31600000.0,13300000.0,35700000.0,61100000.0,39000000.0,20100000.0,8700000.0,5600000.0
,netIncomeRatio,0.167951717091636,0.133257929925099,0.135959672007725,0.151264038288395,0.16327304735181,0.130482379053722,0.1409666283084,0.131004797266215,0.135002554295878,0.135806562979025,0.10296918945818,0.103771259376681,0.124243997120602,0.116921817797583,0.112439985251801,0.108283844761609,0.101406606425991,0.0634424910076658,0.0786964724395127,0.0858211059043453,0.0818215938946578,0.0628522336769759,0.0754753778644564,0.114686240962526,0.0729082593489373,0.0633972220066734,0.0165870115265673,0.0332982086406744,0.015993265993266,0.0425,0.0815645441196102,0.054575986565911,0.0326829268292683,0.0195067264573991,0.0187919463087248
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
