Date,2018-11-30,2017-11-30,2013-11-30,2012-11-30,2011-11-30,2010-11-30,2009-11-30
Depreciation & Amortization,1497744.3609,1652037.6176,114043.3553,567975.8308,325809.6173,454634.1463,578997.1618
Stock-based compensation,1335338.3459,660658.3072,64090.4807,-502517.6234,360157.0167,1105365.8537,943235.5724
Operating Cash Flow,1845864.6617,2108934.1693,-7298774.7408,-15744209.4663,-26710500.4907,2829268.2927,5351939.4513
Capital Expenditure,-31578.9474,-24294.6708,56550.4241,-69486.4048,-229636.8989,-404878.0488,-385052.0341
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,-15538345.8647,-8601097.1787,6728557.9642,14514602.2155,2610402.3553,21949268.2927,-13061494.7966
Investing Cash flow,-15609774.4361,-9854231.9749,6785108.3883,14445115.8107,2380765.4563,21544390.2439,-13446546.8307
Issuance (repayment) of debt,-4052631.5789,-4072100.3135,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,18427819.5489,286833.8558,0.0,244712.9909,688910.6968,143414.6341,9413434.2479
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,13303759.3985,-3804858.9342,0.0,244712.9909,688910.6968,143414.6341,9405865.6575
Effect of forex changes on cash,987218.0451,350313.4796,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-460150.3759,-11550156.7398,-513666.3525,-1054380.6647,-23640824.3376,24517073.1707,1311258.2781
Free Cash Flow,1814285.7143,2084639.4984,-7242224.3167,-15813695.8711,-26940137.3896,2424390.2439,4966887.4172
Net Cash/Marketcap,,,,,,,
