date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,219000000.0,-52000000.0,995000000.0,746000000.0,7000000.0,-90000000.0,400000000.0,423000000.0,1057000000.0,1431000000.0
,depreciationAndAmortization,320000000.0,311000000.0,284000000.0,273000000.0,284000000.0,267000000.0,257000000.0,261000000.0,266000000.0,272000000.0
,deferredIncomeTax,-120000000.0,-165000000.0,23000000.0,83000000.0,-111000000.0,-198000000.0,-22000000.0,-14000000.0,15000000.0,49000000.0
,stockBasedCompensation,16000000.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,356000000.0,-348000000.0,-261000000.0,1063000000.0,-53000000.0,280000000.0,46000000.0,-91000000.0,600000000.0,-242000000.0
,accountsReceivables,0.0,0.0,47000000.0,-88000000.0,5000000.0,-64000000.0,4000000.0,-37000000.0,137000000.0,6000000.0
,inventory,126000000.0,116000000.0,-297000000.0,-208000000.0,147000000.0,19000000.0,-29000000.0,-75000000.0,-94000000.0,-245000000.0
,accountsPayables,55000000.0,-169000000.0,44000000.0,-170000000.0,332000000.0,18000000.0,-85000000.0,234000000.0,-45000000.0,-3000000.0
,otherWorkingCapital,0.0,1236000000.0,1584000000.0,1845000000.0,782000000.0,835000000.0,555000000.0,509000000.0,600000000.0,0.0
,otherNonCashItems,-12000000.0,31000000.0,32000000.0,57000000.0,196000000.0,221000000.0,18000000.0,6000000.0,47000000.0,-1000000.0
,netCashProvidedByOperatingActivites,807000000.0,650000000.0,1140000000.0,639000000.0,594000000.0,182000000.0,505000000.0,798000000.0,1390000000.0,1496000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-267000000.0,-481000000.0,-498000000.0,-411000000.0,-338000000.0,-519000000.0,-604000000.0,-438000000.0,-432000000.0,-355000000.0
,acquisitionsNet,5000000.0,-1000000.0,9000000.0,39000000.0,708000000.0,12000000.0,0.0,14000000.0,3000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-12000000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,27000000.0,0.0,2000000.0,2000000.0,0.0,42000000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,6000000.0,10000000.0,46000000.0,39000000.0,708000000.0,12000000.0,52000000.0,14000000.0,3000000.0,10000000.0
,netCashUsedForInvestingActivites,-234000000.0,-483000000.0,-487000000.0,-370000000.0,357000000.0,-497000000.0,-560000000.0,-424000000.0,-429000000.0,-345000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1371000000.0,-190000000.0,-708000000.0,-27000000.0,-381000000.0,-10000000.0,0.0,0.0,-1000000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-322000000.0,-644000000.0,-106000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-164000000.0,-164000000.0,-148000000.0,-22000000.0,-22000000.0,-105000000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-42000000.0,98000000.0,-29000000.0,-18000000.0,-4000000.0,-2689000000.0,55000000.0,-374000000.0,-960000000.0,-1151000000.0
,netCashUsedProvidedByFinancingActivities,-449000000.0,-419000000.0,-993000000.0,353000000.0,-396000000.0,687000000.0,55000000.0,-374000000.0,-961000000.0,-1151000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,38000000.0,-6000000.0,-15000000.0,32000000.0,-19000000.0,-6000000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,162000000.0,-258000000.0,-355000000.0,654000000.0,536000000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1105000000.0,943000000.0,1201000000.0,1556000000.0,902000000.0,366000000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,943000000.0,1201000000.0,1556000000.0,902000000.0,366000000.0,0.0,0.0,0.0,0.0,0.0
,operatingCashFlow,807000000.0,650000000.0,1140000000.0,639000000.0,594000000.0,182000000.0,505000000.0,798000000.0,1390000000.0,1496000000.0
,capitalExpenditure,-267000000.0,-481000000.0,-498000000.0,-411000000.0,-338000000.0,-519000000.0,-604000000.0,-438000000.0,-432000000.0,-355000000.0
,freeCashFlow,540000000.0,169000000.0,642000000.0,228000000.0,256000000.0,-337000000.0,-99000000.0,360000000.0,958000000.0,1141000000.0
