date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,15115900000.0,24508200000.0,27186093000.0,21786637000.0,15920424000.0,13123929000.0,19828155000.0,19151455000.0,20138687000.0,14960338000.0,210671000.0,228000.0
,costOfRevenue,16745600000.0,23595100000.0,26583478000.0,20827224000.0,15021539000.0,12386139000.0,19354343000.0,18615966000.0,19007902000.0,14513994000.0,203971000.0,0.0
,grossProfit,-1629700000.0,913100000.0,602615000.0,959413000.0,898885000.0,737790000.0,473812000.0,535489000.0,1130785000.0,446344000.0,6700000.0,228000.0
,grossProfitRatio,-0.107813626710947,0.03725691809272,0.0221662965693526,0.0440367643707471,0.0564611218897185,0.0562171587487253,0.0238959197161814,0.0279607476298798,0.0561498870308675,0.0298351547939625,0.0318031432897741,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,248500000.0,284000000.0,276955000.0,214773000.0,166452000.0,181266000.0,143671000.0,104334000.0,120443000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,4300000.0,-200000.0,1109000.0,250922000.0,12908000.0,18150000.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,-113700000.0,294800000.0,273696000.0,-23185000.0,375720000.0,360533000.0,324053000.0,215813000.0,0.0,0.0,0.0,0.0
,costAndExpenses,16631900000.0,23889900000.0,26857174000.0,20804039000.0,15397259000.0,12746672000.0,19678396000.0,18831779000.0,19220583000.0,14653920000.0,246372000.0,6338000.0
,interestExpense,258200000.0,159600000.0,169911000.0,154427000.0,150045000.0,106187000.0,98764000.0,93784000.0,108629000.0,0.0,1388000.0,10000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,11300000.0,10800000.0,10634000.0,12964000.0,222176000.0,197417000.0,180382000.0,111479000.0,92238000.0,53743000.0,1402000.0,44000.0
,EBITDA,-1504700000.0,629100000.0,339553000.0,995562000.0,745341000.0,574674000.0,330141000.0,431155000.0,1010342000.0,360161000.0,-34299000.0,-6066000.0
,EBITDARatio,-0.0995441885696518,0.0256689597767278,0.0124899521236832,0.0456959924562933,0.0468166551343105,0.0437882588362067,0.0166501119241805,0.0225129108989369,0.0501692091445684,0.0240743892283717,-0.162808359954621,-26.6052631578947
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-1516000000.0,618300000.0,328919000.0,982598000.0,523165000.0,377257000.0,149759000.0,319676000.0,918104000.0,306418000.0,-35701000.0,-6110000.0
,operatingIncomeRatio,-0.100291745777625,0.0252282909393591,0.0120987962485084,0.0451009488063715,0.0328612479165128,0.0287457361282585,0.00755284594053254,0.0166919954645744,0.045589069436354,0.0204820238687121,-0.169463286356452,-26.7982456140351
,totalOtherIncomeExpensesNet,443000000.0,20800000.0,49790000.0,-29156000.0,-9952000.0,11188000.0,4864000.0,4874000.0,-4163000.0,1373000.0,-6051000.0,0.0
,incomeBeforeTax,-1331200000.0,479500000.0,208798000.0,799015000.0,363168000.0,282258000.0,55859000.0,230766000.0,805312000.0,242671000.0,0.0,0.0
,incomeBeforeTaxRatio,-0.0880662084295345,0.0195648803257685,0.00768032390678572,0.0366745450433676,0.0228114527603034,0.0215071264100865,0.00281715570611587,0.0120495283517623,0.0399883070827805,0.0162209570398744,0.0,0.0
,incomeTaxExpense,2100000.0,104300000.0,33507000.0,315584000.0,137650000.0,86725000.0,-22412000.0,16681000.0,1275000.0,0.0,0.0,0.0
,netIncome,-1392400000.0,319400000.0,128315000.0,415517000.0,170811000.0,146401000.0,-38237000.0,39540000.0,1956000.0,242671000.0,-44357000.0,6100000.0
,netIncomeRatio,-0.0921149253435125,0.0130323728384786,0.00471987644565183,0.0190721036936541,0.0107290484223284,0.0111552721749714,-0.00192841946212343,0.00206459509212224,9.71264909177048e-05,0.0162209570398744,-0.210551048791718,26.7543859649123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-11.6403887649081,2.66,1.11,3.78,1.73704390559461,1.66,-0.51,1.22,0.08,11.837587,-2.163752,0.29756
,EPSDiluted,-11.5398004809604,2.64,1.1,3.73,1.64864806197058,1.65,-0.51,1.2,0.08,11.837587,-2.163752,0.29756
