date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-764614000.0,-187001000.0,508407000.0,-160843000.0,-757744000.0,-447710000.0,666051000.0,170935000.0,-54249000.0,215416000.0,196837000.0,-99370000.0,91553000.0,189712000.0,190015000.0,151936000.0,92479000.0,95575000.0,27560000.0,40459000.0,55620000.0,100000.0,-8800000.0,23100000.0,10400000.0,1700000.0,3700000.0,3700000.0,15600000.0,3200000.0,3400000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227596000.0,154522000.0,132758000.0,92223000.0,81960000.0,54432000.0,51346000.0,40129000.0,22600000.0,24900000.0,18400000.0,12700000.0,10200000.0,10100000.0,8800000.0,6200000.0,5600000.0,4400000.0
,deferredIncomeTax,-192540000.0,-41835000.0,141708000.0,-192066000.0,-448643000.0,-276722000.0,397780000.0,105555000.0,-29638000.0,123789000.0,114517000.0,-39735000.0,40634000.0,92955000.0,74832000.0,5547000.0,39573000.0,21687000.0,14450000.0,23726000.0,21348000.0,-900000.0,-5400000.0,10800000.0,4600000.0,-1000000.0,-800000.0,-1200000.0,800000.0,300000.0,-1300000.0
,stockBasedCompensation,14999000.0,24318000.0,23908000.0,22700000.0,26897000.0,27467000.0,32694000.0,32347000.0,30185000.0,26824000.0,26743000.0,18765000.0,14812000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,11591000.0,-182620000.0,-26692000.0,180433000.0,-406994000.0,256081000.0,-47987000.0,209352000.0,-158381000.0,184807000.0,-139783000.0,-102818000.0,107797000.0,-115474000.0,17933000.0,-7098000.0,8934000.0,1051000.0,-31950000.0,-6639000.0,27139000.0,3700000.0,200000.0,-4300000.0,-4900000.0,1600000.0,0.0,2000000.0,200000.0,-2200000.0,600000.0
,accountsReceivables,29100000.0,-39556000.0,-30152000.0,13997000.0,-10562000.0,140200000.0,24088000.0,-78494000.0,-21389000.0,-41998000.0,-47153000.0,46743000.0,-14327000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-219409000.0,-36789000.0,-10097000.0,-190530000.0,216464000.0,-39617000.0,8370000.0,-200982000.0,-42601000.0,-227408000.0,-87625000.0,15193000.0,-92604000.0,22870000.0,4937000.0,12035000.0,3101000.0,2050000.0,34000000.0,40639000.0,13500000.0,9800000.0,9600000.0,13900000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,362256000.0,56916000.0,-120258000.0,45395000.0,336685000.0,563153000.0,14427000.0,26127000.0,25301000.0,115306000.0,-37849000.0,-14809000.0,-32107000.0,71132000.0,33146000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0,-100000.0,100000.0,0.0,100000.0,-100000.0,4200000.0,4800000.0,8000000.0
,netCashProvidedByOperatingActivites,790944000.0,823567000.0,720629000.0,515390000.0,552804000.0,978352000.0,1456575000.0,1338514000.0,921969000.0,760532000.0,497097000.0,436106000.0,678221000.0,630792000.0,467700000.0,409379000.0,237162000.0,204319000.0,141709000.0,127492000.0,92267000.0,40800000.0,45400000.0,43100000.0,24200000.0,17700000.0,20300000.0,19700000.0,27000000.0,11700000.0,15100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7873000.0,-2581000.0,-33255000.0,-89896000.0,-2183790000.0,-7984000.0,-544553000.0,-61603000.0,-5773000.0,0.0,-664000.0,-76000.0,-81823000.0,-820631000.0,-725695000.0,-270881000.0,-268190000.0,-200236000.0,-184723000.0,-170804000.0,-65241000.0,-40300000.0,-58600000.0,-81500000.0,-27500000.0,-22700000.0,-17000000.0,-13500000.0,-17300000.0,-15300000.0,-7900000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1168000.0,0.0,-1502000.0,-1470000.0,-12529000.0,-13523000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002000.0,0.0,1450000.0,25000.0,1427000.0,12500000.0,2450000.0,12538000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-3000000.0,-985000.0,-3256000.0,-2613000.0,893000.0,3661000.0,-4125000.0,34337000.0,-24212000.0,15982000.0,91000.0,3869000.0,7325000.0,-10121000.0,3153000.0,6958000.0,877000.0,15000000.0,-1800000.0,6300000.0,-20800000.0,-12600000.0,-6300000.0,-7600000.0,-1400000.0,600000.0,200000.0
