date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY
,revenue,535831000.0,472797000.0,428072000.0,421253000.0,368970000.0,301711000.0,258669000.0,406266000.0,363687000.0,161285000.0,147225000.0,134866000.0,133337000.0,136323000.0,112103000.0,95785000.0,152636000.0,167566000.0,172040000.0,160699000.0,194293000.0,112952000.0,86872000.0,44913000.0,28300000.0,20600000.0
,costOfRevenue,417431000.0,383623000.0,322199000.0,306207000.0,268046000.0,220138000.0,177103000.0,350538000.0,335980000.0,109903000.0,105898000.0,95319000.0,96117000.0,115040000.0,84188000.0,68732000.0,129500000.0,150175000.0,151465000.0,148731000.0,188097000.0,91317000.0,69255000.0,31520000.0,19400000.0,13200000.0
,grossProfit,118400000.0,89174000.0,105873000.0,115046000.0,100924000.0,81573000.0,81566000.0,55728000.0,27707000.0,51382000.0,41327000.0,39547000.0,37220000.0,21283000.0,27915000.0,27053000.0,23136000.0,17391000.0,20575000.0,11968000.0,6196000.0,21635000.0,17617000.0,13393000.0,8900000.0,7400000.0
,grossProfitRatio,0.220965192383419,0.188609487792858,0.24732521631875,0.273104286497663,0.273529013198905,0.270368001166679,0.315329629758494,0.137171212949152,0.0761836414279312,0.318578913104132,0.280706401766004,0.293231800453784,0.279142323586101,0.156121857646912,0.249012069257736,0.282434619199248,0.151576299169265,0.103785970901018,0.119594280399907,0.0744746389212129,0.0318899805963159,0.191541539769105,0.202792614421217,0.298198739785808,0.314487632508834,0.359223300970874
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,9200000.0,8014000.0,5692000.0,3824000.0,3008000.0,2273000.0,1940000.0,2628000.0,1765000.0,1549000.0,1421000.0,1993000.0,1267000.0,1457000.0,1234000.0,836000.0,565000.0,564000.0,552000.0,472000.0,714000.0,549000.0,185000.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,71425000.0,45972000.0,35527000.0,31124000.0,49665000.0,37863000.0,39684000.0,44526000.0,38881000.0,17033000.0,15580000.0,19479000.0,23202000.0,22301000.0,17873000.0,14381000.0,11593000.0,9987000.0,8370000.0,8291000.0,11832000.0,6298000.0,4974000.0,4577000.0,0.0,0.0
,SellingAndMarketingExpenses,21037000.0,19542000.0,15030000.0,12126000.0,9965000.0,7851000.0,7838000.0,12713000.0,12804000.0,6537000.0,6019000.0,5242000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216000.0,1864000.0,2417000.0,2305000.0,1984000.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,101662000.0,73528000.0,56249000.0,47074000.0,62638000.0,47987000.0,49462000.0,59867000.0,53450000.0,25119000.0,23020000.0,26714000.0,24469000.0,23758000.0,19107000.0,15217000.0,12171000.0,10447000.0,9334000.0,11443000.0,14731000.0,9264000.0,7464000.0,0.0,0.0,0.0
,costAndExpenses,519093000.0,457151000.0,378448000.0,353281000.0,330684000.0,268125000.0,226565000.0,410405000.0,389430000.0,135022000.0,128918000.0,122033000.0,120586000.0,138798000.0,103295000.0,83949000.0,141671000.0,160622000.0,160799000.0,160174000.0,202828000.0,100581000.0,76719000.0,38081000.0,24900000.0,18400000.0
,interestExpense,25039000.0,23227000.0,15445000.0,13094000.0,16244000.0,13065000.0,18289000.0,24406000.0,14255000.0,5595000.0,4710000.0,4215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,9561000.0,7329000.0,4508000.0,3714000.0,2936000.0,2521000.0,2742000.0,5285000.0,7350000.0,3900000.0,3882000.0,2941000.0,2442000.0,1805000.0,1962000.0,1932000.0,2369000.0,2384000.0,2889000.0,2971000.0,3011000.0,1237000.0,717000.0,429000.0,300000.0,200000.0
,EBITDA,26299000.0,22975000.0,54132000.0,71686000.0,41222000.0,36107000.0,34846000.0,1146000.0,-18393000.0,30163000.0,22189000.0,15774000.0,15193000.0,-670000.0,10770000.0,13768000.0,13334000.0,9328000.0,14130000.0,3496000.0,-5524000.0,13608000.0,10870000.0,7261000.0,3700000.0,2400000.0
,EBITDARatio,0.0490807736021246,0.0485937939538533,0.126455362649274,0.170173268795712,0.111721820202184,0.119674125239053,0.134712702333871,0.00282081198032816,-0.0505737076112151,0.187016771553461,0.150714892171846,0.116960538608693,0.11394436652992,-0.00491479794312038,0.0960723620242099,0.143738581197474,0.0873581592809036,0.0556676175357769,0.0821320623110905,0.021754958027119,-0.0284312867679227,0.120475954387705,0.125126623077631,0.161668113909113,0.130742049469965,0.116504854368932
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,16738000.0,15646000.0,49624000.0,67972000.0,38286000.0,33586000.0,32104000.0,-4139000.0,-25743000.0,26263000.0,18307000.0,12833000.0,12751000.0,-2475000.0,8808000.0,11836000.0,10965000.0,6944000.0,11241000.0,525000.0,-8535000.0,12371000.0,10153000.0,6832000.0,3400000.0,2200000.0
,operatingIncomeRatio,0.0312374610651493,0.0330924265593902,0.115924423928685,0.161356714373547,0.103764533701927,0.11131844712324,0.124112282492297,-0.0101879064455308,-0.0707833934124673,0.162835973587128,0.124347087790796,0.0951537081251019,0.0956298701785701,-0.0181554103122731,0.0785706002515544,0.123568408414679,0.0718375743599151,0.0414403876681427,0.065339455940479,0.00326697739251644,-0.0439284997400833,0.109524399745024,0.116873100653836,0.152116313762162,0.120141342756184,0.106796116504854
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84686000.0,-1744000.0,-879000.0,1331000.0,-2191000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-914000.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-8301000.0,-7581000.0,34179000.0,54878000.0,22042000.0,20521000.0,13815000.0,-113231000.0,-41742000.0,20029000.0,14928000.0,6446000.0,7303000.0,-838800.0,5854000.0,10144000.0,10034000.0,5600000.0,7685000.0,-4089000.0,-11715000.0,10794000.0,9063000.0,5999000.0,2800000.0,1600000.0
,incomeBeforeTaxRatio,-0.0154918248477598,-0.01603436570029,0.0798440449270216,0.130273256214199,0.0597392741957341,0.0680154187285184,0.0534080233812324,-0.278711484593838,-0.114774517648417,0.124183898068636,0.101395822720326,0.0477955896964394,0.0547709937976706,-0.006153033604014,0.0522198335459354,0.105903847157697,0.0657380958620509,0.0334196674743086,0.0446698442222739,-0.0254450867771424,-0.0602955330351582,0.0955627169062965,0.104325904779446,0.133569345178456,0.0989399293286219,0.0776699029126214
,incomeTaxExpense,-1011000.0,268000.0,17863000.0,17305000.0,11479000.0,9068000.0,7333000.0,-21720000.0,6772000.0,7809000.0,5282000.0,2589000.0,2696000.0,-3432000.0,2186000.0,3856000.0,3552000.0,-5025000.0,-4004000.0,13000.0,-1173000.0,4192000.0,3529000.0,2353000.0,1200000.0,500000.0
,netIncome,-7290000.0,-7849000.0,16316000.0,37573000.0,10563000.0,11453000.0,107359000.0,-91511000.0,-48514000.0,12220000.0,9646000.0,3857000.0,4607000.0,-4956000.0,3668000.0,6288000.0,6482000.0,10625000.0,11689000.0,-4102000.0,-28244000.0,6602000.0,5534000.0,3646000.0,1600000.0,1100000.0
,netIncomeRatio,-0.0136050359161751,-0.0166012051683915,0.0381150834439066,0.0891934300764624,0.028628343767786,0.0379601671798509,0.415043936459336,-0.225248974809608,-0.133394924756728,0.0757665002945097,0.0655187637969095,0.0285987572850088,0.0345515498323796,-0.0363548337404547,0.0327199093690624,0.0656470219763011,0.0424670457821222,0.0634078512347374,0.0679435015112764,-0.0255259833601951,-0.145368078108836,0.0584496069126709,0.0637029192374989,0.0811791686148777,0.0565371024734982,0.0533980582524272
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.39,-0.42,0.87,2.02,0.58,0.68,7.34,-6.39,-3.9,1.01,0.804591526748706,0.321533972977808,0.4,-0.59,0.44,0.77,0.81,1.33,1.61,-0.63,-4.37,1.2,1.11,0.925616,0.5,0.52
,EPSDiluted,-0.39,-0.42,0.84,1.93,0.55,0.65,7.01,-6.39,-3.9,0.99,0.796096929711805,0.319126244422737,0.39,-0.59,0.43,0.73,0.77,1.24,1.51,-0.63,-4.37,1.16,1.11,0.925616,0.49,0.52
,weightedAverageShsOut,18913788.0,18849909.0,18854993.0,18608812.0,18233163.0,16734539.0,14633946.0,14327310.0,12442684.0,12042428.0,11988692.0,11995622.0,11522326.0,8348069.0,8251319.0,8151459.0,8023228.0,7960455.0,7253606.0,6460455.0,6460455.0,5521000.0,5007000.0,3939000.0,3200000.0,2307692.0
,weightedAverageShsOutDil,18913788.0,18849909.0,19514775.0,19418706.0,19066093.0,17605940.0,15317931.0,14327310.0,12442684.0,12334331.0,12116615.0,12086126.0,11808219.0,8348069.0,8483323.0,8599969.0,8388129.0,8540560.0,7765958.0,6460455.0,6460455.0,5693000.0,5007000.0,3939000.0,3265306.0,2307692.0
