date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-118000000.0,-1934000000.0,-416000000.0,181000000.0,-983000000.0,-414000000.0,-81000000.0,182000000.0
,depreciationAndAmortization,459000000.0,459000000.0,460000000.0,497000000.0,613000000.0,600000000.0,787000000.0,734000000.0
,deferredIncomeTax,-21000000.0,-220000000.0,-75000000.0,-230000000.0,-160000000.0,-115000000.0,-123000000.0,23000000.0
,stockBasedCompensation,20000000.0,24000000.0,38000000.0,40000000.0,23000000.0,19000000.0,28000000.0,24000000.0
,changeInWorkingCapital,-193000000.0,-358000000.0,-575000000.0,827000000.0,1382000000.0,20000000.0,-838000000.0,-536000000.0
,accountsReceivables,-14000000.0,107000000.0,133000000.0,31000000.0,-27000000.0,239000000.0,-44000000.0,-203000000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-8000000.0,409000000.0,767000000.0,1342000000.0,515000000.0,-867000000.0,-887000000.0,-49000000.0
,otherNonCashItems,9000000.0,10000000.0,10000000.0,1000000.0,28000000.0,140000000.0,0.0,-11000000.0
,netCashProvidedByOperatingActivites,161000000.0,132000000.0,283000000.0,302000000.0,108000000.0,493000000.0,665000000.0,379000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-76000000.0,-148000000.0,-179000000.0,-96000000.0,-149000000.0,-167000000.0,-189000000.0,-240000000.0
,acquisitionsNet,0.0,-97000000.0,675000000.0,56000000.0,-54000000.0,742000000.0,-290000000.0,-30000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,1000000.0,117000000.0,11000000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,-5000000.0,0.0,247000000.0,-35000000.0,18000000.0,-22000000.0
,netCashUsedForInvestingActivites,-134000000.0,-310000000.0,460000000.0,74000000.0,16000000.0,514000000.0,-488000000.0,-300000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-205000000.0,-54000000.0,-614000000.0,-402000000.0,-1164000000.0,-384000000.0,-166000000.0,-140000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-10000000.0,-10000000.0,-10000000.0,-10000000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-14000000.0,-21000000.0,-13000000.0,2000000.0,-606000000.0,-667000000.0,-36000000.0,-10000000.0
,netCashUsedProvidedByFinancingActivities,-74000000.0,-85000000.0,-637000000.0,-109000000.0,132000000.0,-1015000000.0,-149000000.0,-66000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,3000000.0,-8000000.0,1000000.0,-6000000.0,-11000000.0,-8000000.0,-1000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-47000000.0,-260000000.0,98000000.0,268000000.0,250000000.0,-19000000.0,20000000.0,12000000.0
,cashAtEndOfPeriod,458000000.0,505000000.0,765000000.0,658000000.0,390000000.0,140000000.0,159000000.0,139000000.0
,cashAtBeginningOfPeriod,505000000.0,765000000.0,667000000.0,390000000.0,140000000.0,159000000.0,139000000.0,127000000.0
,operatingCashFlow,161000000.0,132000000.0,283000000.0,302000000.0,108000000.0,493000000.0,665000000.0,379000000.0
,capitalExpenditure,-139000000.0,-215000000.0,-224000000.0,-132000000.0,-188000000.0,-194000000.0,-216000000.0,-288000000.0
,freeCashFlow,22000000.0,-83000000.0,59000000.0,170000000.0,-80000000.0,299000000.0,449000000.0,91000000.0
