date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-18714000.0,-21968000.0,-46756000.0,-55469000.0,-39469000.0,-13707000.0,781000.0,-3542000.0,-5059000.0
,depreciationAndAmortization,9544000.0,5523000.0,4215000.0,3759000.0,2920000.0,796000.0,512000.0,663000.0,1072000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,23401000.0,22417000.0,7138000.0,1744000.0,1998000.0,1341000.0,535000.0,72000.0,69000.0
,changeInWorkingCapital,17396000.0,-24516000.0,77749000.0,-1980000.0,-38369000.0,-5001000.0,28633000.0,-591000.0,1697000.0
,accountsReceivables,-10402000.0,-12675000.0,-3967000.0,-109000.0,1047000.0,320000.0,-417000.0,-1318000.0,-150000.0
,inventory,-3196000.0,-1270000.0,363000.0,1025000.0,492000.0,-80000.0,-168000.0,58000.0,-152000.0
,accountsPayables,4389000.0,1351000.0,-168000.0,292000.0,-620000.0,489000.0,510000.0,-19000.0,-113000.0
,otherWorkingCapital,3239000.0,37094000.0,61610000.0,-16139000.0,-14159000.0,24210000.0,29211000.0,578000.0,1169000.0
,otherNonCashItems,309000.0,1831000.0,3483000.0,5324000.0,3618000.0,121000.0,-701000.0,553000.0,634000.0
,netCashProvidedByOperatingActivites,33431000.0,-2769000.0,-4007000.0,-14307000.0,-16523000.0,-9752000.0,-3350000.0,-546000.0,-1776000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-2035000.0,-186000.0,-549000.0,-1199000.0,-733000.0,-98000.0,-141000.0
,acquisitionsNet,0.0,-18000000.0,-1000000.0,-6000000.0,-21000000.0,0.0,-1000000.0,0.0,0.0
,purchasesOfInvestments,-90034000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1623000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2406000.0
,otherInvestingActivites,0.0,0.0,0.0,-59000.0,-20568000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-100394000.0,-22579000.0,-7929000.0,-6164000.0,-21117000.0,-1199000.0,-1333000.0,-98000.0,642000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-183000.0,-172000.0,-28766000.0,-14359000.0,-3944000.0,-11466000.0,-4528000.0,-58000.0,-12994000.0
,commonStockIssued,158135000.0,0.0,52910000.0,18328000.0,7926000.0,203000.0,39246000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-4529000.0,-4378000.0,-923000.0,-9375000.0,20622000.0,0.0,-3733000.0,0.0,2941000.0
,netCashUsedProvidedByFinancingActivities,163149000.0,-132000.0,50268000.0,20004000.0,24927000.0,4408000.0,35986000.0,-58000.0,4607000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,274000.0,-849000.0,2000.0,104000.0,83000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,96460000.0,-26329000.0,38334000.0,-363000.0,-12630000.0,-6543000.0,31303000.0,-702000.0,3473000.0
,cashAtEndOfPeriod,134939000.0,38479000.0,64808000.0,16895000.0,17258000.0,29888000.0,36431000.0,5128000.0,5830000.0
,cashAtBeginningOfPeriod,38479000.0,64808000.0,26474000.0,17258000.0,29888000.0,36431000.0,5128000.0,5830000.0,2357000.0
,operatingCashFlow,33431000.0,-2769000.0,-4007000.0,-14307000.0,-16523000.0,-9752000.0,-3350000.0,-546000.0,-1776000.0
,capitalExpenditure,-10360000.0,-3349000.0,-7237000.0,-186000.0,-549000.0,-1199000.0,-733000.0,-98000.0,-141000.0
,freeCashFlow,23071000.0,-6118000.0,-11244000.0,-14493000.0,-17072000.0,-10951000.0,-4083000.0,-644000.0,-1917000.0
