Date,2017-12-31,2016-12-31,2015-12-31,2015-09-30,2014-09-30
Revenue,243409000.0,12269000.0,,14388682.0,16932000.0
Revenue Growth,18.8394,-0.1473,,-0.1502,
Cost of Revenue,206394000.0,8848000.0,,11072080.0,12480000.0
Gross Profit,37015000.0,3421000.0,4411000.0,2593752.0,3316602.0
R&D Expenses,0.0,0.0,,0.0,
SG&A Expense,32890000.0,4049000.0,,4289073.0,5259000.0
Operating Expenses,38764000.0,5823000.0,,19126009.0,4923423.0
Operating Income,-1749000.0,-2402000.0,-848000.0,-4610557.0,-1606821.0
Interest Expense,5819000.0,2272000.0,,-1553219.0,1308076.0
Earnings before Tax,-19469000.0,-6235000.0,,-3554914.0,516000.0
Income Tax Expense,560000.0,0.0,,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,
Net Income - Discontinued ops,0.0,0.0,,0.0,
Net Income,-20029000.0,-6235000.0,,-3554914.0,
Preferred Dividends,80000.0,79000.0,,79561.0,
Net Income Com,-20109000.0,-6314000.0,,-3634475.0,436000.0
EPS,-4.23,-0.1,,-42.75,5.45
EPS Diluted,-4.23,-0.1,,-42.75,5.28
Weighted Average Shs Out,5597296.0,3425010.0,,91000.0,80000.0
Weighted Average Shs Out (Dil),4748563.0,2590806.0,,85089.0,
Dividend per Share,0.0,0.0,,0.0,
Gross Margin,0.1521,0.2788,,0.2305,0.2605
EBITDA Margin,-0.016,-0.281,,-0.149,
EBIT Margin,-0.0561,-0.323,,-0.1562,
Profit Margin,-0.083,-0.515,,-0.253,
Free Cash Flow margin,-0.0044,-1.013,,-0.0132,
EBITDA,-3804000.0,-3447000.0,,-2138514.0,
EBIT,-13650000.0,-3963000.0,,-4610557.0,-2246838.0
Consolidated Income,-20029000.0,-6235000.0,,-3554914.0,
Earnings Before Tax Margin,-0.08,-0.5082,,-0.2471,0.0305
Net Profit Margin,-0.0823,-0.5082,,-0.2471,
