date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,4235677000.0,4289761000.0,4346703000.0,3763934000.0,3666799000.0,3381060000.0,3507206000.0,3456539000.0
,costOfRevenue,3333770000.0,3417222000.0,3422969000.0,2915736000.0,2866805000.0,2715125000.0,2919864000.0,2946463000.0
,grossProfit,901907000.0,872539000.0,923734000.0,848198000.0,799994000.0,665935000.0,587342000.0,510076000.0
,grossProfitRatio,0.212931014333718,0.203400375918379,0.212513714417571,0.225348797295596,0.218172307781256,0.196960420696468,0.167467208940678,0.147568420318706
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,702715000.0,660574000.0,733748000.0,585074000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1723000.0,-10013000.0,-4767000.0,5969000.0,3763000.0,14120000.0,1502000.0,12323000.0
,operatingExpenses,702715000.0,660574000.0,733748000.0,585074000.0,0.0,0.0,0.0,0.0
,costAndExpenses,4036485000.0,4077796000.0,4156717000.0,3500810000.0,3456212000.0,3227251000.0,3408341000.0,3428551000.0
,interestExpense,74800000.0,71778000.0,70818000.0,79034000.0,78416000.0,62285000.0,71724000.0,73804000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,134623000.0,133969000.0,125100000.0,111273000.0,106790000.0,95196000.0,100026000.0,104650000.0
,EBITDA,333815000.0,345934000.0,315086000.0,374397000.0,317377000.0,249005000.0,198891000.0,132638000.0
,EBITDARatio,0.078810305884986,0.080641788668413,0.0724885045055988,0.0994695975009126,0.086554239815163,0.073647021939865,0.0567092437684014,0.0383730662376441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,199192000.0,211965000.0,189986000.0,263124000.0,210587000.0,153809000.0,98865000.0,27988000.0
,operatingIncomeRatio,0.0470271930555611,0.0494118436901263,0.0437080702316215,0.0699066455469198,0.057430745454005,0.0454913547822281,0.0281891055159007,0.00809711679804567
,totalOtherIncomeExpensesNet,-7717000.0,-20142000.0,16409000.0,-38335000.0,-1022000.0,-7222000.0,-88909000.0,-29681000.0
,incomeBeforeTax,116675000.0,120045000.0,135577000.0,145755000.0,131975000.0,85955000.0,-59333000.0,-73055000.0
,incomeBeforeTaxRatio,0.0275457736744327,0.0279840765021641,0.0311907668869946,0.0387241115279917,0.0359918828384103,0.0254225006358953,-0.0169174550910326,-0.0211353032614416
,incomeTaxExpense,25089000.0,57074000.0,-7958000.0,138603000.0,-225596000.0,-5435000.0,18942000.0,1142000.0
,netIncome,91586000.0,62971000.0,144360000.0,10791000.0,357511000.0,90918000.0,-84109000.0,-68406000.0
,netIncomeRatio,0.0216225174865789,0.0146793725804305,0.0332113788312659,0.0028669471887658,0.0974994811550892,0.0268903834892016,-0.0239817678231618,-0.0197903162672257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.909782624773037,0.62582,1.424329,0.101896,3.408602,0.88,-1.748501,-0.662943
,EPSDiluted,0.909782624773037,0.62,1.36,0.098893,3.408602,0.87,-1.748501,-0.662943
,weightedAverageShsOut,100668003.0,100668003.0,101310862.0,105990483.0,104881700.0,103185385.0,105314768.0,103185385.0
,weightedAverageShsOutDil,100668003.0,101628811.0,106360657.0,109209218.0,104881700.0,103956416.0,108506347.0,103956416.0
