date,,2015-04-30_FY,2014-04-30_FY,2013-04-30_FY,2012-04-30_FY,2011-04-30_FY,2010-04-30_FY,2009-04-30_FY,2008-04-30_FY,2007-04-30_FY,2006-04-30_FY,2005-04-30_FY,2004-04-30_FY,2003-04-30_FY,2002-04-30_FY,2001-04-30_FY
,revenue,14978760.0,14581070.0,16097520.0,19805270.0,21002190.0,23840000.0,21130000.0,21650000.0,24480000.0,20860000.0,11050000.0,4570000.0,2260000.0,880000.0,640000.0
,costOfRevenue,2528360.0,2183230.0,2403380.0,2831270.0,3169690.0,2590000.0,2320000.0,4300000.0,3990000.0,2960000.0,1860000.0,950000.0,470000.0,320000.0,270000.0
,grossProfit,12450400.0,12397840.0,12589130.0,16561960.0,17713600.0,21230000.0,18530000.0,17050000.0,20460000.0,17800000.0,9150000.0,3600000.0,1780000.0,540000.0,340000.0
,grossProfitRatio,0.831203651036534,0.850269561835997,0.782054005834439,0.836240051259084,0.843416805580751,0.890520134228188,0.876952200662565,0.787528868360277,0.83578431372549,0.853307766059444,0.828054298642534,0.787746170678337,0.787610619469027,0.613636363636364,0.53125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,0.0,-1105010.0,-412040.0,-118900.0,-20000.0,-290000.0,-300000.0,-30000.0,10000.0000000002,-40000.0,-20000.0,-10000.0,-20000.0,-20000.0
,costAndExpenses,2528360.0,2183230.0,2403380.0,2831270.0,3169690.0,2590000.0,2320000.0,4300000.0,3990000.0,2970000.0,1860000.0,950000.0,470000.0,320000.0,270000.0
,interestExpense,21055950.0,36135210.0,97989120.0,-85877720.0,131747910.0,84480000.0,-178940000.0,-193120000.0,186070000.0,45840000.0,16400000.0,19320000.0,-14400000.0,-29260000.0,-14300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,54562300.0,84668250.0,209672380.0,-154781450.0,281328320.0,190210000.0,-339060000.0,-368890000.0,392620000.0,109560000.0,41990000.0,42260000.0,-27010000.0,-57970000.0,-28240000.0
,EBITDARatio,3.642645,5.806724,13.025136,-7.815165,13.39519,7.978607,-16.04638,-17.038799,16.038399,5.252157,3.8,9.247265,-11.951327,-65.875,-44.125
