date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-02-25_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,115800000.0,136400000.0,173200000.0,199000000.0,137100000.0,111600000.0,93400000.0,89195000.0,76269000.0,70254000.0,69886000.0,-20904000000.0,-17753000.0,55005000.0,-63514000.0,49951000.0,53264000.0,58563000.0,63220000.0,53752000.0,49793000.0,54208000.0,62100000.0,57200000.0,50300000.0,43100000.0,39500000.0,33300000.0,29000000.0,24200000.0,20000000.0
,depreciationAndAmortization,0.0,0.0,94300000.0,91000000.0,91900000.0,98300000.0,84400000.0,47289000.0,51209000.0,0.0,0.0,72401000000.0,0.0,0.0,84565000.0,83204000.0,74960000.0,70467000.0,66340000.0,68960000.0,66518000.0,60795000.0,58700000.0,53100000.0,52900000.0,46200000.0,40300000.0,35800000.0,33500000.0,28500000.0,24700000.0
,deferredIncomeTax,-2700000.0,-1400000.0,15400000.0,-76100000.0,-10900000.0,-2500000.0,-21100000.0,4421000.0,1257000.0,1250000.0,1772000.0,-23989000000.0,-23989000.0,-3001000.0,-15148000.0,4345000.0,5914000.0,-8070000.0,5085000.0,2643000.0,-131000.0,1202000.0,5900000.0,1200000.0,3700000.0,3400000.0,5900000.0,3400000.0,3100000.0,7000000.0,0.0
,stockBasedCompensation,10200000.0,8100000.0,6200000.0,8100000.0,6300000.0,11200000.0,5900000.0,5249000.0,5476000.0,7237000.0,5860000.0,5780000000.0,5780000.0,4952000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-9700000.0,-38900000.0,-102100000.0,-32800000.0,-31000000.0,4400000.0,108600000.0,-30230000.0,-8939000.0,-12235000.0,-259000.0,447351201000.0,59322000.0,-22817000.0,34891000.0,-8689000.0,-58709000.0,-5597000.0,-34241000.0,-17301000.0,-23248000.0,-37807000.0,900000.0,1600000.0,13300000.0,-22000000.0,-26900000.0,-6200000.0,2000000.0,11600000.0,35900000.0
,accountsReceivables,13700000.0,9900000.0,-3000000.0,-27300000.0,-4900000.0,36600000.0,5200000.0,-10460000.0,537000.0,-14186000.0,-7577000.0,-7680000000.0,-7680000.0,9060000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,8300000.0,-16000000.0,-14700000.0,-25200000.0,3100000.0,3100000.0,19500000.0,-6534000.0,6675000.0,-7340000.0,-3713000.0,58835000000.0,58835000.0,-35595000.0,15223000.0,-6679000.0,-16817000.0,-17483000.0,767000.0,5166000.0,-2182000.0,-5123000.0,-4700000.0,-1700000.0,7500000.0,-7000000.0,-20500000.0,2500000.0,0.0,8900000.0,1100000.0
,accountsPayables,-16700000.0,-5100000.0,-11200000.0,28000000.0,-4800000.0,-9700000.0,16000000.0,-776000.0,-5231000.0,24824000.0,6351000.0,5455000000.0,5455000.0,3959000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-12200000.0,-7700000.0,-24200000.0,-10800000.0,-10500000.0,-10400000.0,-7600000.0,-11407000.0,-16963000.0,-9034000.0,-5313000.0,447799000000.0,-7936000.0,-4828000.0,-19823000.0,12900000.0,-9254000.0,-2263000.0,-1293000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,127000000.0,134100000.0,16600000.0,18400000.0,31700000.0,47000000.0,39600000.0,18873000.0,14646000.0,67153000.0,65160000.0,-480639201000.0,137469000.0,100072000.0,138897000.0,6788000.0,3088000.0,13860000.0,-316000.0,9784000.0,5395000.0,12715000.0,2600000.0,3900000.0,400000.0,-800000.0,-500000.0,500000.0,1200000.0,10000000.0,1000000.0
,netCashProvidedByOperatingActivites,240600000.0,238300000.0,203600000.0,207600000.0,225100000.0,270000000.0,310800000.0,134797000.0,139918000.0,133659000.0,142419000.0,0.0,160829000.0,134211000.0,179691000.0,135599000.0,78517000.0,129223000.0,100088000.0,117838000.0,98327000.0,91113000.0,130200000.0,117000000.0,120600000.0,69900000.0,58300000.0,66800000.0,68800000.0,81300000.0,81600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-66800000.0,-65000000.0,-75900000.0,-76700000.0,-62400000.0,-86000000.0,-81800000.0,-43831000.0,-52130000.0,-52060000.0,-34518000.0,-26591000000.0,-26591000.0,-31027000.0,-46072000.0,-85159000.0,-111539000.0,-106423000.0,-52665000.0,-37107000.0,-63078000.0,-103286000.0,-73800000.0,-116600000.0,-77300000.0,-97300000.0,-115100000.0,-51600000.0,-53500000.0,-57300000.0,-86800000.0
,acquisitionsNet,0.0,0.0,-122500000.0,0.0,0.0,0.0,-1802300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32416000.0,-3170000.0,0.0,-1958000.0,-34100000.0,-37363000.0,-12580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-8700000.0,-5500000.0,-7700000.0,3800000.0,-6700000.0,-4700000.0,-6300000.0,-5407000.0,-5390000.0,-12423000.0,-10738000.0,-7144000000.0,-7144000.0,-10007000.0,-14798000.0,-12590000.0,-2350000.0,-12875000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,5300000.0,7700000.0,6100000.0,-4500000.0,8000000.0,1100000.0,18700000.0,3049000.0,9310000.0,9380000.0,4125000.0,0.0,10052000.0,6654000.0,14147000.0,6440000.0,7200000.0,5675000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
