date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,447836000.0,225291000.0,121441000.0,132544000.0,145894000.0,210973000.0,111650000.0,125342000.0,-5592000.0,-6531000.0,-548000.0,-2112000.0,-22585000.0,293235000.0,-17418000.0,-184473000.0,-85693000.0,-34420000.0,-40834000.0,-13117000.0,-14110000.0,0.0
,depreciationAndAmortization,21930000.0,1160000.0,-2345000.0,-13869000.0,-49765000.0,-83360000.0,-83279000.0,-53794000.0,-2533000.0,1714000.0,1788000.0,1981000.0,2159000.0,2238000.0,92144000.0,89225000.0,74765000.0,49581000.0,34603000.0,13102000.0,9974000.0,6770000.0
,deferredIncomeTax,16583000.0,-3855000.0,13197000.0,40933000.0,-9690000.0,17376000.0,-22782000.0,15829000.0,-6426000.0,0.0,1488000.0,0.0,7216000.0,2837000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,146000.0,150000.0,214000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,12603584000.0,-1218344000.0,-302693000.0,-716781000.0,-595562000.0,-2256725000.0,-206908000.0,-1576898000.0,-6167766000.0,-60919000.0,-170574000.0,40637000.0,-33632000.0,710727000.0,56305000.0,-2056000.0,-100968000.0,0.0,0.0,0.0,0.0,0.0
,accountsReceivables,515073000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22605000.0,0.0,0.0,0.0,864000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1427000.0,-12602157000.0,-11383813000.0,-11081120000.0,-10364339000.0,-9768777000.0,-7512052000.0,-7305144000.0,-5728246000.0,439520000.0,500439000.0,671013000.0,630376000.0,664008000.0,-46719000.0,-103024000.0,-100968000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,93513000.0,-193242000.0,762963000.0,631994000.0,326952000.0,219014000.0,195731000.0,763827000.0,167807000.0,0.0,0.0,0.0,-38822000.0,-346962000.0,-32446000.0,102283000.0,37606000.0,-3769000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,280436000.0,-433023000.0,389540000.0,-326303000.0,-183348000.0,35737000.0,-91420000.0,396705000.0,113921000.0,-3322000.0,9851000.0,18900000.0,-7190000.0,-46866000.0,37049000.0,7035000.0,27034000.0,10686000.0,14267000.0,6626000.0,-3177000.0,-1969000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-37746000.0,-42287000.0,-68079000.0,-31152000.0,-41941000.0,-31270000.0,-43186000.0,-33066000.0,-17412000.0,-296000.0,-322000.0,-1715000.0,-98000.0,-401000.0,-24889000.0,-176549000.0,-644537000.0,-28284000.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,-63000000.0,0.0,0.0,41000000.0,0.0,363000000.0,166000000.0,0.0,0.0,0.0,0.0,-115000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-982842000.0,-525692000.0,-364183000.0,-531986000.0,-513685000.0,-278525000.0,-172676000.0,-372998000.0,-224893000.0,-81583000.0,-44729000.0,-1095237000.0,-52625000.0,-118904000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,514968000.0,389456000.0,287410000.0,355096000.0,563094000.0,762020000.0,320369000.0,381890000.0,77445000.0,21182000.0,28392000.0,1110520000.0,59469000.0,50140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,22808000.0,-16188000.0,3198000.0,34346000.0,-19021000.0,-11350000.0,-17114000.0,4600000.0,0.0,0.0,0.0,18500000.0,-18500000.0,926606000.0,328000.0,-3770000.0,0.0,-3850000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-918840000.0,-604292000.0,-289667000.0,-357961000.0,-493561000.0,442289000.0,259824000.0,223917000.0,12869000.0,-60697000.0,-16659000.0,32068000.0,-12129000.0,742034000.0,135470000.0,-112948000.0,-607615000.0,-47693000.0,-167564000.0,-102762000.0,-91185000.0,-115996000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1325711000.0,-996095000.0,-643921000.0,-512193000.0,-217630000.0,-42571000.0,-2643000.0,-3262000.0,-766000.0,-6900000.0,0.0,-18000.0,-4000000.0,-5750000.0,-417696000.0,-163089000.0,-42660000.0,-25356000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,4139000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,438078000.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-208664000.0,-73385000.0,-58990000.0,-27388000.0,0.0,-144096000.0,0.0,0.0,-1298000.0,0.0,-125000000.0,0.0,0.0,-1551000.0,0.0,0.0,-43313000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-32524000.0,-29627000.0,-26698000.0,-23140000.0,-5801000.0,-3539000.0,-5619000.0,-2985000.0,0.0,0.0,-8766000.0,-10313000.0,-10313000.0,0.0,0.0,-45460000.0,-7247000.0,0.0,0.0,0.0,0.0,0.0
