date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,402751000.0,315484000.0,241100000.0,193978000.0,150224000.0,108867000.0,79129000.0,56872000.0,41101000.0,26982000.0
,costOfRevenue,228152000.0,162485000.0,121855000.0,99485000.0,77429000.0,59128000.0,46054000.0,36261000.0,25170000.0,14795000.0
,grossProfit,174599000.0,152999000.0,119245000.0,94493000.0,72795000.0,49739000.0,33075000.0,20611000.0,15931000.0,12187000.0
,grossProfitRatio,0.433515993752964,0.484965957069138,0.494587308170883,0.487132561424491,0.484576365960166,0.456878576611829,0.417988348140378,0.362410324940217,0.387606140969806,0.451671484693499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,97381000.0,76273000.0,51334000.0,40338000.0,32460000.0,21534000.0,12086000.0,9029000.0,5317000.0,3428000.0
,GeneralAndAdministrativeExpenses,73118000.0,57159000.0,45648000.0,37179000.0,31992000.0,22977000.0,16991000.0,11978000.0,8780000.0,4857000.0
,SellingAndMarketingExpenses,72323000.0,63947000.0,48124000.0,41170000.0,36284000.0,26999000.0,23069000.0,16726000.0,8962000.0,5589000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,260710000.0,203718000.0,146950000.0,120168000.0,102206000.0,72086000.0,52146000.0,37733000.0,23059000.0,13874000.0
,costAndExpenses,488862000.0,366203000.0,268805000.0,219653000.0,179635000.0,131214000.0,98200000.0,73994000.0,48229000.0,28669000.0
,interestExpense,28646000.0,20290000.0,10161000.0,124000.0,567000.0,283000.0,557000.0,505000.0,232000.0,83000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,17888000.0,6339000.0,1844000.0,1481000.0,1470000.0,576000.0,4083000.0,2971000.0,1697000.0,1013000.0
,EBITDA,-89670000.0,-56735000.0,-27195000.0,-24873000.0,-33890000.0,-23984000.0,-14923000.0,-14344000.0,-6686000.0,-1799000.0
,EBITDARatio,-0.222643767489094,-0.179834793523602,-0.1127955205309,-0.128225881285507,-0.225596442645649,-0.220305510393416,-0.188590782140555,-0.252215501477001,-0.162672441059828,-0.0666740790156401
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-86111000.0,-50719000.0,-27705000.0,-25675000.0,-29411000.0,-22347000.0,-19071000.0,-17122000.0,-7128000.0,-1687000.0
