date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,326200000.0,344100000.0,139000000.0,194700000.0,122200000.0,24600000.0,106700000.0,11700000.0,102600000.0,-6800000.0,74200000.0,80900000.0
,depreciationAndAmortization,0.0,263200000.0,247700000.0,273000000.0,273800000.0,216300000.0,163100000.0,129300000.0,126700000.0,130600000.0,92612000.0,88945000.0
,deferredIncomeTax,-35200000.0,22700000.0,10000000.0,21800000.0,3500000.0,-2200000.0,18600000.0,-12600000.0,14000000.0,-5100000.0,5326000.0,10918000.0
,stockBasedCompensation,5600000.0,4900000.0,5200000.0,4600000.0,5000000.0,4500000.0,3900000.0,4600000.0,2900000.0,4500000.0,5548000.0,4150000.0
,changeInWorkingCapital,1000000.0,-13800000.0,4400000.0,-7000000.0,6300000.0,-63700000.0,-65000000.0,-43400000.0,-14700000.0,16700000.0,18292000.0,-6341000.0
,accountsReceivables,0.0,0.0,-9600000.0,5200000.0,-6000000.0,7000000.0,5900000.0,5400000.0,-4300000.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,2800000.0,-3400000.0,-7100000.0,500000.0,19100000.0,5800000.0,7500000.0,1600000.0,200000.0,-12200000.0,-20128000.0,-54281000.0
,netCashProvidedByOperatingActivites,803900000.0,617700000.0,474800000.0,488600000.0,471000000.0,253500000.0,267000000.0,249400000.0,306300000.0,287800000.0,163447000.0,122268000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-312600000.0,-445200000.0,-989600000.0,-501200000.0,-747100000.0,-1020400000.0,-857900000.0,-142200000.0,-509100000.0,-38100000.0,-49365000.0,-134073000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379000000.0,0.0,0.0
,purchasesOfInvestments,0.0,-3900000.0,0.0,-12300000.0,-1600000.0,-111300000.0,-54600000.0,-124600000.0,-468600000.0,-90100000.0,-337706000.0,-455862000.0
,salesMaturitiesOfInvestments,3600000.0,13000000.0,900000.0,12600000.0,28600000.0,25600000.0,45200000.0,253400000.0,318400000.0,281600000.0,653273000.0,224184000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,60800000.0,51400000.0,12000000.0,0.0,0.0,-111558000.0,918000.0
,netCashUsedForInvestingActivites,-309000000.0,-436100000.0,-988700000.0,-500900000.0,-689800000.0,-1045300000.0,-815900000.0,-1400000.0,-659300000.0,-225300000.0,157456000.0,-364933000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-80000000.0,-565000000.0,-27000000.0,0.0,-460000000.0,-20000000.0,-700000.0,-1500000.0,0.0,-172700000.0,0.0,0.0
,commonStockIssued,135700000.0,136000000.0,0.0,0.0,883500000.0,0.0,479800000.0,0.0,0.0,367400000.0,0.0,313285000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-154900000.0,-138200000.0,-136100000.0,-125800000.0,-118100000.0,-94100000.0,-90700000.0,-101800000.0,-77900000.0,-49200000.0,-33301000.0,-28232000.0
,otherFinancingActivites,0.0,-800000.0,-500000.0,-1000000.0,0.0,-2300000.0,-700000.0,-1500000.0,0.0,-600000.0,-1640000.0,0.0
,netCashUsedProvidedByFinancingActivities,-91800000.0,-119800000.0,77600000.0,239700000.0,321700000.0,374100000.0,394700000.0,-94000000.0,180000000.0,323700000.0,-30156000.0,289543000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1000000.0,600000.0,-5100000.0,30700000.0,900000.0,-25600000.0,-23300000.0,-15700000.0,10600000.0,-6000000.0,491000.0,2522000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,402100000.0,62400000.0,-441400000.0,258100000.0,103800000.0,-443300000.0,-177500000.0,138300000.0,-162400000.0,380200000.0,291238000.0,49400000.0
,cashAtEndOfPeriod,534200000.0,132100000.0,69700000.0,511100000.0,253000000.0,149200000.0,592500000.0,770000000.0,631700000.0,794100000.0,413887000.0,122649000.0
,cashAtBeginningOfPeriod,132100000.0,69700000.0,511100000.0,253000000.0,149200000.0,592500000.0,770000000.0,631700000.0,794100000.0,413900000.0,122649000.0,73249000.0
,operatingCashFlow,803900000.0,617700000.0,474800000.0,488600000.0,471000000.0,253500000.0,267000000.0,249400000.0,306300000.0,287800000.0,163447000.0,122268000.0
,capitalExpenditure,-312600000.0,-445200000.0,-989600000.0,-501200000.0,-747100000.0,-1020400000.0,-857900000.0,-142200000.0,-509100000.0,-38100000.0,-49365000.0,-134073000.0
,freeCashFlow,491300000.0,172500000.0,-514800000.0,-12600000.0,-276100000.0,-766900000.0,-590900000.0,107200000.0,-202800000.0,249700000.0,114082000.0,-11805000.0
