date,,2020-06-28_FY,2019-06-30_FY,2018-06-24_FY,2017-06-25_FY,2016-06-26_FY,2015-06-28_FY,2014-06-29_FY,2013-06-30_FY,2012-06-24_FY,2011-06-26_FY,2010-06-27_FY,2009-06-28_FY,2008-06-29_FY,2007-06-24_FY,2006-06-25_FY,2005-06-26_FY,2004-06-27_FY,2003-06-30_FY,2003-06-29_FY,2002-06-30_FY,2001-06-24_FY,2000-06-25_FY,1999-06-27_FY,1998-06-28_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY
,revenue,903900000.0,1080000000.0,924900000.0,1473000000.0,1616627000.0,1632505000.0,1647600000.0,1385982000.0,1164700000.0,987600000.0,867300000.0,567300000.0,493300000.0,394100000.0,423000000.0,389100000.0,306900000.0,229822000.0,229800000.0,155434000.0,177200000.0,108600000.0,60100000.0,42500000.0,29000000.0,17000000.0,11100000.0,7500000.0,6300000.0
,costOfRevenue,655600000.0,689000000.0,622900000.0,1038428000.0,1129553000.0,1158586000.0,1028800000.0,862722000.0,755200000.0,551800000.0,456200000.0,355300000.0,327500000.0,260100000.0,222100000.0,184900000.0,158500000.0,130652000.0,130700000.0,92076000.0,89700000.0,52400000.0,31900000.0,28000000.0,15600000.0,12400000.0,7100000.0,4800000.0,3300000.0
,grossProfit,248300000.0,391000000.0,302000000.0,434572000.0,487074000.0,473919000.0,618800000.0,523260000.0,409500000.0,435800000.0,411100000.0,211900000.0,165800000.0,134000000.0,200900000.0,204200000.0,148400000.0,99170000.0,99200000.0,63358000.0,87500000.0,56200000.0,28100000.0,14600000.0,13400000.0,4600000.0,4000000.0,2700000.0,3000000.0
,grossProfitRatio,0.274698528598296,0.362037037037037,0.326521786139042,0.29502511880516,0.301290279081074,0.29030171423671,0.375576596261228,0.377537370615203,0.351592684811539,0.441271769947347,0.473999769399285,0.373523708796051,0.336103790796675,0.340015224562294,0.474940898345154,0.524800822410691,0.483545128706419,0.431507862606713,0.431679721496954,0.40761995445012,0.493792325056433,0.517495395948435,0.467554076539101,0.343529411764706,0.462068965517241,0.270588235294118,0.36036036036036,0.36,0.476190476190476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,184200000.0,157900000.0,127300000.0,158549000.0,168848000.0,182797000.0,170200000.0,155889000.0,143400000.0,115000000.0,81400000.0,71400000.0,58800000.0,58800000.0,54900000.0,42800000.0,36900000.0,31203000.0,31200000.0,28026000.0,13000000.0,7100000.0,4400000.0,1800000.0,1800000.0,400000.0,500000.0,0.0,0.0
,GeneralAndAdministrativeExpenses,211400000.0,200700000.0,170300000.0,277175000.0,283052000.0,290730000.0,279700000.0,236581000.0,197100000.0,139300000.0,115600000.0,86900000.0,76600000.0,53100000.0,44800000.0,34300000.0,31700000.0,26326000.0,26300000.0,25618000.0,18100000.0,11100000.0,6100000.0,4100000.0,4300000.0,2900000.0,2300000.0,2500000.0,1600000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,46000000.0,300000.0,16800000.0,17520000.0,45645000.0,73942000.0,34678000.0,2335000.0,29755000.0,12728000.0,16321000.0,23024000.0,18333000.0,5391000.0,2421000.0,7228000.0,1016000.0,0.0,0.0,0.0,0.0,1300000.0,1000000.0,500000.0,0.0,0.0,0.0,0.0,0.0
