date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-444440000.0,-440667000.0,681313000.0,-96692000.0,-153524000.0,-81177000.0,-53916000.0,-162013000.0,-171855000.0,-133978000.0,-37938000.0,-102519000.0,-34336000.0,-32761000.0,-154761000.0,-185111000.0,-101886000.0,-46682000.0,-107468000.0,-250008000.0,-97403000.0,-38448000.0,-18356000.0,-9983000.0,-10000000.0,-7700000.0,-5300000.0
,depreciationAndAmortization,14182000.0,13156000.0,10870000.0,14741000.0,15351000.0,12855000.0,12927000.0,14275000.0,14508000.0,14951000.0,16551000.0,14881000.0,22489000.0,28154000.0,32635000.0,26231000.0,19187000.0,18417000.0,18969000.0,40385000.0,10124000.0,7254000.0,3598000.0,2438000.0,1200000.0,1100000.0,500000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,94261000.0,99795000.0,88101000.0,36615000.0,25850000.0,19669000.0,17017000.0,17708000.0,16199000.0,18885000.0,17399000.0,10326000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,16712000.0,-288028000.0,1085028000.0,-83373000.0,65225000.0,64652000.0,64492000.0,-76433000.0,234920000.0,-288697000.0,29221000.0,-77196000.0,-87345000.0,55466000.0,-80523000.0,51362000.0,139245000.0,12317000.0,-54318000.0,-161198000.0,340601000.0,50455000.0,-12027000.0,52511000.0,2800000.0,1200000.0,400000.0
,accountsReceivables,1913000.0,6411000.0,-25505000.0,10664000.0,4269000.0,-16340000.0,-1378000.0,3576000.0,-867000.0,20164000.0,-20301000.0,6034000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-2627000.0,-1284000.0,-655000.0,383000.0,237000.0,1606000.0,500000.0,4817000.0,-5613000.0,-5390000.0,-795000.0,2848000.0,2868000.0,1503000.0,3971000.0,-7420000.0,-3685000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,2382000.0,12967000.0,971000.0,2074000.0,518000.0,-412000.0,-6359000.0,6199000.0,-122000.0,-3384000.0,4274000.0,-8046000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1924000.0,1067657000.0,1355685000.0,270657000.0,354030000.0,288805000.0,224153000.0,159661000.0,236094000.0,1174000.0,289871000.0,260650000.0,337846000.0,425191000.0,369725000.0,450248000.0,398886000.0,259641000.0,247324000.0,301642000.0,462840000.0,122239000.0,71784000.0,83811000.0,31300000.0,0.0,0.0
,otherNonCashItems,-14353000.0,-22653000.0,-23064000.0,-12543000.0,-12631000.0,8696000.0,-1609000.0,918000.0,8111000.0,-132619000.0,198000.0,-657000.0,-37569000.0,43175000.0,40392000.0,0.0,0.0,0.0,960000.0,0.0,0.0,0.0,0.0,0.0,200000.0,100000.0,0.0
,netCashProvidedByOperatingActivites,-313287000.0,-328681000.0,718214000.0,-80414000.0,-117024000.0,-73083000.0,-142006000.0,-38527000.0,-129756000.0,-113742000.0,-55871000.0,39739000.0,-145782000.0,146302000.0,-92715000.0,-77998000.0,-78142000.0,-76201000.0,-74975000.0,-50774000.0,-35742000.0,-15334000.0,-19223000.0,4979000.0,-5800000.0,-5300000.0,-4000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7258000.0,-26285000.0,-14239000.0,-9676000.0,-6392000.0,-11195000.0,-9976000.0,-4091000.0,-10583000.0,-9722000.0,-31457000.0,-20702000.0,-18855000.0,-32796000.0,-22524000.0,-17955000.0,-27194000.0,-18746000.0,-16327000.0,-34321000.0,-53850000.0,-20502000.0,-34584000.0,-17261000.0,-2200000.0,-1300000.0,-1400000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000000.0,115000000.0,0.0,0.0,-31000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-987533000.0,-1380865000.0,-2271250000.0,-404425000.0,-334659000.0,-297608000.0,-297251000.0,-268068000.0,-164662000.0,-695371000.0,-443122000.0,-451918000.0,-479552000.0,-593118000.0,-502230000.0,-234991000.0,-400496000.0,-243013000.0,-280650000.0,-491725000.0,-462278000.0,-122481000.0,-219414000.0,-483247000.0,-59000000.0,-49300000.0,-22800000.0
,salesMaturitiesOfInvestments,1491004000.0,1614036000.0,902920000.0,385292000.0,258651000.0,269467000.0,269656000.0,322068000.0,313265000.0,593141000.0,491292000.0,328025000.0,658228000.0,593259000.0,407874000.0,316063000.0,338782000.0,265739000.0,333811000.0,531060000.0,219904000.0,75822000.0,247498000.0,415795000.0,57300000.0,37100000.0,22700000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,25000000.0,0.0,0.0,-25000000.0,0.0,0.0,-4440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1232000.0,10000.0,0.0,0.0,100000.0,0.0,0.0
,netCashUsedForInvestingActivites,496213000.0,206886000.0,-1379936000.0,-28809000.0,-82400000.0,-14336000.0,-37571000.0,49909000.0,113020000.0,-111952000.0,16713000.0,-149035000.0,274652000.0,-32655000.0,-116880000.0,32403000.0,-88908000.0,4072000.0,40316000.0,-77037000.0,-299748000.0,-82439000.0,-6500000.0,-84713000.0,-3800000.0,-13500000.0,-1500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
