Date,2018-12-31,2017-12-31
Revenue,0.0,0.0
Revenue Growth,0.0,
Cost of Revenue,0.0,
Gross Profit,0.0,0.0
R&D Expenses,151860000.0,0.0
SG&A Expense,40982000.0,2000.0
Operating Expenses,192842000.0,
Operating Income,-192842000.0,-2000.0
Interest Expense,3358000.0,
Earnings before Tax,-211622000.0,-2000.0
Income Tax Expense,-117000.0,0.0
Net Income - Non-Controlling int,0.0,
Net Income - Discontinued ops,0.0,
Net Income,-211505000.0,
Preferred Dividends,0.0,
Net Income Com,-211505000.0,-2000.0
EPS,-7.31,0.0
EPS Diluted,-7.31,0.0
Weighted Average Shs Out,28948386.0,115227000.0
Weighted Average Shs Out (Dil),28948386.0,
Dividend per Share,0.0,
Gross Margin,0.0,0.0
EBITDA Margin,0.0,
EBIT Margin,0.0,
Profit Margin,0.0,
Free Cash Flow margin,0.0,
EBITDA,-186948000.0,
EBIT,-192842000.0,
Consolidated Income,-211505000.0,
Earnings Before Tax Margin,0.0,0.0
Net Profit Margin,0.0,
