Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,6478000000.0,5963000000.0,6018000000.0,4367000000.0,4594000000.0,4313000000.0
Revenue Growth,0.0863659231930236,-0.00913924891990695,0.378062743302038,-0.0494122768828907,0.0651518664502666,
Cost of Revenue,0.0,0.0,0.0,0.0,3055000000.0,2920000000.0
Gross Profit,0.0,0.0,0.0,0.0,1539000000.0,1393000000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,0.0,0.0,0.0,0.0,0.0,0.0
Operating Expenses,3000000.0,3000000.0,5000000.0,38000000.0,654000000.0,1214000000.0
Operating Income,1127000000.0,385000000.0,1194000000.0,513000000.0,885000000.0,179000000.0
Interest Expense,303000000.0,280000000.0,268000000.0,267000000.0,243000000.0,245000000.0
Earnings before Tax,768000000.0,123000000.0,1009000000.0,301000000.0,706000000.0,-16000000.0
Income Tax Expense,170000000.0,-259000000.0,379000000.0,34000000.0,282000000.0,35000000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,1000000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,595000000.0,381000000.0,630000000.0,267000000.0,424000000.0,-51000000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,595000000.0,381000000.0,630000000.0,267000000.0,424000000.0,-51000000.0
EPS,1.92,1.23,2.04,1.05,1.68,-0.2
EPS Diluted,1.92,1.23,2.04,1.05,1.68,-0.2
Weighted Average Shs Out,309503319.0,309502861.0,309512553.0,254588212.0,,
Weighted Average Shs Out (Dil),309712628.0,309661883.0,309817322.0,254605111.0,252235232.0,252235232.0
Dividend per Share,1.7338653689,1.72769084402,1.29431110375,0.0117829527782,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.335,0.323
EBITDA Margin,0.315220747144,0.209793727989,0.335493519442,0.299748110831,0.343,0.191
EBIT Margin,0.173973448595,0.0645648163676,0.198404785643,0.117471948706,0.2066,0.0531
Profit Margin,0.0918493362149,0.0638940130807,0.104685942173,0.061140370964,0.092,-0.012
Free Cash Flow margin,0.000617474529176,-0.109508636592,-0.0242605516783,0.0638882528051,0.0749,0.0601
EBITDA,2042000000.0,1251000000.0,2019000000.0,1309000000.0,1578000000.0,823000000.0
EBIT,1127000000.0,385000000.0,1194000000.0,513000000.0,949000000.0,229000000.0
Consolidated Income,595000000.0,381000000.0,630000000.0,267000000.0,424000000.0,-50000000.0
Earnings Before Tax Margin,0.118555109602,0.0206272010733,0.16766367564,0.0689260361804,0.1537,-0.0037
Net Profit Margin,0.0918493362149,0.0638940130807,0.104685942173,0.061140370964,0.0923,-0.0118
