date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-57000000.0,140100000.0,107900000.0,125800000.0,90900000.0,-29400000.0,306900000.0
,depreciationAndAmortization,145000000.0,194500000.0,185000000.0,189800000.0,224200000.0,229100000.0,202200000.0
,deferredIncomeTax,-2000000.0,200000.0,-400000.0,-4900000.0,-1800000.0,-1700000.0,-249500000.0
,stockBasedCompensation,23000000.0,22300000.0,20200000.0,20500000.0,18000000.0,15200000.0,16000000.0
,changeInWorkingCapital,214640000.0,-241100000.0,-49500000.0,-50300000.0,-24300000.0,50900000.0,-32100000.0
,accountsReceivables,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,440000.0,-214200000.0,26900000.0,76400000.0,126700000.0,151000000.0,100100000.0
,otherNonCashItems,0.0,-36200000.0,-33200000.0,-30800000.0,8800000.0,8800000.0,14400000.0
,netCashProvidedByOperatingActivites,130000000.0,276900000.0,214300000.0,249300000.0,287100000.0,293100000.0,262800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-54000000.0,-113900000.0,-95600000.0,-70800000.0,-59400000.0,-59200000.0,-64200000.0
,acquisitionsNet,22000000.0,-64000000.0,1000000.0,-64000000.0,23000000.0,-3000000.0,-731000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,5800000.0,7900000.0,5600000.0,90600000.0,8900000.0,4500000.0
,netCashUsedForInvestingActivites,-53200000.0,-176300000.0,-90400000.0,-135300000.0,-36700000.0,-62400000.0,-798400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-495000000.0,-1661500000.0,-269000000.0,-170000000.0,-125000000.0,-155000000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,615000000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-75000000.0,-208100000.0,-203900000.0,-201800000.0,-188600000.0,-196300000.0,-2281500000.0
,otherFinancingActivites,0.0,-50600000.0,-9100000.0,-19200000.0,-7900000.0,-8100000.0,5800000.0
,netCashUsedProvidedByFinancingActivities,573000000.0,-94300000.0,-117700000.0,-131500000.0,-286500000.0,-148600000.0,536600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,700000.0,500000.0,-400000.0,600000.0,-300000.0,-3300000.0,-2300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,6800000.0,5800000.0,-16900000.0,-36400000.0,73100000.0,-1300000.0
,cashAtEndOfPeriod,0.0,60900000.0,54100000.0,48300000.0,65200000.0,101600000.0,28500000.0
,cashAtBeginningOfPeriod,0.0,54100000.0,48300000.0,65200000.0,101600000.0,28500000.0,29800000.0
,operatingCashFlow,130000000.0,276900000.0,214300000.0,249300000.0,287100000.0,293100000.0,262800000.0
,capitalExpenditure,0.0,-113900000.0,-95600000.0,-70800000.0,-59400000.0,-59200000.0,-64200000.0
,freeCashFlow,130000000.0,163000000.0,118700000.0,178500000.0,227700000.0,233900000.0,198600000.0
