date,,2020-03-28_FY,2019-03-30_FY,2018-03-31_FY,2017-04-01_FY,2016-04-02_FY,2015-03-28_FY,2014-03-29_FY,2013-03-30_FY,2012-03-31_FY,2011-04-02_FY,2010-04-03_FY,2009-03-28_FY,2008-03-29_FY,2007-03-31_FY,2006-04-01_FY,2005-04-02_FY,2004-04-03_FY,2003-03-29_FY,2002-03-30_FY,2001-03-31_FY,2000-04-01_FY,1999-04-03_FY,1998-03-28_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,384300000.0,430900000.0,162800000.0,-99300000.0,396000000.0,702000000.0,776000000.0,750000000.0,681000000.0,567600000.0,479500000.0,406000000.0,419800000.0,400900000.0,308000000.0,190400000.0,171000000.0,174200000.0,172500000.0,59262000.0,143500000.0,90600000.0,147600000.0
,depreciationAndAmortization,269500000.0,281300000.0,295200000.0,307500000.0,309400000.0,294000000.0,258000000.0,232300000.0,28900000.0,194100000.0,181200000.0,184400000.0,201300000.0,144700000.0,127000000.0,103600000.0,83200000.0,78600000.0,83900000.0,78599000.0,66300000.0,46400000.0,27400000.0
,deferredIncomeTax,-168800000.0,8500000.0,84100000.0,-38900000.0,-7900000.0,11000000.0,1000000.0,14400000.0,-15100000.0,47300000.0,-200000.0,-35100000.0,-7700000.0,-112400000.0,35500000.0,10100000.0,-4200000.0,8900000.0,21200000.0,-23430000.0,6800000.0,-25800000.0,-28000000.0
,stockBasedCompensation,100000000.0,88600000.0,74500000.0,63600000.0,97000000.0,81000000.0,93000000.0,87500000.0,77900000.0,70000000.0,59000000.0,49000000.0,70000000.0,0.0,26000000.0,12851000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1111500000.0,433500000.0,166600000.0,-60400000.0,-283000000.0,-221000000.0,517500000.0,-112200000.0,307700000.0,117500000.0,145900000.0,397700000.0,-60700000.0,510600000.0,-256400000.0,21200000.0,104500000.0,49400000.0,154156000.0,15444000.0,115200000.0,-22700000.0,141900000.0
,accountsReceivables,57000000.0,10100000.0,34500000.0,54100000.0,129000000.0,-96000000.0,-104000000.0,82100000.0,-114000000.0,-50000000.0,92000000.0,1000000.0,10000000.0,0.0,-19000000.0,6020000.0,2623000.0,-22200000.0,-84600000.0,0.0,-47200000.0,-8100000.0,-4800000.0
,inventory,72000000.0,-90800000.0,57800000.0,120400000.0,-91000000.0,-97000000.0,-77000000.0,-67500000.0,-148300000.0,-173000000.0,29000000.0,-10000000.0,81000000.0,-32200000.0,3000000.0,-23530000.0,17227000.0,-14000000.0,75800000.0,-44626000.0,-14100000.0,-78400000.0,-76400000.0
,accountsPayables,-64000000.0,-4700000.0,0.0,112900000.0,90000000.0,50000000.0,43000000.0,-57100000.0,0.0,109000000.0,41000000.0,55000000.0,-14000000.0,0.0,39000000.0,-6632000.0,-2296000.0,-3900000.0,800000.0,0.0,-62400000.0,11200000.0,-10700000.0
,otherWorkingCapital,1283200000.0,2394700000.0,1961200000.0,1794600000.0,1855000000.0,2138000000.0,2359000000.0,1841500000.0,1953700000.0,1646000000.0,1528500000.0,1382600000.0,984900000.0,1045600000.0,535000000.0,791400000.0,770200000.0,665700000.0,616300000.0,462144000.0,446700000.0,331500000.0,354200000.0
,otherNonCashItems,195700000.0,140100000.0,15000000.0,549400000.0,196800000.0,66000000.0,59000000.0,78600000.0,684100000.0,32200000.0,83400000.0,133500000.0,80900000.0,52800000.0,63300000.0,33500000.0,29600000.0,15600000.0,26300000.0,0.0,11500000.0,22200000.0,4400000.0
,netCashProvidedByOperatingActivites,754600000.0,783800000.0,975100000.0,952300000.0,1016700000.0,894000000.0,907000000.0,1018900000.0,885300000.0,688700000.0,906500000.0,774200000.0,695400000.0,796100000.0,449100000.0,382000000.0,210600000.0,269000000.0,293800000.0,100286000.0,242700000.0,38500000.0,96200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-270300000.0,-197700000.0,0.0,-284000000.0,-418000000.0,-391000000.0,-390000000.0,-276500000.0,0.0,-255000000.0,-201300000.0,-185000000.0,-217100000.0,-184000000.0,-158600000.0,-174138000.0,-123026000.0,-98700000.0,-88000000.0,-105170000.0,-122000000.0,-141700000.0,-63100000.0
,acquisitionsNet,1000000.0,-5000000.0,-5000000.0,-6000000.0,-16000000.0,-12000000.0,-40000000.0,-21000000.0,-12000000.0,-70000000.0,-30000000.0,-46000000.0,-188000000.0,-176000000.0,-380000000.0,-243248000.0,-5019000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1289000000.0,-3533400000.0,-1605600000.0,-1075600000.0,-1585000000.0,-1930000000.0,-1625000000.0,-1373100000.0,-1360500000.0,-1244000000.0,-1350000000.0,-623000000.0,-96000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-50721000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,2240000000.0,2357500000.0,1582700000.0,942400000.0,942000000.0,1113000000.0,1011000000.0,1058100000.0,1393500000.0,1242000000.0,1072000000.0,369000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,494300000.0,0.0,209400000.0,478000000.0,519000000.0,519000000.0,469500000.0,1300000.0,0.0,0.0,0.0,0.0,-74500000.0,0.0,0.0,0.0,0.0,0.0,-5152000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,702100000.0,-879300000.0,-189100000.0,-207800000.0,-576300000.0,-689000000.0,-488000000.0,-113100000.0,-249600000.0,-299400000.0,-504400000.0,-458000000.0,-505000000.0,-434600000.0,-539200000.0,-417400000.0,-132700000.0,-166300000.0,-116000000.0,-181972000.0,-318300000.0,-196200000.0,-74900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-13000000.0,-300000000.0,-28200000.0,-3851300000.0,-4463000000.0,-2574000000.0,-269000000.0,-8000000.0,-115700000.0,-7000000.0,-121000000.0,-196000000.0,-7000000.0,0.0,-2000000.0,107745000.0,-100943000.0,0.0,0.0,0.0,0.0,0.0,0.0
