date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2016-02-29_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-19678000.0,-25513000.0,-38620431.396046,-16651566.892002,-4661415.678432
,depreciationAndAmortization,924000.0,2320000.0,2117285.79988,2069056.302801,1766998.251064
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1174000.0,1953000.0,779658.478131,719368.751984,227735.755769
,changeInWorkingCapital,60788000.0,-14288738.765728,12129437.730425,-5351322.788594,-6886803.504124
,accountsReceivables,0.0,0.0,0.0,-428214.122548,34892.370361
,inventory,0.0,0.0,0.0,0.0,64474.470707
,accountsPayables,0.0,0.0,0.0,0.0,36939.436651
,otherWorkingCapital,60793000.0,5000.0,14293738.765728,2164301.035303,7515623.823897
,otherNonCashItems,-57527000.0,12584738.765728,-728898.485367998,9520409.290944,4701819.259303
,netCashProvidedByOperatingActivites,-14319000.0,-22944000.0,-24322947.872978,-9694055.334867,-4851665.91642
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-69000.0,-319000.0,-524266.027561,-352328.075514,-203679.4061
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-9810000.0,-1923000.0,-17789844.218095,-20133.032887,-8821460.988407
,salesMaturitiesOfInvestments,21000.0,10380000.0,8937237.866986,0.0,15081063.529898
,otherInvestingActivites,0.0,0.0,287597.363691,54204.31931,16349.2262620004
,netCashUsedForInvestingActivites,-9858000.0,8138000.0,-9089275.014979,-318256.789091,6072272.361653
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-1556000.0,0.0,0.0,0.0
,commonStockIssued,59332000.0,6981000.0,43358298.382265,8568154.188058,0.0
,commonStockRepurchased,0.0,0.0,0.0,-30973.896749,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,158000.0,7751000.0,726482.923905998,295026.366529999,-1788.784674
,netCashUsedProvidedByFinancingActivities,59490000.0,13176000.0,44084781.306171,8832206.657839,-1788.784674
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1389000.0,-1001000.0,35949.670461,-19358.685468,47785.788608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,36702000.0,-2631000.0,10708508.088676,-1199464.151586,1266603.449167
,cashAtEndOfPeriod,50942000.0,14240000.0,16867136.009587,6367458.824076,2233724.937459
,cashAtBeginningOfPeriod,14240000.0,16871000.0,6158627.920911,7566922.975662,967121.488292
,operatingCashFlow,-14319000.0,-22944000.0,-24322947.872978,-9694055.334867,-4851665.91642
,capitalExpenditure,-69000.0,-319000.0,-524266.027561,-352328.075514,-271254.732088
,freeCashFlow,-14388000.0,-23263000.0,-24847213.900539,-10046383.410381,-5122920.648508
