date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-724320000.0,-56672000.0,2023000.0,-127504000.0,-245928000.0,-68280000.0,155435000.0,-22301000.0,-130712000.0,13437000.0,6214000.0,-79277000.0,113309000.0,33209000.0,237772000.0,41451700.0,34060600.0,22619100.0,9284800.0,14967800.0,10681000.0,7800000.0,6700000.0,7600000.0,3500000.0,1500000.0,1000000.0,1600000.0,1700000.0,900000.0,400000.0,-800000.0,-1100000.0,200000.0,200000.0,300000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71238000.0,35251000.0,21776400.0,17961900.0,14162300.0,12108800.0,10583800.0,6949000.0,4000000.0,3300000.0,2700000.0,2300000.0,2200000.0,1800000.0,1700000.0,1700000.0,1500000.0,1300000.0,1200000.0,1300000.0,1300000.0,1300000.0,1300000.0
,deferredIncomeTax,-6530000.0,-2256000.0,6105000.0,-203685000.0,-137249000.0,-41415000.0,88474000.0,-15883000.0,-80379000.0,9530000.0,1179000.0,-18084000.0,59079000.0,12201000.0,86431000.0,3350600.0,10443600.0,8870700.0,2986400.0,4002300.0,1838300.0,100000.0,200000.0,100000.0,200000.0,100000.0,100000.0,200000.0,500000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,22200000.0,23837000.0,21782000.0,19353000.0,19502000.0,20068000.0,17518000.0,12880000.0,8495000.0,8781000.0,5314000.0,5935000.0,6702000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-51528000.0,109354000.0,-150142000.0,-145659000.0,98530000.0,389000.0,-82065000.0,143793000.0,-9404000.0,-38190000.0,-16742000.0,-2630000.0,85778000.0,-79392000.0,55011200.0,-25294900.0,-6767000.0,4460200.0,-1649100.0,2638900.0,3280700.0,-4000000.0,-15000000.0,18900000.0,-900000.0,100000.0,-1900000.0,900000.0,400000.0,-200000.0,-900000.0,-100000.0,-600000.0,-200000.0,0.0,0.0
,accountsReceivables,139664000.0,-88304000.0,12025000.0,-60546000.0,-32627000.0,24769000.0,-34598000.0,-41509000.0,6843000.0,-3451000.0,2122000.0,27479000.0,-17475000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2062000.0,1285000.0,1987000.0,-3397600.0,357000.0,-1383600.0,-56200.0,-20000.0,-520300.0,100000.0,-400000.0,300000.0,-300000.0,200000.0,0.0,-100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-66183000.0,-29578000.0,16261000.0,31378000.0,-162000.0,-30310000.0,21453000.0,-11485000.0,-5050000.0,0.0,-3812000.0,-7566000.0,10282000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300000.0,0.0,0.0
,otherWorkingCapital,-50585000.0,-57200000.0,-166554000.0,-16412000.0,129247000.0,30717000.0,30328000.0,112393000.0,-31400000.0,-21996000.0,16194000.0,32936000.0,35566000.0,-50212000.0,29180000.0,-25831200.0,-536300.0,6230700.0,1770500.0,3419600.0,780700.0,-2500000.0,1500000.0,16500000.0,-2400000.0,-1500000.0,-1600000.0,300000.0,-600000.0,-1000000.0,-800000.0,100000.0,200000.0,800000.0,1000000.0,0.0
,otherNonCashItems,29848000.0,22847000.0,20720000.0,62775000.0,25850000.0,11478000.0,9317000.0,11990000.0,31394000.0,-26527000.0,12103000.0,9706000.0,11690000.0,12300000.0,-1709000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-100000.0,-100000.0,0.0,100000.0,-100000.0,-100000.0,100000.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0
,netCashProvidedByOperatingActivites,870079000.0,858226000.0,889302000.0,588563000.0,486263000.0,411073000.0,236689000.0,159165000.0,174721000.0,166834000.0,151813000.0,143895000.0,139101000.0,60304000.0,67390000.0,112371600.0,71866900.0,73607900.0,28172900.0,28570300.0,35330500.0,10700000.0,13600000.0,18100000.0,16900000.0,5300000.0,3700000.0,4900000.0,5900000.0,3600000.0,0.0,0.0,0.0,1600000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-139812000.0,-13207000.0,-180026000.0,-15628000.0,-1073723000.0,0.0,0.0,-9658000.0,-312223000.0,-145894000.0,-158051000.0,0.0,0.0,-238988000.0,-146180000.0,-106468500.0,-45391800.0,-73042300.0,-19777000.0,-42661100.0,-27932100.0,-27800000.0,-26600000.0,-13700000.0,-10400000.0,-3900000.0,-5600000.0,-2600000.0,-2800000.0,-2300000.0,0.0,0.0,0.0,-1200000.0,0.0,0.0
,acquisitionsNet,-136000000.0,189000000.0,-135000000.0,-16000000.0,-1074000000.0,0.0,0.0,-2000000.0,-298000000.0,-146000000.0,-158000000.0,0.0,0.0,-256000000.0,-19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-49890000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
